Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2015_EML,959,959,1.00,100.00%
Abstract,2015_EML,959,959,1.00,100.00%
Attribute Definition,2015_EML,32766,948,34.17,98.85%
Attribute List,2015_EML,1124,948,1.17,98.85%
Author,2015_EML,1918,959,2.00,100.00%
Author / Originator,2015_EML,1918,959,2.00,100.00%
Author / Originator Email Address,2015_EML,1886,959,1.97,100.00%
Author / Originator Identifier,2015_EML,959,959,1.00,100.00%
Author / Originator World Wide Web Address,2015_EML,1918,959,2.00,100.00%
Bounding Box,2015_EML,944,944,0.98,98.44%
Contributor Name,2015_EML,2212,898,2.31,93.64%
Contributor Role,2015_EML,1351,898,1.41,93.64%
Distribution Format,2015_EML,948,948,0.99,98.85%
Easternmost Longitude,2015_EML,944,944,0.98,98.44%
End Time,2015_EML,776,776,0.81,80.92%
Entity Type Definition,2015_EML,1133,948,1.18,98.85%
Entity and Attribute Information,2015_EML,1133,948,1.18,98.85%
Instrument,2015_EML,6359,907,6.63,94.58%
Keyword,2015_EML,22979,959,23.96,100.00%
Keyword Type,2015_EML,2520,959,2.63,100.00%
Keyword Vocabulary,2015_EML,3003,959,3.13,100.00%
Metadata Access Constraints,2015_EML,959,959,1.00,100.00%
Metadata Contact,2015_EML,959,959,1.00,100.00%
Metadata Use Constraints,2015_EML,959,959,1.00,100.00%
Northernmost Latitude,2015_EML,944,944,0.98,98.44%
Organization Name,2015_EML,4432,959,4.62,100.00%
Originating Organization,2015_EML,1918,959,2.00,100.00%
Place Keyword,2015_EML,3073,959,3.20,100.00%
Process Step,2015_EML,959,959,1.00,100.00%
Project Description,2015_EML,959,959,1.00,100.00%
Project Name,2015_EML,1918,959,2.00,100.00%
Publication Date,2015_EML,959,959,1.00,100.00%
Publisher,2015_EML,959,959,1.00,100.00%
Related Resource Citation,2015_EML,959,959,1.00,100.00%
Resource Access Constraints,2015_EML,959,959,1.00,100.00%
Resource Contact,2015_EML,1910,959,1.99,100.00%
Resource Creation/Revision Date,2015_EML,959,959,1.00,100.00%
Resource Distribution,2015_EML,959,959,1.00,100.00%
Resource Format,2015_EML,948,948,0.99,98.85%
Resource Identifier,2015_EML,959,959,1.00,100.00%
Resource Identifier Type,2015_EML,959,959,1.00,100.00%
Resource Lineage,2015_EML,959,959,1.00,100.00%
Resource Long Name,2015_EML,959,959,1.00,100.00%
Resource Quality Description,2015_EML,948,948,0.99,98.85%
Resource Status,2015_EML,959,959,1.00,100.00%
Resource Title,2015_EML,959,959,1.00,100.00%
Resource Use Constraints,2015_EML,959,959,1.00,100.00%
Resource on-line Link,2015_EML,959,959,1.00,100.00%
Rights,2015_EML,959,959,1.00,100.00%
Security Constraints,2015_EML,959,959,1.00,100.00%
Southernmost Latitude,2015_EML,944,944,0.98,98.44%
Spatial Extent,2015_EML,944,944,0.98,98.44%
Start Time,2015_EML,776,776,0.81,80.92%
Taxonomic Extent,2015_EML,281,281,0.29,29.30%
Temporal Extent,2015_EML,959,959,1.00,100.00%
Temporal Keyword,2015_EML,239,239,0.25,24.92%
Unknown,2015_EML,377767,959,393.92,100.00%
Westernmost Longitude,2015_EML,944,944,0.98,98.44%
