Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2007_EML,31,31,1.00,100.00%
Abstract,2007_EML,26,26,0.84,83.87%
Attribute Definition,2007_EML,434,26,14.00,83.87%
Attribute List,2007_EML,26,26,0.84,83.87%
Author,2007_EML,52,26,1.68,83.87%
Author / Originator,2007_EML,52,26,1.68,83.87%
Author / Originator Email Address,2007_EML,47,26,1.52,83.87%
Author / Originator Identifier,2007_EML,26,26,0.84,83.87%
Author / Originator World Wide Web Address,2007_EML,52,26,1.68,83.87%
Bounding Box,2007_EML,26,26,0.84,83.87%
Contributor Name,2007_EML,112,26,3.61,83.87%
Contributor Role,2007_EML,39,26,1.26,83.87%
Distribution Format,2007_EML,26,26,0.84,83.87%
Easternmost Longitude,2007_EML,26,26,0.84,83.87%
End Time,2007_EML,26,26,0.84,83.87%
Entity Type Definition,2007_EML,26,26,0.84,83.87%
Entity and Attribute Information,2007_EML,26,26,0.84,83.87%
Instrument,2007_EML,154,26,4.97,83.87%
Keyword,2007_EML,1041,26,33.58,83.87%
Keyword Type,2007_EML,99,26,3.19,83.87%
Keyword Vocabulary,2007_EML,89,26,2.87,83.87%
Metadata Access Constraints,2007_EML,26,26,0.84,83.87%
Metadata Contact,2007_EML,26,26,0.84,83.87%
Metadata Use Constraints,2007_EML,26,26,0.84,83.87%
Northernmost Latitude,2007_EML,26,26,0.84,83.87%
Organization Name,2007_EML,103,26,3.32,83.87%
Originating Organization,2007_EML,52,26,1.68,83.87%
Place Keyword,2007_EML,86,26,2.77,83.87%
Process Step,2007_EML,26,26,0.84,83.87%
Project Description,2007_EML,26,26,0.84,83.87%
Project Name,2007_EML,52,26,1.68,83.87%
Publication Date,2007_EML,26,26,0.84,83.87%
Publisher,2007_EML,26,26,0.84,83.87%
Related Resource Citation,2007_EML,26,26,0.84,83.87%
Resource Access Constraints,2007_EML,26,26,0.84,83.87%
Resource Contact,2007_EML,26,26,0.84,83.87%
Resource Creation/Revision Date,2007_EML,26,26,0.84,83.87%
Resource Distribution,2007_EML,26,26,0.84,83.87%
Resource Format,2007_EML,26,26,0.84,83.87%
Resource Identifier,2007_EML,26,26,0.84,83.87%
Resource Identifier Type,2007_EML,26,26,0.84,83.87%
Resource Lineage,2007_EML,26,26,0.84,83.87%
Resource Long Name,2007_EML,26,26,0.84,83.87%
Resource Quality Description,2007_EML,26,26,0.84,83.87%
Resource Status,2007_EML,26,26,0.84,83.87%
Resource Title,2007_EML,26,26,0.84,83.87%
Resource Use Constraints,2007_EML,26,26,0.84,83.87%
Resource on-line Link,2007_EML,26,26,0.84,83.87%
Rights,2007_EML,26,26,0.84,83.87%
Security Constraints,2007_EML,26,26,0.84,83.87%
Southernmost Latitude,2007_EML,26,26,0.84,83.87%
Spatial Extent,2007_EML,26,26,0.84,83.87%
Start Time,2007_EML,26,26,0.84,83.87%
Taxonomic Extent,2007_EML,26,26,0.84,83.87%
Temporal Extent,2007_EML,26,26,0.84,83.87%
Temporal Keyword,2007_EML,21,21,0.68,67.74%
Unknown,2007_EML,12317,31,397.32,100.00%
Westernmost Longitude,2007_EML,26,26,0.84,83.87%
