Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,GCE_2007_EML,31.0,31.0,1.0,1.0
Resource Identifier,GCE_2007_EML,31.0,31.0,1.0,1.0
Resource Title,GCE_2007_EML,31.0,31.0,1.0,1.0
Author / Originator,GCE_2007_EML,62.0,31.0,2.0,1.0
Metadata Contact,GCE_2007_EML,31.0,31.0,1.0,1.0
Contributor Name,GCE_2007_EML,136.0,31.0,4.39,1.0
Publisher,GCE_2007_EML,31.0,31.0,1.0,1.0
Publication Date,GCE_2007_EML,31.0,31.0,1.0,1.0
Resource Contact,GCE_2007_EML,31.0,31.0,1.0,1.0
Abstract,GCE_2007_EML,31.0,31.0,1.0,1.0
Keyword,GCE_2007_EML,1194.0,31.0,38.52,1.0
Resource Distribution,GCE_2007_EML,31.0,31.0,1.0,1.0
Spatial Extent,GCE_2007_EML,31.0,31.0,1.0,1.0
Taxonomic Extent,GCE_2007_EML,31.0,31.0,1.0,1.0
Temporal Extent,GCE_2007_EML,31.0,31.0,1.0,1.0
Maintenance,GCE_2007_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,GCE_2007_EML,31.0,31.0,1.0,1.0
Process Step,GCE_2007_EML,31.0,31.0,1.0,1.0
Project Description,GCE_2007_EML,31.0,31.0,1.0,1.0
Entity Type Definition,GCE_2007_EML,26.0,26.0,0.84,0.8387096774193549
Attribute Definition,GCE_2007_EML,482.0,31.0,15.55,1.0
Resource Access Constraints,GCE_2007_EML,26.0,26.0,0.84,0.8387096774193549
Resource Format,GCE_2007_EML,31.0,31.0,1.0,1.0
Attribute List,GCE_2007_EML,31.0,31.0,1.0,1.0
Attribute Constraints,GCE_2007_EML,0.0,0.0,0.0,0.0
Resource Quality Description,GCE_2007_EML,26.0,26.0,0.84,0.8387096774193549
