Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Taxonomic Extent,Temporal Extent,Temporal Keyword,Unknown,Westernmost Longitude
2012,333.7.xml,1.0,72.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,41.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,518.0,1.0
2012,333.8.xml,1.0,72.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,95.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,528.0,1.0
2012,334.4.xml,1.0,53.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,34.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,471.0,1.0
2012,334.6.xml,1.0,53.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,35.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,445.0,1.0
2012,334.7.xml,1.0,53.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,89.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,455.0,1.0
2012,335.7.xml,1.0,80.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,40.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,561.0,1.0
2012,335.8.xml,1.0,80.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,41.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,531.0,1.0
2012,335.9.xml,1.0,80.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,95.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,541.0,1.0
2012,336.20.xml,1.0,20.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,26.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,409.0,1.0
2012,336.21.xml,1.0,20.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,26.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,409.0,1.0
2012,336.22.xml,1.0,20.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,43.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,409.0,1.0
2012,336.23.xml,1.0,17.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,43.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,405.0,1.0
2012,336.25.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,43.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,423.0,1.0
2012,336.26.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,43.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,422.0,1.0
2012,337.21.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,29.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,406.0,1.0
2012,337.22.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,29.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,406.0,1.0
2012,337.23.xml,1.0,19.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,29.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,402.0,1.0
2012,337.24.xml,1.0,19.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,46.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,402.0,1.0
2012,337.25.xml,1.0,19.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,46.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,406.0,1.0
2012,337.27.xml,1.0,24.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,46.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,424.0,1.0
2012,337.28.xml,1.0,24.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,46.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,423.0,1.0
2012,338.17.xml,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,302.0,1.0
