Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2008_EML,66,66,1.00,100.00%
Abstract,2008_EML,58,58,0.88,87.88%
Attribute Definition,2008_EML,1056,58,16.00,87.88%
Attribute List,2008_EML,58,58,0.88,87.88%
Author,2008_EML,116,58,1.76,87.88%
Author / Originator,2008_EML,116,58,1.76,87.88%
Author / Originator Email Address,2008_EML,116,58,1.76,87.88%
Author / Originator Identifier,2008_EML,58,58,0.88,87.88%
Author / Originator World Wide Web Address,2008_EML,116,58,1.76,87.88%
Bounding Box,2008_EML,56,56,0.85,84.85%
Contributor Name,2008_EML,169,53,2.56,80.30%
Contributor Role,2008_EML,75,53,1.14,80.30%
Distribution Format,2008_EML,58,58,0.88,87.88%
Easternmost Longitude,2008_EML,56,56,0.85,84.85%
End Time,2008_EML,54,54,0.82,81.82%
Entity Type Definition,2008_EML,49,49,0.74,74.24%
Entity and Attribute Information,2008_EML,49,49,0.74,74.24%
Instrument,2008_EML,228,52,3.45,78.79%
Keyword,2008_EML,1907,58,28.89,87.88%
Keyword Type,2008_EML,180,58,2.73,87.88%
Keyword Vocabulary,2008_EML,168,48,2.55,72.73%
Metadata Access Constraints,2008_EML,58,58,0.88,87.88%
Metadata Contact,2008_EML,58,58,0.88,87.88%
Metadata Use Constraints,2008_EML,58,58,0.88,87.88%
Northernmost Latitude,2008_EML,56,56,0.85,84.85%
Organization Name,2008_EML,217,58,3.29,87.88%
Originating Organization,2008_EML,116,58,1.76,87.88%
Place Keyword,2008_EML,174,58,2.64,87.88%
Process Step,2008_EML,58,58,0.88,87.88%
Project Description,2008_EML,58,58,0.88,87.88%
Project Name,2008_EML,116,58,1.76,87.88%
Publication Date,2008_EML,58,58,0.88,87.88%
Publisher,2008_EML,58,58,0.88,87.88%
Related Resource Citation,2008_EML,58,58,0.88,87.88%
Resource Access Constraints,2008_EML,58,58,0.88,87.88%
Resource Contact,2008_EML,58,58,0.88,87.88%
Resource Creation/Revision Date,2008_EML,58,58,0.88,87.88%
Resource Distribution,2008_EML,58,58,0.88,87.88%
Resource Format,2008_EML,58,58,0.88,87.88%
Resource Identifier,2008_EML,58,58,0.88,87.88%
Resource Identifier Type,2008_EML,58,58,0.88,87.88%
Resource Lineage,2008_EML,58,58,0.88,87.88%
Resource Long Name,2008_EML,58,58,0.88,87.88%
Resource Quality Description,2008_EML,58,58,0.88,87.88%
Resource Status,2008_EML,58,58,0.88,87.88%
Resource Title,2008_EML,58,58,0.88,87.88%
Resource Use Constraints,2008_EML,58,58,0.88,87.88%
Resource on-line Link,2008_EML,58,58,0.88,87.88%
Rights,2008_EML,58,58,0.88,87.88%
Security Constraints,2008_EML,58,58,0.88,87.88%
Southernmost Latitude,2008_EML,56,56,0.85,84.85%
Spatial Extent,2008_EML,56,56,0.85,84.85%
Start Time,2008_EML,54,54,0.82,81.82%
Taxonomic Extent,2008_EML,58,58,0.88,87.88%
Temporal Extent,2008_EML,58,58,0.88,87.88%
Temporal Keyword,2008_EML,16,16,0.24,24.24%
Unknown,2008_EML,25337,66,383.89,100.00%
Westernmost Longitude,2008_EML,56,56,0.85,84.85%
