Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,GCE_2014_EML,47.0,47.0,1.0,1.0
Resource Identifier,GCE_2014_EML,47.0,47.0,1.0,1.0
Resource Title,GCE_2014_EML,47.0,47.0,1.0,1.0
Author / Originator,GCE_2014_EML,94.0,47.0,2.0,1.0
Metadata Contact,GCE_2014_EML,47.0,47.0,1.0,1.0
Contributor Name,GCE_2014_EML,128.0,47.0,2.72,1.0
Publisher,GCE_2014_EML,47.0,47.0,1.0,1.0
Publication Date,GCE_2014_EML,47.0,47.0,1.0,1.0
Resource Contact,GCE_2014_EML,47.0,47.0,1.0,1.0
Abstract,GCE_2014_EML,47.0,47.0,1.0,1.0
Keyword,GCE_2014_EML,1476.0,47.0,31.4,1.0
Resource Distribution,GCE_2014_EML,47.0,47.0,1.0,1.0
Spatial Extent,GCE_2014_EML,41.0,41.0,0.87,0.8723404255319149
Taxonomic Extent,GCE_2014_EML,30.0,30.0,0.64,0.6382978723404256
Temporal Extent,GCE_2014_EML,47.0,47.0,1.0,1.0
Maintenance,GCE_2014_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,GCE_2014_EML,47.0,47.0,1.0,1.0
Process Step,GCE_2014_EML,47.0,47.0,1.0,1.0
Project Description,GCE_2014_EML,47.0,47.0,1.0,1.0
Entity Type Definition,GCE_2014_EML,50.0,40.0,1.06,0.851063829787234
Attribute Definition,GCE_2014_EML,903.0,40.0,19.21,0.851063829787234
Resource Access Constraints,GCE_2014_EML,47.0,47.0,1.0,1.0
Resource Format,GCE_2014_EML,50.0,40.0,1.06,0.851063829787234
Attribute List,GCE_2014_EML,50.0,40.0,1.06,0.851063829787234
Attribute Constraints,GCE_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,GCE_2014_EML,50.0,40.0,1.06,0.851063829787234
