Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,7,7,1.00,100.00%
Abstract,2017_EML,7,7,1.00,100.00%
Attribute Definition,2017_EML,85,7,12.14,100.00%
Attribute List,2017_EML,6,6,0.86,85.71%
Author,2017_EML,7,7,1.00,100.00%
Author / Originator,2017_EML,7,7,1.00,100.00%
Bounding Box,2017_EML,7,7,1.00,100.00%
Distribution Format,2017_EML,7,7,1.00,100.00%
Easternmost Longitude,2017_EML,7,7,1.00,100.00%
End Time,2017_EML,7,7,1.00,100.00%
Entity Type Definition,2017_EML,7,7,1.00,100.00%
Entity and Attribute Information,2017_EML,7,7,1.00,100.00%
Keyword,2017_EML,54,5,7.71,71.43%
Keyword Type,2017_EML,7,6,1.00,85.71%
Metadata Access Constraints,2017_EML,7,7,1.00,100.00%
Metadata Contact,2017_EML,7,7,1.00,100.00%
Metadata Use Constraints,2017_EML,7,7,1.00,100.00%
Northernmost Latitude,2017_EML,7,7,1.00,100.00%
Organization Name,2017_EML,14,7,2.00,100.00%
Process Step,2017_EML,7,7,1.00,100.00%
Publication Date,2017_EML,7,7,1.00,100.00%
Resource Access Constraints,2017_EML,7,7,1.00,100.00%
Resource Contact,2017_EML,7,7,1.00,100.00%
Resource Creation/Revision Date,2017_EML,7,7,1.00,100.00%
Resource Format,2017_EML,7,7,1.00,100.00%
Resource Identifier,2017_EML,7,7,1.00,100.00%
Resource Identifier Type,2017_EML,6,6,0.86,85.71%
Resource Lineage,2017_EML,7,7,1.00,100.00%
Resource Long Name,2017_EML,7,7,1.00,100.00%
Resource Status,2017_EML,6,6,0.86,85.71%
Resource Title,2017_EML,7,7,1.00,100.00%
Resource Use Constraints,2017_EML,7,7,1.00,100.00%
Rights,2017_EML,7,7,1.00,100.00%
Security Constraints,2017_EML,7,7,1.00,100.00%
Southernmost Latitude,2017_EML,7,7,1.00,100.00%
Spatial Extent,2017_EML,6,6,0.86,85.71%
Start Time,2017_EML,7,7,1.00,100.00%
Temporal Extent,2017_EML,7,7,1.00,100.00%
Unknown,2017_EML,921,7,131.57,100.00%
Westernmost Longitude,2017_EML,7,7,1.00,100.00%
