Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Resource Identifier,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Resource Title,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Author / Originator,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Metadata Contact,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Contributor Name,CDR_2015_EML,0.0,0.0,0.0,0.0
Publisher,CDR_2015_EML,0.0,0.0,0.0,0.0
Publication Date,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Resource Contact,CDR_2015_EML,2184.0,1092.0,2.0,1.0
Abstract,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Keyword,CDR_2015_EML,18872.0,1035.0,17.28,0.9478021978021978
Resource Distribution,CDR_2015_EML,0.0,0.0,0.0,0.0
Spatial Extent,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Taxonomic Extent,CDR_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Maintenance,CDR_2015_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Process Step,CDR_2015_EML,1002.0,1002.0,0.92,0.9175824175824177
Project Description,CDR_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Attribute Definition,CDR_2015_EML,12824.0,1092.0,11.74,1.0
Resource Access Constraints,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Resource Format,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Attribute List,CDR_2015_EML,1092.0,1092.0,1.0,1.0
Attribute Constraints,CDR_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CDR_2015_EML,0.0,0.0,0.0,0.0
