Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,70,70,1.00,100.00%
Abstract,2011_EML,70,70,1.00,100.00%
Attribute Definition,2011_EML,1012,70,14.46,100.00%
Attribute List,2011_EML,70,70,1.00,100.00%
Author,2011_EML,70,70,1.00,100.00%
Author / Originator,2011_EML,70,70,1.00,100.00%
Bounding Box,2011_EML,70,70,1.00,100.00%
Distribution Format,2011_EML,70,70,1.00,100.00%
Easternmost Longitude,2011_EML,70,70,1.00,100.00%
End Time,2011_EML,70,70,1.00,100.00%
Keyword,2011_EML,3835,57,54.79,81.43%
Keyword Type,2011_EML,77,57,1.10,81.43%
Metadata Access Constraints,2011_EML,70,70,1.00,100.00%
Metadata Contact,2011_EML,70,70,1.00,100.00%
Metadata Use Constraints,2011_EML,70,70,1.00,100.00%
Northernmost Latitude,2011_EML,70,70,1.00,100.00%
Organization Name,2011_EML,140,70,2.00,100.00%
Process Step,2011_EML,15,15,0.21,21.43%
Publication Date,2011_EML,70,70,1.00,100.00%
Resource Access Constraints,2011_EML,70,70,1.00,100.00%
Resource Contact,2011_EML,70,70,1.00,100.00%
Resource Creation/Revision Date,2011_EML,70,70,1.00,100.00%
Resource Format,2011_EML,70,70,1.00,100.00%
Resource Identifier,2011_EML,70,70,1.00,100.00%
Resource Identifier Type,2011_EML,70,70,1.00,100.00%
Resource Lineage,2011_EML,15,15,0.21,21.43%
Resource Long Name,2011_EML,70,70,1.00,100.00%
Resource Status,2011_EML,70,70,1.00,100.00%
Resource Title,2011_EML,70,70,1.00,100.00%
Security Constraints,2011_EML,70,70,1.00,100.00%
Southernmost Latitude,2011_EML,70,70,1.00,100.00%
Spatial Extent,2011_EML,70,70,1.00,100.00%
Start Time,2011_EML,70,70,1.00,100.00%
Temporal Extent,2011_EML,70,70,1.00,100.00%
Unknown,2011_EML,9221,70,131.73,100.00%
Westernmost Longitude,2011_EML,70,70,1.00,100.00%
