Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CDR_2012_EML,326.0,326.0,1.0,1.0
Resource Identifier,CDR_2012_EML,326.0,326.0,1.0,1.0
Resource Title,CDR_2012_EML,326.0,326.0,1.0,1.0
Author / Originator,CDR_2012_EML,326.0,326.0,1.0,1.0
Metadata Contact,CDR_2012_EML,326.0,326.0,1.0,1.0
Contributor Name,CDR_2012_EML,0.0,0.0,0.0,0.0
Publisher,CDR_2012_EML,0.0,0.0,0.0,0.0
Publication Date,CDR_2012_EML,326.0,326.0,1.0,1.0
Resource Contact,CDR_2012_EML,326.0,326.0,1.0,1.0
Abstract,CDR_2012_EML,326.0,326.0,1.0,1.0
Keyword,CDR_2012_EML,7721.0,321.0,23.68,0.9846625766871164
Resource Distribution,CDR_2012_EML,0.0,0.0,0.0,0.0
Spatial Extent,CDR_2012_EML,326.0,326.0,1.0,1.0
Taxonomic Extent,CDR_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,CDR_2012_EML,326.0,326.0,1.0,1.0
Maintenance,CDR_2012_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CDR_2012_EML,0.0,0.0,0.0,0.0
Process Step,CDR_2012_EML,91.0,91.0,0.28,0.2791411042944785
Project Description,CDR_2012_EML,0.0,0.0,0.0,0.0
Entity Type Definition,CDR_2012_EML,0.0,0.0,0.0,0.0
Attribute Definition,CDR_2012_EML,3676.0,326.0,11.28,1.0
Resource Access Constraints,CDR_2012_EML,326.0,326.0,1.0,1.0
Resource Format,CDR_2012_EML,326.0,326.0,1.0,1.0
Attribute List,CDR_2012_EML,326.0,326.0,1.0,1.0
Attribute Constraints,CDR_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CDR_2012_EML,0.0,0.0,0.0,0.0
