Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SEV_2014_EML,3.0,3.0,1.0,1.0
Resource Identifier,SEV_2014_EML,3.0,3.0,1.0,1.0
Resource Title,SEV_2014_EML,3.0,3.0,1.0,1.0
Author / Originator,SEV_2014_EML,4.0,3.0,1.33,1.0
Metadata Contact,SEV_2014_EML,0.0,0.0,0.0,0.0
Contributor Name,SEV_2014_EML,5.0,3.0,1.67,1.0
Publisher,SEV_2014_EML,0.0,0.0,0.0,0.0
Publication Date,SEV_2014_EML,1.0,1.0,0.33,0.3333333333333333
Resource Contact,SEV_2014_EML,3.0,3.0,1.0,1.0
Abstract,SEV_2014_EML,3.0,3.0,1.0,1.0
Keyword,SEV_2014_EML,47.0,3.0,15.67,1.0
Resource Distribution,SEV_2014_EML,3.0,3.0,1.0,1.0
Spatial Extent,SEV_2014_EML,18.0,2.0,6.0,0.6666666666666666
Taxonomic Extent,SEV_2014_EML,0.0,0.0,0.0,0.0
Temporal Extent,SEV_2014_EML,3.0,3.0,1.0,1.0
Maintenance,SEV_2014_EML,2.0,2.0,0.67,0.6666666666666666
Resource Use Constraints,SEV_2014_EML,3.0,3.0,1.0,1.0
Process Step,SEV_2014_EML,3.0,3.0,1.0,1.0
Project Description,SEV_2014_EML,0.0,0.0,0.0,0.0
Entity Type Definition,SEV_2014_EML,3.0,3.0,1.0,1.0
Attribute Definition,SEV_2014_EML,63.0,3.0,21.0,1.0
Resource Access Constraints,SEV_2014_EML,3.0,3.0,1.0,1.0
Resource Format,SEV_2014_EML,3.0,3.0,1.0,1.0
Attribute List,SEV_2014_EML,3.0,3.0,1.0,1.0
Attribute Constraints,SEV_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SEV_2014_EML,0.0,0.0,0.0,0.0
