Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Process Step,Project Description,Project Name,Publication Date,Publisher,Purpose,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2015,164.184119.xml,1.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,136.0,1.0,1.0,1.0,1.0
2015,165.121133.xml,1.0,10.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,1.0,1.0,1.0,1.0
2015,166.122108.xml,1.0,10.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,1.0,1.0,1.0,1.0
2015,168.192537.xml,1.0,9.0,1.0,1.0,1.0,1.0,9.0,4.0,2.0,1.0,9.0,1.0,1.0,1.0,0.0,35.0,2.0,1.0,1.0,0.0,1.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,171.0,2.0,2.0,1.0,9.0
2015,169.1.xml,1.0,30.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,26.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,195.0,2.0,2.0,1.0,2.0
2015,17.120278.xml,1.0,7.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,19.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,94.0,3.0,3.0,1.0,3.0
2015,170.1.xml,1.0,20.0,1.0,5.0,5.0,3.0,1.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,16.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,219.0,1.0,1.0,1.0,1.0
2015,171.1.xml,1.0,13.0,1.0,5.0,5.0,3.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,179.0,1.0,1.0,1.0,1.0
2015,172.203267.xml,1.0,12.0,1.0,5.0,5.0,3.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,204.0,1.0,1.0,1.0,1.0
2015,173.87391.xml,1.0,7.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,112.0,0.0,0.0,0.0,0.0
2015,175.143442.xml,1.0,7.0,1.0,2.0,2.0,2.0,4.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,120.0,3.0,3.0,1.0,3.0
2015,175.180944.xml,1.0,7.0,1.0,2.0,2.0,2.0,5.0,6.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,126.0,3.0,3.0,1.0,4.0
2015,175.234831.xml,1.0,7.0,1.0,2.0,2.0,2.0,5.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,119.0,3.0,3.0,1.0,4.0
2015,176.178572.xml,1.0,13.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,39.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,170.0,1.0,1.0,1.0,2.0
2015,176.196271.xml,1.0,13.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,39.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,152.0,1.0,1.0,1.0,2.0
2015,176.233060.xml,1.0,13.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,39.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,151.0,1.0,1.0,1.0,2.0
2015,176.233653.xml,1.0,13.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,39.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,151.0,1.0,1.0,1.0,2.0
2015,176.234290.xml,1.0,13.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,39.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,151.0,1.0,1.0,1.0,2.0
2015,177.102923.xml,1.0,9.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0
2015,178.133945.xml,1.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,2.0
2015,180.374112.xml,1.0,27.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,152.0,0.0,0.0,0.0,0.0
2015,181.143161.xml,1.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.0,0.0,0.0,0.0,1.0
2015,182.223026.xml,1.0,13.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,25.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,131.0,2.0,2.0,1.0,4.0
2015,182.244045.xml,1.0,13.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,25.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,128.0,2.0,2.0,1.0,4.0
2015,182.244943.xml,1.0,13.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,25.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,128.0,2.0,2.0,1.0,4.0
2015,183.136316.xml,1.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0,0.0,0.0,0.0,1.0
2015,184.85872.xml,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,2.0
2015,185.205949.xml,1.0,11.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,31.0,2.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,127.0,2.0,2.0,1.0,6.0
2015,185.226083.xml,1.0,11.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,31.0,2.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,122.0,2.0,2.0,1.0,6.0
2015,185.226967.xml,1.0,11.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,31.0,2.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,122.0,2.0,2.0,1.0,6.0
2015,186.168652.xml,1.0,12.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,32.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,142.0,1.0,1.0,1.0,2.0
2015,186.207328.xml,1.0,12.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,32.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,116.0,1.0,1.0,1.0,2.0
2015,186.208214.xml,1.0,12.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,32.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,116.0,1.0,1.0,1.0,2.0
2015,186.208428.xml,1.0,12.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,32.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,116.0,1.0,1.0,1.0,2.0
2015,187.167478.xml,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,27.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,1.0,1.0,1.0,1.0
2015,188.1.xml,1.0,14.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,33.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,151.0,1.0,1.0,1.0,2.0
2015,188.242479.xml,1.0,14.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,33.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,148.0,1.0,1.0,1.0,2.0
2015,188.243666.xml,1.0,14.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,33.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,148.0,1.0,1.0,1.0,2.0
2015,189.175553.xml,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,0.0,0.0,0.0,1.0
2015,190.170530.xml,1.0,9.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,111.0,0.0,0.0,0.0,0.0
2015,191.121599.xml,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,0.0,0.0,0.0,1.0
2015,191.149160.xml,1.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,0.0,0.0,0.0,1.0
2015,192.243559.xml,1.0,9.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,23.0,2.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,125.0,5.0,5.0,1.0,5.0
2015,193.177200.xml,1.0,17.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,152.0,0.0,0.0,0.0,0.0
2015,193.178639.xml,1.0,17.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,148.0,0.0,0.0,0.0,0.0
2015,194.186713.xml,1.0,18.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,0.0
2015,194.188141.xml,1.0,18.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,165.0,0.0,0.0,0.0,0.0
2015,195.87428.xml,1.0,7.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,108.0,0.0,0.0,0.0,0.0
2015,196.89276.xml,1.0,7.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
2015,197.122487.xml,1.0,10.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0
2015,198.123629.xml,1.0,10.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,127.0,0.0,0.0,0.0,0.0
2015,199.76301.xml,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0
2015,2.329001.xml,1.0,18.0,1.0,2.0,2.0,2.0,18.0,5.0,3.0,1.0,16.0,1.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0,17.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,18.0,1.0,1.0,1.0,182.0,15.0,15.0,1.0,16.0
2015,200.174694.xml,1.0,10.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,18.0,2.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,129.0,6.0,6.0,1.0,6.0
2015,201.232463.xml,1.0,15.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,165.0,2.0,2.0,1.0,3.0
