Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SEV_2012_EML,101.0,101.0,1.0,1.0
Resource Identifier,SEV_2012_EML,101.0,101.0,1.0,1.0
Resource Title,SEV_2012_EML,101.0,101.0,1.0,1.0
Author / Originator,SEV_2012_EML,180.0,101.0,1.78,1.0
Metadata Contact,SEV_2012_EML,61.0,61.0,0.6,0.6039603960396039
Contributor Name,SEV_2012_EML,215.0,80.0,2.13,0.7920792079207921
Publisher,SEV_2012_EML,33.0,33.0,0.33,0.32673267326732675
Publication Date,SEV_2012_EML,28.0,28.0,0.28,0.27722772277227725
Resource Contact,SEV_2012_EML,138.0,101.0,1.37,1.0
Abstract,SEV_2012_EML,101.0,101.0,1.0,1.0
Keyword,SEV_2012_EML,2065.0,101.0,20.45,1.0
Resource Distribution,SEV_2012_EML,80.0,80.0,0.79,0.7920792079207921
Spatial Extent,SEV_2012_EML,142.0,84.0,1.41,0.8316831683168316
Taxonomic Extent,SEV_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,SEV_2012_EML,105.0,101.0,1.04,1.0
Maintenance,SEV_2012_EML,7.0,7.0,0.07,0.06930693069306931
Resource Use Constraints,SEV_2012_EML,101.0,101.0,1.0,1.0
Process Step,SEV_2012_EML,100.0,100.0,0.99,0.99009900990099
Project Description,SEV_2012_EML,0.0,0.0,0.0,0.0
Entity Type Definition,SEV_2012_EML,29.0,29.0,0.29,0.2871287128712871
Attribute Definition,SEV_2012_EML,733.0,47.0,7.26,0.4653465346534654
Resource Access Constraints,SEV_2012_EML,101.0,101.0,1.0,1.0
Resource Format,SEV_2012_EML,57.0,47.0,0.56,0.4653465346534654
Attribute List,SEV_2012_EML,57.0,47.0,0.56,0.4653465346534654
Attribute Constraints,SEV_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SEV_2012_EML,15.0,15.0,0.15,0.1485148514851485
