XPath,SEV_2005_EML,SEV_2006_EML,SEV_2007_EML,SEV_2008_EML,SEV_2009_EML,SEV_2011_EML,SEV_2012_EML,SEV_2013_EML,SEV_2014_EML,SEV_2015_EML,SEV_2016_EML
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.2608695652173913,0.2258064516129032,0.3023255813953488,0.14814814814814814,0.0,0.30997304582210244,0.049504950495049514,0.16666666666666666,0.6666666666666666,0.1708185053380783,0.2243589743589744
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.43478260869565216,0.2258064516129032,0.6976744186046512,0.2962962962962963,0.75,0.6334231805929921,0.33663366336633666,0.5,0.6666666666666666,0.604982206405694,0.6730769230769231
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.2608695652173913,0.2258064516129032,0.3023255813953488,0.14814814814814814,0.0,0.30997304582210244,0.049504950495049514,0.16666666666666666,0.6666666666666666,0.17793594306049826,0.2307692307692308
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.43478260869565216,0.2258064516129032,0.627906976744186,0.2962962962962963,0.625,0.5283018867924528,0.27722772277227725,0.3888888888888889,0.6666666666666666,0.4768683274021353,0.5961538461538461
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.2608695652173913,0.2258064516129032,0.3023255813953488,0.14814814814814814,0.0,0.30997304582210244,0.049504950495049514,0.16666666666666666,0.6666666666666666,0.1708185053380783,0.2243589743589744
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.43478260869565216,0.2258064516129032,0.627906976744186,0.2962962962962963,0.625,0.5283018867924528,0.27722772277227725,0.3888888888888889,0.6666666666666666,0.4768683274021353,0.5961538461538461
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.3043478260869565,0.2258064516129032,0.20930232558139536,0.14814814814814814,0.0,0.3207547169811321,0.06930693069306931,0.2777777777777778,0.6666666666666666,0.18861209964412806,0.26282051282051283
/eml:eml/additionalMetadata/unitList/unit/@id,0.014492753623188406,0.03225806451612903,0.06976744186046513,0.07407407407407407,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.13043478260869565,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.13043478260869565,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010676156583629894,0.01282051282051282
/eml:eml/dataset/abstract/para/literalLayout,0.028985507246376805,0.03225806451612903,0.06976744186046513,0.1111111111111111,0.25,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.8260869565217391,0.7741935483870968,0.8372093023255814,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,0.9857651245551602,0.00641025641025641
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692307692308
/eml:eml/dataset/access/@authSystem,0.11594202898550725,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.11594202898550725,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.11594202898550725,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.11594202898550725,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.11594202898550725,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para,0.05797101449275361,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.7681159420289855,0.7741935483870968,0.7441860465116279,0.8888888888888888,0.625,0.8679245283018868,0.5346534653465347,0.6666666666666666,0.6666666666666666,0.8113879003558719,0.7692307692307693
/eml:eml/dataset/additionalInfo/section/para,0.028985507246376805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/literalLayout,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.03225806451612903,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@id,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@scope,0.043478260869565216,0.03225806451612903,0.02325581395348837,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.0,0.03225806451612903,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.4782608695652174,0.8064516129032258,0.4883720930232558,0.8148148148148148,0.625,0.47708894878706204,0.21782178217821785,0.5555555555555556,0.6666666666666666,0.6298932384341637,0.5576923076923077
/eml:eml/dataset/associatedParty/address/city,0.5362318840579711,0.8064516129032258,0.4883720930232558,0.8148148148148148,0.625,0.5013477088948787,0.2277227722772277,0.5555555555555556,0.6666666666666666,0.6512455516014235,0.5833333333333334
/eml:eml/dataset/associatedParty/address/country,0.2753623188405797,0.3225806451612903,0.13953488372093026,0.4444444444444444,0.25,0.31266846361185985,0.06930693069306931,0.0,0.0,0.4092526690391459,0.6794871794871795
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.5652173913043478,0.8064516129032258,0.5813953488372093,0.7777777777777778,0.875,0.601078167115903,0.38613861386138615,0.5555555555555556,0.6666666666666666,0.6868327402135231,0.5833333333333334
/eml:eml/dataset/associatedParty/address/postalCode,0.5652173913043478,0.8064516129032258,0.5813953488372093,0.8148148148148148,0.75,0.601078167115903,0.38613861386138615,0.5555555555555556,0.6666666666666666,0.6868327402135231,0.5833333333333334
/eml:eml/dataset/associatedParty/electronicMailAddress,0.6956521739130435,0.8064516129032258,0.6511627906976745,0.7777777777777778,0.875,0.6711590296495957,0.7920792079207921,0.9444444444444444,1.0,0.7900355871886121,0.6538461538461539
/eml:eml/dataset/associatedParty/individualName/givenName,0.7391304347826086,0.8064516129032258,0.9069767441860463,1.0,0.875,0.6738544474393531,0.7920792079207921,0.9444444444444444,1.0,0.8078291814946619,0.6858974358974359
/eml:eml/dataset/associatedParty/individualName/surName,0.7391304347826086,0.8064516129032258,0.9069767441860463,1.0,0.875,0.6738544474393531,0.7920792079207921,0.9444444444444444,1.0,0.8078291814946619,0.6858974358974359
/eml:eml/dataset/associatedParty/organizationName,0.42028985507246375,0.6451612903225806,0.5348837209302325,0.5555555555555556,0.5,0.4716981132075472,0.5643564356435643,0.9444444444444444,1.0,0.8078291814946619,0.28205128205128205
/eml:eml/dataset/associatedParty/phone,0.3478260869565217,0.41935483870967744,0.3023255813953488,0.7407407407407407,0.75,0.38544474393531003,0.099009900990099,0.3333333333333333,0.3333333333333333,0.5160142348754448,0.41025641025641024
/eml:eml/dataset/associatedParty/phone/@phonetype,0.3478260869565217,0.41935483870967744,0.3023255813953488,0.7407407407407407,0.75,0.38544474393531003,0.099009900990099,0.3333333333333333,0.3333333333333333,0.5160142348754448,0.41025641025641024
/eml:eml/dataset/associatedParty/role,0.7391304347826086,0.8064516129032258,0.9069767441860463,1.0,0.875,0.6738544474393531,0.7920792079207921,0.9444444444444444,1.0,0.8078291814946619,0.6858974358974359
/eml:eml/dataset/associatedParty/userId,0.43478260869565216,0.7741935483870968,0.5813953488372093,0.5925925925925926,0.875,0.5849056603773585,0.4257425742574257,0.5555555555555556,0.6666666666666666,0.5088967971530249,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.43478260869565216,0.7741935483870968,0.5813953488372093,0.5925925925925926,0.875,0.5849056603773585,0.4257425742574257,0.5555555555555556,0.6666666666666666,0.5088967971530249,0.0
/eml:eml/dataset/contact/@id,0.13043478260869565,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@scope,0.13043478260869565,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.13043478260869565,0.1935483870967742,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.3188405797101449,0.1935483870967742,0.2558139534883721,0.1851851851851852,0.375,0.0673854447439353,0.32673267326732675,0.2222222222222222,0.0,0.9039145907473308,1.0
/eml:eml/dataset/contact/address/city,1.0,0.967741935483871,1.0,1.0,1.0,0.9029649595687332,0.4257425742574257,0.9444444444444444,1.0,0.98932384341637,1.0
/eml:eml/dataset/contact/address/country,0.2608695652173913,0.1935483870967742,0.13953488372093026,0.1851851851851852,0.125,0.03234501347708895,0.19801980198019806,0.0,0.0,0.9039145907473308,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,0.967741935483871,1.0,1.0,1.0,0.9029649595687332,0.4950495049504951,0.9444444444444444,1.0,0.98932384341637,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,0.967741935483871,1.0,1.0,1.0,0.9029649595687332,0.4950495049504951,0.9444444444444444,1.0,0.98932384341637,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,0.9946091644204852,0.9306930693069309,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,0.8985507246376812,0.7741935483870968,0.8837209302325582,0.8888888888888888,0.875,1.0,0.9306930693069309,1.0,1.0,0.98932384341637,0.9871794871794872
/eml:eml/dataset/contact/individualName/salutation,0.028985507246376805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.8985507246376812,0.7741935483870968,0.8837209302325582,0.8888888888888888,0.875,1.0,0.9306930693069309,1.0,1.0,0.98932384341637,0.9871794871794872
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9039145907473308,1.0
/eml:eml/dataset/contact/organizationName,0.5652173913043478,0.6451612903225806,0.5348837209302325,0.5555555555555556,0.5,0.6846361185983828,0.7227722772277227,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,0.7826086956521741,0.8064516129032258,0.8604651162790697,0.925925925925926,0.75,0.8598382749326146,0.099009900990099,0.7222222222222222,1.0,0.98932384341637,1.0
/eml:eml/dataset/contact/phone/@phonetype,0.7826086956521741,0.8064516129032258,0.8604651162790697,0.925925925925926,0.75,0.8598382749326146,0.099009900990099,0.7222222222222222,1.0,0.98932384341637,1.0
/eml:eml/dataset/contact/positionName,0.13043478260869565,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.06930693069306931,0.0,0.0,1.0,1.0
/eml:eml/dataset/contact/userId,0.05797101449275361,0.0,0.11627906976744184,0.0,0.25,0.05121293800539083,0.297029702970297,0.2222222222222222,0.0,0.12455516014234876,0.0
/eml:eml/dataset/contact/userId/@directory,0.05797101449275361,0.0,0.11627906976744184,0.0,0.25,0.05121293800539083,0.297029702970297,0.2222222222222222,0.0,0.12455516014234876,0.0
/eml:eml/dataset/coverage/@scope,0.13043478260869565,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.13043478260869565,0.2258064516129032,0.09302325581395347,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.5652173913043478,0.8387096774193549,0.9767441860465116,0.8888888888888888,0.875,0.8517520215633423,0.8316831683168316,0.5,0.6666666666666666,0.7615658362989324,0.8974358974358975
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.5652173913043478,0.8387096774193549,0.9767441860465116,0.8888888888888888,0.875,0.8517520215633423,0.8316831683168316,0.5,0.6666666666666666,0.7615658362989324,0.8974358974358975
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.5652173913043478,0.8387096774193549,0.9767441860465116,0.8888888888888888,0.875,0.8517520215633423,0.8316831683168316,0.5,0.6666666666666666,0.7615658362989324,0.8974358974358975
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.7971014492753623,1.0,0.9767441860465116,0.925925925925926,1.0,0.8921832884097035,0.8316831683168316,0.5,0.6666666666666666,0.8291814946619217,0.9423076923076924
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.7971014492753623,1.0,0.9767441860465116,0.925925925925926,1.0,0.8921832884097035,0.8316831683168316,0.5,0.6666666666666666,0.8291814946619217,0.9423076923076924
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.7971014492753623,1.0,0.9767441860465116,0.925925925925926,1.0,0.8921832884097035,0.8316831683168316,0.5,0.6666666666666666,0.8291814946619217,0.9423076923076924
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.7971014492753623,1.0,0.9767441860465116,0.925925925925926,1.0,0.8921832884097035,0.8316831683168316,0.5,0.6666666666666666,0.8291814946619217,0.9423076923076924
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.7971014492753623,1.0,0.9534883720930232,0.925925925925926,1.0,0.8921832884097035,0.8316831683168316,0.5,0.6666666666666666,0.8291814946619217,0.9423076923076924
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.043478260869565216,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.043478260869565216,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.043478260869565216,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.11594202898550725,0.2258064516129032,0.09302325581395347,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.8260869565217391,1.0,0.9534883720930232,0.925925925925926,1.0,0.981132075471698,0.9009900990099008,0.5,1.0,0.9537366548042704,0.9807692307692308
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.8260869565217391,1.0,0.9534883720930232,0.925925925925926,1.0,0.981132075471698,0.9009900990099008,0.5,1.0,0.9537366548042704,0.9807692307692308
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.05797101449275361,0.0,0.02325581395348837,0.07407407407407407,0.0,0.018867924528301886,0.099009900990099,0.5,0.0,0.04270462633451957,0.019230769230769232
/eml:eml/dataset/creator/@id,0.13043478260869565,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,0.13043478260869565,0.2258064516129032,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.10144927536231883,0.2258064516129032,0.04651162790697674,0.07407407407407407,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.8115942028985508,0.7741935483870968,0.7209302325581395,0.8518518518518519,0.75,0.8814016172506739,0.5445544554455446,0.8333333333333334,1.0,0.8754448398576512,0.8717948717948718
/eml:eml/dataset/creator/address/city,0.8405797101449275,0.7741935483870968,0.7209302325581395,0.8518518518518519,0.75,0.8814016172506739,0.5445544554455446,0.8333333333333334,1.0,0.8790035587188612,0.8782051282051282
/eml:eml/dataset/creator/address/country,0.08695652173913042,0.25806451612903225,0.09302325581395347,0.07407407407407407,0.625,0.05121293800539083,0.049504950495049514,0.0,0.0,0.07473309608540925,0.9807692307692308
/eml:eml/dataset/creator/address/deliveryPoint,0.8405797101449275,0.7741935483870968,0.7209302325581395,0.8148148148148148,0.75,0.9164420485175202,0.7821782178217822,0.9444444444444444,1.0,0.9181494661921707,0.9102564102564102
/eml:eml/dataset/creator/address/postalCode,0.8405797101449275,0.7741935483870968,0.7209302325581395,0.8518518518518519,0.75,0.9164420485175202,0.7821782178217822,0.9444444444444444,1.0,0.9181494661921707,0.8653846153846154
/eml:eml/dataset/creator/electronicMailAddress,0.8695652173913043,1.0,0.9302325581395348,0.8148148148148148,0.75,0.9568733153638814,1.0,1.0,1.0,0.9537366548042704,0.9487179487179488
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/salutation,0.07246376811594203,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/onlineUrl,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,0.5507246376811594,0.6774193548387096,0.5581395348837209,0.5555555555555556,0.5,0.6846361185983828,0.7227722772277227,1.0,1.0,1.0,0.2756410256410257
/eml:eml/dataset/creator/phone,0.08695652173913042,0.03225806451612903,0.09302325581395347,0.07407407407407407,0.625,0.05390835579514825,0.0,0.3333333333333333,0.3333333333333333,0.099644128113879,0.10897435897435898
/eml:eml/dataset/creator/phone/@phonetype,0.08695652173913042,0.03225806451612903,0.09302325581395347,0.07407407407407407,0.625,0.05390835579514825,0.0,0.3333333333333333,0.3333333333333333,0.099644128113879,0.10897435897435898
/eml:eml/dataset/creator/positionName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007117437722419929,0.01282051282051282
/eml:eml/dataset/creator/userId,0.7101449275362319,0.3225806451612903,0.6744186046511628,0.7777777777777778,0.125,0.9056603773584906,0.8316831683168316,0.9444444444444444,1.0,0.8754448398576512,0.00641025641025641
/eml:eml/dataset/creator/userId/@directory,0.7101449275362319,0.3225806451612903,0.6744186046511628,0.7777777777777778,0.125,0.9056603773584906,0.8316831683168316,0.9444444444444444,1.0,0.8754448398576512,0.00641025641025641
/eml:eml/dataset/dataTable/@id,0.028985507246376805,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/@scope,0.043478260869565216,0.06451612903225806,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.028985507246376805,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.043478260869565216,0.06451612903225806,0.11627906976744184,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.7971014492753623,0.8387096774193549,1.0,1.0,0.875,0.9137466307277629,0.4653465346534654,0.5555555555555556,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.7826086956521741,0.7741935483870968,0.9302325581395348,0.8888888888888888,0.875,0.9137466307277629,0.4653465346534654,0.5555555555555556,1.0,0.98932384341637,0.9871794871794872
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.7971014492753623,0.8387096774193549,1.0,1.0,0.875,0.9137466307277629,0.4653465346534654,0.5555555555555556,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.6666666666666666,0.7741935483870968,0.8372093023255814,0.8888888888888888,0.5,0.8544474393530997,0.3960396039603961,0.4444444444444444,1.0,0.8790035587188612,0.8782051282051282
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.028985507246376805,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.043478260869565216,0.06451612903225806,0.06976744186046513,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.028985507246376805,0.03225806451612903,0.11627906976744184,0.07407407407407407,0.125,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.6521739130434783,0.8064516129032258,0.9302325581395348,0.8148148148148148,0.875,0.8733153638814016,0.3069306930693069,0.5555555555555556,1.0,0.8967971530249108,0.8717948717948718
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.6521739130434783,0.8064516129032258,0.9302325581395348,0.8148148148148148,0.875,0.8733153638814016,0.3069306930693069,0.5555555555555556,1.0,0.8967971530249108,0.8717948717948718
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.7391304347826086,0.8387096774193549,0.9302325581395348,0.925925925925926,0.75,0.628032345013477,0.4455445544554456,0.5555555555555556,0.3333333333333333,0.9039145907473308,0.9423076923076924
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010676156583629894,0.01282051282051282
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010676156583629894,0.01282051282051282
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.2753623188405797,0.0,0.3488372093023256,0.4444444444444444,0.625,0.5202156334231806,0.12871287128712872,0.16666666666666666,0.6666666666666666,0.3950177935943061,0.4743589743589744
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.2753623188405797,0.0,0.3488372093023256,0.4444444444444444,0.625,0.5202156334231806,0.12871287128712872,0.16666666666666666,0.6666666666666666,0.3950177935943061,0.4743589743589744
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.3478260869565217,0.0,0.3488372093023256,0.4444444444444444,0.625,0.5202156334231806,0.12871287128712872,0.16666666666666666,0.6666666666666666,0.3950177935943061,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.3478260869565217,0.0,0.3488372093023256,0.4444444444444444,0.625,0.5202156334231806,0.12871287128712872,0.16666666666666666,0.6666666666666666,0.3950177935943061,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.5362318840579711,0.6774193548387096,0.9534883720930232,0.5925925925925926,0.875,0.8274932614555256,0.405940594059406,0.5,0.6666666666666666,0.8505338078291815,0.8589743589743589
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.5217391304347826,0.4516129032258064,0.6976744186046512,0.5925925925925926,0.5,0.7196765498652291,0.2673267326732673,0.3888888888888889,0.6666666666666666,0.7259786476868327,0.6730769230769231
