XPath,SEV_2005_EML,SEV_2006_EML,SEV_2007_EML,SEV_2008_EML,SEV_2009_EML,SEV_2011_EML,SEV_2012_EML,SEV_2013_EML,SEV_2014_EML,SEV_2015_EML,SEV_2016_EML
/eml:eml/dataset/@scope,0.13,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/abstract/para/literalLayout,0.03,0.03,0.07,0.11,0.25,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.83,0.77,0.84,0.89,0.75,1.0,1.0,1.0,1.0,0.99,0.01
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
/eml:eml/dataset/access/@authSystem,0.12,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.12,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.12,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.14,0.26,0.23,0.22,0.25,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.14,0.26,0.23,0.22,0.25,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para,0.06,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.77,0.77,0.74,0.89,0.62,0.87,0.53,0.67,0.67,0.81,0.77
/eml:eml/dataset/additionalInfo/section/para,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/literalLayout,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.03,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@id,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@scope,0.2,0.1,0.02,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.0,0.03,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,1.04,1.74,0.77,1.15,1.12,0.92,0.44,0.78,0.67,1.17,1.36
/eml:eml/dataset/associatedParty/address/city,1.19,1.74,0.77,1.3,1.12,1.05,0.45,0.78,0.67,1.27,1.47
/eml:eml/dataset/associatedParty/address/country,0.43,0.58,0.3,0.63,0.75,0.63,0.09,0.0,0.0,0.72,2.37
/eml:eml/dataset/associatedParty/address/deliveryPoint,1.29,2.42,1.44,1.3,1.88,1.44,0.86,1.0,0.67,1.49,1.49
/eml:eml/dataset/associatedParty/address/postalCode,1.29,2.35,1.44,1.3,1.5,1.44,0.86,1.0,0.67,1.49,1.42
/eml:eml/dataset/associatedParty/electronicMailAddress,1.65,2.74,2.33,1.56,2.5,2.15,2.06,2.89,1.67,2.74,2.02
/eml:eml/dataset/associatedParty/individualName/givenName,1.96,2.77,2.95,3.96,2.5,2.37,2.13,2.89,1.67,3.0,2.42
/eml:eml/dataset/associatedParty/individualName/surName,1.96,2.77,2.95,3.93,2.5,2.37,2.13,2.89,1.67,3.0,2.42
/eml:eml/dataset/associatedParty/organizationName,1.06,2.35,1.67,2.04,1.75,1.62,1.7,2.89,1.67,3.0,0.42
/eml:eml/dataset/associatedParty/phone,0.77,0.9,1.0,1.78,1.0,0.84,0.11,0.5,0.67,0.9,0.73
/eml:eml/dataset/associatedParty/phone/@phonetype,0.77,0.9,1.0,1.78,1.0,0.84,0.11,0.5,0.67,0.9,0.73
/eml:eml/dataset/associatedParty/role,1.96,2.81,2.98,3.93,2.5,2.37,2.13,2.89,1.67,3.0,2.42
/eml:eml/dataset/associatedParty/userId,0.96,2.06,1.35,0.67,1.62,1.2,0.63,0.56,0.67,0.91,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.96,2.06,1.35,0.67,1.62,1.2,0.63,0.56,0.67,0.91,0.0
/eml:eml/dataset/contact/@id,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@scope,0.16,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.13,0.19,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.32,0.19,0.26,0.19,0.38,0.07,0.46,0.44,0.0,1.1,1.15
/eml:eml/dataset/contact/address/city,1.0,0.97,1.0,1.0,1.0,0.9,0.55,1.17,1.0,1.83,1.94
/eml:eml/dataset/contact/address/country,0.26,0.19,0.14,0.19,0.12,0.03,0.2,0.0,0.0,0.94,2.05
/eml:eml/dataset/contact/address/deliveryPoint,1.13,1.19,1.23,1.22,1.25,0.9,0.62,1.17,1.0,2.74,2.94
/eml:eml/dataset/contact/address/postalCode,1.0,0.97,1.0,1.0,1.0,0.9,0.62,1.17,1.0,1.84,1.93
/eml:eml/dataset/contact/electronicMailAddress,1.03,1.0,1.0,1.0,1.0,1.0,1.3,1.22,1.0,1.97,2.06
/eml:eml/dataset/contact/individualName/givenName,0.9,0.77,0.88,0.89,0.88,1.01,1.3,1.22,1.0,1.07,1.06
/eml:eml/dataset/contact/individualName/salutation,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.9,0.77,0.88,0.89,0.88,1.01,1.3,1.22,1.0,1.07,1.06
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0
/eml:eml/dataset/contact/organizationName,0.57,0.65,0.53,0.56,0.5,0.69,1.04,1.22,1.0,2.09,1.18
/eml:eml/dataset/contact/phone,1.57,1.58,1.6,1.74,1.38,1.72,0.2,1.44,2.0,3.33,3.63
/eml:eml/dataset/contact/phone/@phonetype,1.57,1.58,1.6,1.74,1.38,1.72,0.2,1.44,2.0,3.33,3.63
/eml:eml/dataset/contact/positionName,0.13,0.23,0.12,0.11,0.12,0.0,0.07,0.0,0.0,1.01,1.01
/eml:eml/dataset/contact/userId,0.06,0.0,0.12,0.0,0.25,0.05,0.3,0.22,0.0,0.12,0.0
/eml:eml/dataset/contact/userId/@directory,0.06,0.0,0.12,0.0,0.25,0.05,0.3,0.22,0.0,0.12,0.0
/eml:eml/dataset/coverage/@scope,0.13,0.23,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.38,0.23,0.09,0.19,0.75,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,2.96,4.81,4.0,2.7,1.88,3.34,1.34,0.61,6.0,1.87,2.6
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,2.96,4.81,4.0,2.7,1.88,3.34,1.34,0.61,6.0,1.87,2.6
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,2.96,4.81,4.0,2.7,1.88,3.34,1.34,0.61,6.0,1.87,2.6
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,3.49,4.97,4.37,2.81,5.62,3.58,1.41,0.61,6.0,2.24,2.89
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,3.49,4.97,4.37,2.81,5.62,3.58,1.41,0.61,6.0,2.24,2.89
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,3.49,4.97,4.37,2.81,5.62,3.58,1.41,0.61,6.0,2.24,2.89
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,3.49,4.97,4.37,2.81,5.62,3.58,1.41,0.61,6.0,2.24,2.89
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,3.74,4.97,4.35,2.81,5.62,3.58,1.41,0.61,6.0,2.24,2.89
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.16,0.23,0.09,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.87,1.0,0.95,1.81,1.0,1.17,0.9,0.5,1.0,1.05,0.98
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.87,1.0,0.95,1.81,1.0,1.17,0.9,0.5,1.0,1.05,0.98
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.06,0.0,0.02,0.07,0.0,0.02,0.14,0.5,0.0,0.04,0.02
/eml:eml/dataset/creator/@id,0.14,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,0.14,0.23,0.14,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.12,0.23,0.05,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.12,0.77,0.88,1.0,0.75,1.04,0.67,1.06,1.0,1.13,1.16
/eml:eml/dataset/creator/address/city,1.14,0.77,0.88,1.0,0.75,1.05,0.67,1.06,1.0,1.14,1.17
/eml:eml/dataset/creator/address/country,0.09,0.26,0.09,0.07,0.62,0.09,0.05,0.0,0.0,0.11,1.58
/eml:eml/dataset/creator/address/deliveryPoint,1.32,1.03,0.98,1.04,1.0,1.13,0.93,1.22,1.0,1.21,1.23
/eml:eml/dataset/creator/address/postalCode,1.2,0.77,0.88,1.0,0.75,1.13,0.8,1.0,1.0,1.16,1.13
/eml:eml/dataset/creator/electronicMailAddress,1.32,1.0,1.09,0.96,0.75,1.27,1.78,1.61,1.33,1.43,1.51
/eml:eml/dataset/creator/individualName/givenName,1.45,1.03,1.3,1.33,1.0,1.38,1.78,1.61,1.33,1.55,1.65
/eml:eml/dataset/creator/individualName/salutation,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,1.45,1.0,1.26,1.26,1.0,1.38,1.78,1.61,1.33,1.55,1.65
/eml:eml/dataset/creator/onlineUrl,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,0.81,0.68,0.7,0.74,0.5,0.92,1.32,1.61,1.33,1.55,0.47
/eml:eml/dataset/creator/phone,0.16,0.06,0.19,0.11,1.25,0.16,0.0,0.33,0.33,0.2,0.31
/eml:eml/dataset/creator/phone/@phonetype,0.16,0.06,0.19,0.11,1.25,0.16,0.0,0.33,0.33,0.2,0.31
/eml:eml/dataset/creator/positionName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/creator/userId,1.01,0.32,0.79,0.93,0.12,1.08,0.85,1.0,1.0,1.06,0.01
/eml:eml/dataset/creator/userId/@directory,1.01,0.32,0.79,0.93,0.12,1.08,0.85,1.0,1.0,1.06,0.01
/eml:eml/dataset/dataTable/@id,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/@scope,0.07,0.06,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.43,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.8,0.68,1.7,1.37,0.75,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,10.54,9.77,13.88,11.04,9.5,13.92,7.26,7.11,21.0,14.05,15.16
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,9.86,9.06,12.4,9.67,9.5,13.92,7.19,7.11,21.0,13.52,14.28
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,10.54,9.77,13.88,11.04,9.5,13.92,7.26,7.11,21.0,14.05,15.16
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.88,0.94,1.26,1.11,0.88,1.39,0.68,0.72,2.0,1.45,1.37
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.07,0.1,0.12,0.19,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.14,0.06,0.35,0.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,7.97,25.19,8.93,8.56,12.5,9.54,4.29,3.67,12.67,10.54,10.99
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,7.97,25.19,8.93,8.48,12.5,9.54,4.29,3.67,12.67,10.54,10.99
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,3.1,3.35,4.4,2.96,0.88,2.63,4.11,4.06,2.0,5.1,5.04
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.51
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.51
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.94,0.0,1.05,1.04,0.62,4.3,0.16,0.33,10.0,1.2,2.28
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.94,0.0,1.05,1.04,0.62,4.3,0.16,0.33,10.0,1.2,2.28
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,2.03,0.0,1.05,1.04,0.62,4.3,0.16,0.33,10.0,1.23,2.51
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,2.03,0.0,1.05,1.04,0.62,4.3,0.16,0.33,10.0,1.23,2.51
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,4.13,2.35,5.21,3.7,4.62,7.79,1.07,1.11,15.33,4.19,5.24
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,3.81,0.77,1.95,2.63,4.25,7.12,0.64,0.78,15.33,3.35,4.1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.84,1.87,3.0,2.44,2.62,4.4,0.61,0.72,8.0,2.45,2.97
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,1.29,0.48,2.21,1.26,2.0,3.38,0.46,0.39,7.33,1.73,2.26
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,0.32,0.45,1.07,1.48,0.12,0.0,0.0,0.0,0.0,0.27,4.52
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,0.32,0.45,1.12,1.48,0.0,0.0,0.0,0.0,0.0,0.27,4.52
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,6.13,7.39,9.65,7.63,4.38,6.13,6.19,6.0,5.67,10.13,10.36
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,0.36,0.29,1.65,1.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/@scope,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/@scope,0.0,0.0,0.09,0.19,0.75,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.09,0.07,0.0,0.01,0.01,0.11,0.0,0.09,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.09,0.07,0.0,0.01,0.01,0.11,0.0,0.09,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.09,0.07,0.0,0.01,0.01,0.11,0.0,0.09,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,0.09,0.19,0.75,0.01,0.01,0.11,0.0,0.1,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,0.09,0.19,0.75,0.01,0.01,0.11,0.0,0.1,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,0.09,0.19,0.75,0.01,0.01,0.11,0.0,0.1,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,0.09,0.19,0.75,0.01,0.01,0.11,0.0,0.1,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,0.0,0.0,0.07,0.19,0.75,0.01,0.01,0.11,0.0,0.1,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/@scope,0.0,0.0,0.09,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.67,0.61,0.95,0.93,0.88,0.84,0.3,0.44,1.0,0.88,0.92
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.67,0.61,0.95,0.93,0.88,0.84,0.3,0.44,1.0,0.88,0.92
/eml:eml/dataset/dataTable/coverage/temporalCoverage/singleDateTime/calendarDate,0.12,0.16,0.02,0.07,0.0,0.08,0.27,0.11,0.0,0.22,0.18
/eml:eml/dataset/dataTable/entityDescription,0.7,0.39,0.74,0.89,0.75,0.86,0.29,0.33,1.0,0.97,1.08
/eml:eml/dataset/dataTable/entityName,0.84,0.84,1.0,1.0,0.88,0.91,0.56,0.56,1.0,1.11,1.18
/eml:eml/dataset/dataTable/method/methodStep/description/para/literalLayout,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/methodStep/description/section/para/literalLayout,0.0,0.0,0.09,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/methodStep/description/section/title,0.0,0.0,0.09,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/samplingDescription/para/literalLayout,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/description/para/literalLayout,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.01,0.0
/eml:eml/dataset/dataTable/methods/methodStep/software/abstract/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/distribution/online/url,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/distribution/online/url/@function,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/title,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/software/version,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/methods/methodStep/subStep/description/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.31
/eml:eml/dataset/dataTable/methods/qualityControl/description/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/numberOfRecords,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/@id,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/@scope,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/characterEncoding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.84,0.81,0.88,0.89,0.75,0.91,0.56,0.56,1.0,1.11,1.18
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.09,0.13,0.12,0.04,0.0,0.05,0.12,0.11,0.0,0.14,0.13
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.3,0.23,0.21,0.07,0.0,0.17,0.39,0.39,1.0,0.77,1.18
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numPhysicalLinesPerRecord,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.28,0.23,0.21,0.07,0.0,0.16,0.36,0.33,1.0,0.75,1.14
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.84,0.81,0.88,0.89,0.75,0.91,0.56,0.56,1.0,1.11,1.18
