Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PAL_2017_EML,139.0,139.0,1.0,1.0
Resource Identifier,PAL_2017_EML,139.0,139.0,1.0,1.0
Resource Title,PAL_2017_EML,139.0,139.0,1.0,1.0
Author / Originator,PAL_2017_EML,333.0,139.0,2.4,1.0
Metadata Contact,PAL_2017_EML,139.0,139.0,1.0,1.0
Contributor Name,PAL_2017_EML,0.0,0.0,0.0,0.0
Publisher,PAL_2017_EML,139.0,139.0,1.0,1.0
Publication Date,PAL_2017_EML,139.0,139.0,1.0,1.0
Resource Contact,PAL_2017_EML,139.0,139.0,1.0,1.0
Abstract,PAL_2017_EML,139.0,139.0,1.0,1.0
Keyword,PAL_2017_EML,1090.0,137.0,7.84,0.9856115107913668
Resource Distribution,PAL_2017_EML,139.0,139.0,1.0,1.0
Spatial Extent,PAL_2017_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,PAL_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,PAL_2017_EML,137.0,137.0,0.99,0.9856115107913668
Maintenance,PAL_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,PAL_2017_EML,139.0,139.0,1.0,1.0
Process Step,PAL_2017_EML,101.0,101.0,0.73,0.7266187050359713
Project Description,PAL_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,PAL_2017_EML,130.0,130.0,0.94,0.9352517985611509
Attribute Definition,PAL_2017_EML,2331.0,130.0,16.77,0.9352517985611509
Resource Access Constraints,PAL_2017_EML,139.0,139.0,1.0,1.0
Resource Format,PAL_2017_EML,130.0,130.0,0.94,0.9352517985611509
Attribute List,PAL_2017_EML,130.0,130.0,0.94,0.9352517985611509
Attribute Constraints,PAL_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PAL_2017_EML,0.0,0.0,0.0,0.0
