Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,66,66,1.00,100.00%
Abstract,2016_EML,66,66,1.00,100.00%
Attribute Definition,2016_EML,876,60,13.27,90.91%
Attribute List,2016_EML,60,60,0.91,90.91%
Author,2016_EML,154,66,2.33,100.00%
Author / Originator,2016_EML,154,66,2.33,100.00%
Author / Originator World Wide Web Address,2016_EML,88,64,1.33,96.97%
Contributor Name,2016_EML,2,1,0.03,1.52%
Contributor Role,2016_EML,2,1,0.03,1.52%
Distribution Format,2016_EML,60,60,0.91,90.91%
Entity Type Definition,2016_EML,60,60,0.91,90.91%
Entity and Attribute Information,2016_EML,60,60,0.91,90.91%
Instrument,2016_EML,2,2,0.03,3.03%
Keyword,2016_EML,439,64,6.65,96.97%
Keyword Vocabulary,2016_EML,65,64,0.98,96.97%
Metadata Access Constraints,2016_EML,66,66,1.00,100.00%
Metadata Contact,2016_EML,66,66,1.00,100.00%
Metadata Use Constraints,2016_EML,66,66,1.00,100.00%
Organization Name,2016_EML,408,66,6.18,100.00%
Originating Organization,2016_EML,142,66,2.15,100.00%
Process Step,2016_EML,47,47,0.71,71.21%
Project Name,2016_EML,88,64,1.33,96.97%
Publication Date,2016_EML,66,66,1.00,100.00%
Publisher,2016_EML,66,66,1.00,100.00%
Resource Access Constraints,2016_EML,66,66,1.00,100.00%
Resource Contact,2016_EML,132,66,2.00,100.00%
Resource Creation/Revision Date,2016_EML,66,66,1.00,100.00%
Resource Distribution,2016_EML,66,66,1.00,100.00%
Resource Format,2016_EML,60,60,0.91,90.91%
Resource Identifier,2016_EML,66,66,1.00,100.00%
Resource Identifier Type,2016_EML,66,66,1.00,100.00%
Resource Lineage,2016_EML,47,47,0.71,71.21%
Resource Long Name,2016_EML,66,66,1.00,100.00%
Resource Status,2016_EML,66,66,1.00,100.00%
Resource Title,2016_EML,66,66,1.00,100.00%
Resource Use Constraints,2016_EML,66,66,1.00,100.00%
Resource on-line Link,2016_EML,66,66,1.00,100.00%
Rights,2016_EML,66,66,1.00,100.00%
Security Constraints,2016_EML,66,66,1.00,100.00%
Unknown,2016_EML,12575,66,190.53,100.00%
