Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,33,33,1.00,100.00%
Attribute Definition,2011_EML,340,33,10.30,100.00%
Attribute List,2011_EML,33,33,1.00,100.00%
Author,2011_EML,33,33,1.00,100.00%
Author / Originator,2011_EML,33,33,1.00,100.00%
Keyword,2011_EML,355,33,10.76,100.00%
Metadata Access Constraints,2011_EML,33,33,1.00,100.00%
Metadata Use Constraints,2011_EML,33,33,1.00,100.00%
Organization Name,2011_EML,66,33,2.00,100.00%
Originating Organization,2011_EML,33,33,1.00,100.00%
Process Step,2011_EML,33,33,1.00,100.00%
Project Description,2011_EML,33,33,1.00,100.00%
Publisher,2011_EML,33,33,1.00,100.00%
Related Resource Citation,2011_EML,33,33,1.00,100.00%
Resource Access Constraints,2011_EML,33,33,1.00,100.00%
Resource Contact,2011_EML,33,33,1.00,100.00%
Resource Distribution,2011_EML,33,33,1.00,100.00%
Resource Identifier,2011_EML,33,33,1.00,100.00%
Resource Identifier Type,2011_EML,33,33,1.00,100.00%
Resource Lineage,2011_EML,33,33,1.00,100.00%
Resource Long Name,2011_EML,33,33,1.00,100.00%
Resource Status,2011_EML,33,33,1.00,100.00%
Resource Title,2011_EML,33,33,1.00,100.00%
Resource Use Constraints,2011_EML,33,33,1.00,100.00%
Resource on-line Link,2011_EML,33,33,1.00,100.00%
Rights,2011_EML,33,33,1.00,100.00%
Security Constraints,2011_EML,33,33,1.00,100.00%
Unknown,2011_EML,5669,33,171.79,100.00%
