Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PAL_2015_EML,57.0,57.0,1.0,1.0
Resource Identifier,PAL_2015_EML,57.0,57.0,1.0,1.0
Resource Title,PAL_2015_EML,57.0,57.0,1.0,1.0
Author / Originator,PAL_2015_EML,114.0,57.0,2.0,1.0
Metadata Contact,PAL_2015_EML,0.0,0.0,0.0,0.0
Contributor Name,PAL_2015_EML,0.0,0.0,0.0,0.0
Publisher,PAL_2015_EML,57.0,57.0,1.0,1.0
Publication Date,PAL_2015_EML,57.0,57.0,1.0,1.0
Resource Contact,PAL_2015_EML,114.0,57.0,2.0,1.0
Abstract,PAL_2015_EML,23.0,23.0,0.4,0.4035087719298245
Keyword,PAL_2015_EML,362.0,57.0,6.35,1.0
Resource Distribution,PAL_2015_EML,57.0,57.0,1.0,1.0
Spatial Extent,PAL_2015_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,PAL_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,PAL_2015_EML,0.0,0.0,0.0,0.0
Maintenance,PAL_2015_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,PAL_2015_EML,57.0,57.0,1.0,1.0
Process Step,PAL_2015_EML,37.0,37.0,0.65,0.6491228070175439
Project Description,PAL_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,PAL_2015_EML,57.0,57.0,1.0,1.0
Attribute Definition,PAL_2015_EML,1104.0,57.0,19.37,1.0
Resource Access Constraints,PAL_2015_EML,57.0,57.0,1.0,1.0
Resource Format,PAL_2015_EML,57.0,57.0,1.0,1.0
Attribute List,PAL_2015_EML,57.0,57.0,1.0,1.0
Attribute Constraints,PAL_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PAL_2015_EML,0.0,0.0,0.0,0.0
