Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PAL_2016_EML,66.0,66.0,1.0,1.0
Resource Identifier,PAL_2016_EML,66.0,66.0,1.0,1.0
Resource Title,PAL_2016_EML,66.0,66.0,1.0,1.0
Author / Originator,PAL_2016_EML,154.0,66.0,2.33,1.0
Metadata Contact,PAL_2016_EML,66.0,66.0,1.0,1.0
Contributor Name,PAL_2016_EML,2.0,1.0,0.03,0.015151515151515154
Publisher,PAL_2016_EML,66.0,66.0,1.0,1.0
Publication Date,PAL_2016_EML,66.0,66.0,1.0,1.0
Resource Contact,PAL_2016_EML,132.0,66.0,2.0,1.0
Abstract,PAL_2016_EML,66.0,66.0,1.0,1.0
Keyword,PAL_2016_EML,443.0,64.0,6.71,0.9696969696969696
Resource Distribution,PAL_2016_EML,66.0,66.0,1.0,1.0
Spatial Extent,PAL_2016_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,PAL_2016_EML,0.0,0.0,0.0,0.0
Temporal Extent,PAL_2016_EML,0.0,0.0,0.0,0.0
Maintenance,PAL_2016_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,PAL_2016_EML,66.0,66.0,1.0,1.0
Process Step,PAL_2016_EML,47.0,47.0,0.71,0.7121212121212122
Project Description,PAL_2016_EML,0.0,0.0,0.0,0.0
Entity Type Definition,PAL_2016_EML,60.0,60.0,0.91,0.9090909090909092
Attribute Definition,PAL_2016_EML,1112.0,60.0,16.85,0.9090909090909092
Resource Access Constraints,PAL_2016_EML,66.0,66.0,1.0,1.0
Resource Format,PAL_2016_EML,60.0,60.0,0.91,0.9090909090909092
Attribute List,PAL_2016_EML,60.0,60.0,0.91,0.9090909090909092
Attribute Constraints,PAL_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PAL_2016_EML,0.0,0.0,0.0,0.0
