Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,25,25,1.00,100.00%
Abstract,2017_EML,25,25,1.00,100.00%
Attribute Definition,2017_EML,327,25,13.08,100.00%
Attribute List,2017_EML,24,24,0.96,96.00%
Author,2017_EML,60,25,2.40,100.00%
Author / Originator,2017_EML,60,25,2.40,100.00%
Author / Originator World Wide Web Address,2017_EML,35,23,1.40,92.00%
Distribution Format,2017_EML,25,25,1.00,100.00%
End Time,2017_EML,25,25,1.00,100.00%
Entity Type Definition,2017_EML,25,25,1.00,100.00%
Entity and Attribute Information,2017_EML,25,25,1.00,100.00%
Keyword,2017_EML,220,25,8.80,100.00%
Keyword Vocabulary,2017_EML,49,25,1.96,100.00%
Metadata Access Constraints,2017_EML,25,25,1.00,100.00%
Metadata Contact,2017_EML,25,25,1.00,100.00%
Metadata Use Constraints,2017_EML,25,25,1.00,100.00%
Organization Name,2017_EML,134,25,5.36,100.00%
Originating Organization,2017_EML,59,25,2.36,100.00%
Process Step,2017_EML,21,21,0.84,84.00%
Project Name,2017_EML,35,23,1.40,92.00%
Publication Date,2017_EML,25,25,1.00,100.00%
Publisher,2017_EML,25,25,1.00,100.00%
Resource Access Constraints,2017_EML,25,25,1.00,100.00%
Resource Contact,2017_EML,25,25,1.00,100.00%
Resource Creation/Revision Date,2017_EML,25,25,1.00,100.00%
Resource Distribution,2017_EML,24,24,0.96,96.00%
Resource Format,2017_EML,25,25,1.00,100.00%
Resource Identifier,2017_EML,25,25,1.00,100.00%
Resource Identifier Type,2017_EML,25,25,1.00,100.00%
Resource Lineage,2017_EML,21,21,0.84,84.00%
Resource Long Name,2017_EML,25,25,1.00,100.00%
Resource Status,2017_EML,25,25,1.00,100.00%
Resource Title,2017_EML,25,25,1.00,100.00%
Resource Use Constraints,2017_EML,25,25,1.00,100.00%
Resource on-line Link,2017_EML,25,25,1.00,100.00%
Rights,2017_EML,25,25,1.00,100.00%
Security Constraints,2017_EML,25,25,1.00,100.00%
Start Time,2017_EML,25,25,1.00,100.00%
Temporal Extent,2017_EML,25,25,1.00,100.00%
Unknown,2017_EML,4443,25,177.72,100.00%
