Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HFR_2015_EML,641.0,641.0,1.0,1.0
Resource Identifier,HFR_2015_EML,641.0,641.0,1.0,1.0
Resource Title,HFR_2015_EML,641.0,641.0,1.0,1.0
Author / Originator,HFR_2015_EML,1265.0,641.0,1.97,1.0
Metadata Contact,HFR_2015_EML,0.0,0.0,0.0,0.0
Contributor Name,HFR_2015_EML,1203.0,426.0,1.88,0.6645865834633385
Publisher,HFR_2015_EML,641.0,641.0,1.0,1.0
Publication Date,HFR_2015_EML,641.0,641.0,1.0,1.0
Resource Contact,HFR_2015_EML,1282.0,641.0,2.0,1.0
Abstract,HFR_2015_EML,641.0,641.0,1.0,1.0
Keyword,HFR_2015_EML,6737.0,641.0,10.51,1.0
Resource Distribution,HFR_2015_EML,641.0,641.0,1.0,1.0
Spatial Extent,HFR_2015_EML,633.0,633.0,0.99,0.9875195007800311
Taxonomic Extent,HFR_2015_EML,387.0,377.0,0.6,0.5881435257410297
Temporal Extent,HFR_2015_EML,632.0,632.0,0.99,0.9859594383775352
Maintenance,HFR_2015_EML,267.0,267.0,0.42,0.4165366614664587
Resource Use Constraints,HFR_2015_EML,640.0,640.0,1.0,0.998439937597504
Process Step,HFR_2015_EML,631.0,631.0,0.98,0.984399375975039
Project Description,HFR_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HFR_2015_EML,2360.0,616.0,3.68,0.9609984399375976
Attribute Definition,HFR_2015_EML,34456.0,616.0,53.75,0.9609984399375976
Resource Access Constraints,HFR_2015_EML,641.0,641.0,1.0,1.0
Resource Format,HFR_2015_EML,2360.0,616.0,3.68,0.9609984399375976
Attribute List,HFR_2015_EML,2360.0,616.0,3.68,0.9609984399375976
Attribute Constraints,HFR_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HFR_2015_EML,0.0,0.0,0.0,0.0
