Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,84,84,1.00,100.00%
Abstract,2011_EML,83,83,0.99,98.81%
Attribute Definition,2011_EML,1285,81,15.30,96.43%
Attribute List,2011_EML,217,81,2.58,96.43%
Author,2011_EML,177,83,2.11,98.81%
Author / Originator,2011_EML,177,83,2.11,98.81%
Bounding Box,2011_EML,83,83,0.99,98.81%
Contributor Name,2011_EML,91,46,1.08,54.76%
Contributor Role,2011_EML,46,46,0.55,54.76%
Distribution Format,2011_EML,94,81,1.12,96.43%
Easternmost Longitude,2011_EML,83,83,0.99,98.81%
End Time,2011_EML,83,83,0.99,98.81%
Entity Type Definition,2011_EML,217,81,2.58,96.43%
Entity and Attribute Information,2011_EML,217,81,2.58,96.43%
Keyword,2011_EML,790,83,9.40,98.81%
Keyword Vocabulary,2011_EML,225,75,2.68,89.29%
Maintenance,2011_EML,18,18,0.21,21.43%
Metadata Access Constraints,2011_EML,83,83,0.99,98.81%
Metadata Use Constraints,2011_EML,83,83,0.99,98.81%
Northernmost Latitude,2011_EML,83,83,0.99,98.81%
Organization Name,2011_EML,162,83,1.93,98.81%
Process Step,2011_EML,69,69,0.82,82.14%
Publication Date,2011_EML,83,83,0.99,98.81%
Publisher,2011_EML,83,83,0.99,98.81%
Resource Access Constraints,2011_EML,83,83,0.99,98.81%
Resource Contact,2011_EML,83,83,0.99,98.81%
Resource Creation/Revision Date,2011_EML,83,83,0.99,98.81%
Resource Distribution,2011_EML,83,83,0.99,98.81%
Resource Format,2011_EML,94,81,1.12,96.43%
Resource Identifier,2011_EML,83,83,0.99,98.81%
Resource Identifier Type,2011_EML,83,83,0.99,98.81%
Resource Lineage,2011_EML,69,69,0.82,82.14%
Resource Long Name,2011_EML,83,83,0.99,98.81%
Resource Status,2011_EML,83,83,0.99,98.81%
Resource Title,2011_EML,83,83,0.99,98.81%
Resource Use Constraints,2011_EML,83,83,0.99,98.81%
Resource on-line Link,2011_EML,83,83,0.99,98.81%
Rights,2011_EML,83,83,0.99,98.81%
Security Constraints,2011_EML,83,83,0.99,98.81%
Southernmost Latitude,2011_EML,83,83,0.99,98.81%
Spatial Extent,2011_EML,83,83,0.99,98.81%
Start Time,2011_EML,83,83,0.99,98.81%
Taxonomic Extent,2011_EML,58,58,0.69,69.05%
Temporal Extent,2011_EML,83,83,0.99,98.81%
Unknown,2011_EML,12362,84,147.17,100.00%
Vertical Maximum,2011_EML,75,75,0.89,89.29%
Vertical Minimum,2011_EML,75,75,0.89,89.29%
Vertical Resolution,2011_EML,75,75,0.89,89.29%
Westernmost Longitude,2011_EML,83,83,0.99,98.81%
