Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2008_EML,30,30,1.00,100.00%
Abstract,2008_EML,17,17,0.57,56.67%
Attribute Definition,2008_EML,473,17,15.77,56.67%
Attribute List,2008_EML,38,17,1.27,56.67%
Author,2008_EML,28,17,0.93,56.67%
Author / Originator,2008_EML,28,17,0.93,56.67%
Bounding Box,2008_EML,17,17,0.57,56.67%
Contributor Name,2008_EML,29,11,0.97,36.67%
Contributor Role,2008_EML,11,11,0.37,36.67%
Distribution Format,2008_EML,25,17,0.83,56.67%
Easternmost Longitude,2008_EML,17,17,0.57,56.67%
End Time,2008_EML,17,17,0.57,56.67%
Entity Type Definition,2008_EML,38,17,1.27,56.67%
Entity and Attribute Information,2008_EML,38,17,1.27,56.67%
Keyword,2008_EML,151,17,5.03,56.67%
Keyword Vocabulary,2008_EML,39,13,1.30,43.33%
Maintenance,2008_EML,6,6,0.20,20.00%
Metadata Access Constraints,2008_EML,17,17,0.57,56.67%
Metadata Use Constraints,2008_EML,17,17,0.57,56.67%
Northernmost Latitude,2008_EML,17,17,0.57,56.67%
Organization Name,2008_EML,34,17,1.13,56.67%
Process Step,2008_EML,17,17,0.57,56.67%
Publication Date,2008_EML,17,17,0.57,56.67%
Publisher,2008_EML,17,17,0.57,56.67%
Resource Access Constraints,2008_EML,17,17,0.57,56.67%
Resource Contact,2008_EML,17,17,0.57,56.67%
Resource Creation/Revision Date,2008_EML,17,17,0.57,56.67%
Resource Distribution,2008_EML,17,17,0.57,56.67%
Resource Format,2008_EML,25,17,0.83,56.67%
Resource Identifier,2008_EML,17,17,0.57,56.67%
Resource Identifier Type,2008_EML,17,17,0.57,56.67%
Resource Lineage,2008_EML,17,17,0.57,56.67%
Resource Long Name,2008_EML,17,17,0.57,56.67%
Resource Status,2008_EML,17,17,0.57,56.67%
Resource Title,2008_EML,17,17,0.57,56.67%
Resource Use Constraints,2008_EML,17,17,0.57,56.67%
Resource on-line Link,2008_EML,17,17,0.57,56.67%
Rights,2008_EML,17,17,0.57,56.67%
Security Constraints,2008_EML,17,17,0.57,56.67%
Southernmost Latitude,2008_EML,17,17,0.57,56.67%
Spatial Extent,2008_EML,17,17,0.57,56.67%
Start Time,2008_EML,17,17,0.57,56.67%
Taxonomic Extent,2008_EML,11,11,0.37,36.67%
Temporal Extent,2008_EML,17,17,0.57,56.67%
Unknown,2008_EML,9660,30,322.00,100.00%
Vertical Maximum,2008_EML,14,14,0.47,46.67%
Vertical Minimum,2008_EML,14,14,0.47,46.67%
Vertical Resolution,2008_EML,14,14,0.47,46.67%
Westernmost Longitude,2008_EML,17,17,0.57,56.67%
