Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HFR_2010_EML,29.0,29.0,1.0,1.0
Resource Identifier,HFR_2010_EML,29.0,29.0,1.0,1.0
Resource Title,HFR_2010_EML,29.0,29.0,1.0,1.0
Author / Originator,HFR_2010_EML,34.0,29.0,1.17,1.0
Metadata Contact,HFR_2010_EML,0.0,0.0,0.0,0.0
Contributor Name,HFR_2010_EML,57.0,19.0,1.97,0.6551724137931034
Publisher,HFR_2010_EML,29.0,29.0,1.0,1.0
Publication Date,HFR_2010_EML,29.0,29.0,1.0,1.0
Resource Contact,HFR_2010_EML,29.0,29.0,1.0,1.0
Abstract,HFR_2010_EML,29.0,29.0,1.0,1.0
Keyword,HFR_2010_EML,302.0,29.0,10.41,1.0
Resource Distribution,HFR_2010_EML,29.0,29.0,1.0,1.0
Spatial Extent,HFR_2010_EML,29.0,29.0,1.0,1.0
Taxonomic Extent,HFR_2010_EML,22.0,22.0,0.76,0.7586206896551724
Temporal Extent,HFR_2010_EML,29.0,29.0,1.0,1.0
Maintenance,HFR_2010_EML,25.0,25.0,0.86,0.8620689655172413
Resource Use Constraints,HFR_2010_EML,29.0,29.0,1.0,1.0
Process Step,HFR_2010_EML,29.0,29.0,1.0,1.0
Project Description,HFR_2010_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HFR_2010_EML,119.0,25.0,4.1,0.8620689655172413
Attribute Definition,HFR_2010_EML,1692.0,25.0,58.34,0.8620689655172413
Resource Access Constraints,HFR_2010_EML,29.0,29.0,1.0,1.0
Resource Format,HFR_2010_EML,119.0,25.0,4.1,0.8620689655172413
Attribute List,HFR_2010_EML,119.0,25.0,4.1,0.8620689655172413
Attribute Constraints,HFR_2010_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HFR_2010_EML,0.0,0.0,0.0,0.0
