XPath,HFR_2006_EML,HFR_2007_EML,HFR_2008_EML,HFR_2009_EML,HFR_2010_EML,HFR_2011_EML,HFR_2012_EML,HFR_2013_EML,HFR_2014_EML,HFR_2015_EML,HFR_2016_EML,HFR_2017_EML,HFR_2018_EML
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/pattern,0.0,0.24,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.06,0.19,0.11,0.12
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,1.56,0.0,0.0,1.16,0.0,0.48,0.0,6.37,0.0,1.22,1.11,0.29,0.82
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,1.56,0.0,0.0,1.16,0.0,0.48,0.0,6.37,0.0,1.22,1.11,0.29,0.82
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,0.11,0.0,1.06,0.54,0.11,0.0,0.24,0.1,0.05,0.16
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.03
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.03
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.05
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.05
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,18.9,15.21,17.23,33.57,22.79,8.04,14.36,33.33,7.6,23.2,33.72,43.95,21.52
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,18.9,15.21,17.23,33.57,22.79,7.88,14.36,33.22,7.6,23.15,33.63,43.86,21.46
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,3.59,1.24,0.8,4.32,0.48,1.89,1.31,14.74,0.4,3.68,7.26,10.66,3.97
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,15.31,13.97,16.43,29.25,22.31,6.14,13.05,18.59,7.2,19.52,26.46,33.29,17.55
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,18.08,18.59,12.5,21.84,20.66,7.78,14.41,33.22,14.6,32.59,67.91,64.11,38.81
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,18.08,18.59,12.5,21.84,20.66,7.78,14.41,33.22,14.6,32.59,67.91,64.11,38.81
/eml:eml/dataset/dataTable/entityDescription,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/entityName,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/numberOfRecords,2.35,1.59,1.4,4.03,3.38,1.34,3.1,2.22,1.6,3.66,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/@id,2.91,1.9,1.33,4.78,4.1,2.11,4.13,2.89,1.6,3.65,4.56,4.64,3.19
/eml:eml/dataset/dataTable/physical/@scope,0.7,0.66,0.73,0.72,0.41,0.08,0.03,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3.18
/eml:eml/dataset/dataTable/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3.18
/eml:eml/dataset/dataTable/physical/dataFormat/externallyDefinedFormat/formatName,0.09,0.0,0.0,0.09,0.0,0.51,0.46,0.0,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,2.92,1.9,1.8,4.78,4.1,2.11,4.23,2.89,1.6,3.66,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,2.92,1.9,1.67,4.78,4.1,2.11,4.13,2.89,1.6,3.66,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,2.92,1.9,1.53,4.78,4.1,2.11,4.18,2.89,1.6,3.66,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,2.91,1.9,1.8,4.78,4.1,2.11,4.23,2.89,1.6,3.66,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.69,0.66,0.73,0.72,0.41,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/objectName,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/physical/size,1.61,1.17,0.87,2.59,1.28,0.94,1.41,1.56,1.6,0.42,1.6,1.71,1.04
/eml:eml/dataset/dataTable/physical/size/@unit,1.61,1.17,0.87,2.59,1.31,0.94,1.41,1.56,1.6,0.42,1.6,1.71,1.04
/eml:eml/dataset/distribution/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para,0.96,1.0,0.93,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,8.31,7.45,8.33,8.36,10.41,9.59,9.41,9.07,9.2,10.51,10.86,11.59,10.69
/eml:eml/dataset/keywordSet/keywordThesaurus,1.73,1.76,1.3,2.1,2.69,2.71,2.54,2.33,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/maintenance/description/para,0.41,0.52,0.3,0.4,0.86,0.22,0.26,0.11,0.2,0.42,0.64,0.62,0.02
/eml:eml/dataset/methods/methodStep/description/section/para,4.92,2.55,11.9,3.95,6.21,4.0,4.23,4.04,1.6,5.39,6.75,6.3,5.79
/eml:eml/dataset/methods/methodStep/description/section/title,1.61,0.34,3.23,1.25,1.03,0.69,1.82,1.81,0.0,1.48,1.6,2.59,1.66
/eml:eml/dataset/otherEntity/@id,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/@scope,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/entityDescription,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/entityName,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/entityType,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/physical/@scope,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41
/eml:eml/dataset/otherEntity/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41
/eml:eml/dataset/otherEntity/physical/compressionMethod,0.13,0.0,0.0,0.13,0.66,0.0,0.0,0.0,0.0,0.2,0.34,0.64,0.32
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/physical/distribution/@scope,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/otherEntity/physical/objectName,0.18,0.03,0.0,0.16,0.66,0.23,0.49,0.11,0.0,0.39,0.37,0.68,0.43
/eml:eml/dataset/pubDate,0.96,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,527.0,29.0,30.0,237.0,29.0,83.0,39.0,27.0,5.0,641.0,134.0,56.0,310.0
