XPath,HFR_2006_EML,HFR_2007_EML,HFR_2008_EML,HFR_2009_EML,HFR_2010_EML,HFR_2011_EML,HFR_2012_EML,HFR_2013_EML,HFR_2014_EML,HFR_2015_EML,HFR_2016_EML,HFR_2017_EML,HFR_2018_EML
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.25,0.52,0.26
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.13,0.25,0.52,0.26
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.25,0.52,0.26
/eml:eml/additionalMetadata/metadata/unitList/unit/@parentSI,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.25,0.52,0.26
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.25,0.52,0.26
/eml:eml/additionalMetadata/metadata/unitList/unit/description,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.25,0.52,0.25
/eml:eml/additionalMetadata/metadata/unitList/unitType/@id,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.05,0.09,0.05
/eml:eml/additionalMetadata/metadata/unitList/unitType/@name,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.05,0.09,0.05
/eml:eml/additionalMetadata/metadata/unitList/unitType/dimension/@name,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.08,0.15,0.3,0.13
/eml:eml/additionalMetadata/metadata/unitList/unitType/dimension/@power,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.21,0.1
/eml:eml/additionalMetadata/relatedHFdatasets/rdataset/@ID,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/relatedHFdatasets/rdataset/@id,0.08,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/relatedHFdatasets/rdataset/url,0.09,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/@convention,0.07,0.03,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@constantToSI,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@id,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@multiplierToSI,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@name,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@parentSI,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@unitType,0.17,0.1,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/stmml:description,0.14,0.1,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@constantToSI,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@id,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@multiplierToSI,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@name,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@parentSI,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/stmml:unit/@unitType,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplerToSI,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,2.15,2.41,1.2,1.61,1.79,1.8,1.36,1.44,2.2,1.91,1.79,1.8,1.83
/eml:eml/dataset/abstract/section/title,0.06,0.0,0.0,0.05,0.0,0.36,0.0,0.0,0.0,0.09,0.1,0.09,0.1
/eml:eml/dataset/access/@authSystem,0.26,0.24,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.26,0.24,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.26,0.24,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.52,0.48,0.87,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.52,0.48,0.87,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.79,2.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.0
/eml:eml/dataset/associatedParty/@scope,0.44,0.41,0.43,0.35,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,1.57,1.24,1.2,1.95,1.97,1.1,3.23,1.59,4.4,1.88,1.95,2.27,1.64
/eml:eml/dataset/associatedParty/individualName/surName,1.57,1.24,1.2,1.95,1.97,1.1,3.23,1.59,4.4,1.88,1.95,2.27,1.64
/eml:eml/dataset/associatedParty/role,1.57,1.24,1.2,1.95,1.97,1.1,3.23,1.59,4.4,1.88,1.95,2.27,1.64
/eml:eml/dataset/contact/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.33,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87,1.96,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87,1.96,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87,1.96,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.08,1.0,1.0,1.28,1.28,1.58,1.44,1.15,2.0,3.0,3.19,1.39,1.33
/eml:eml/dataset/contact/address/postalCode,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86,1.96,0.98,0.99
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.87,1.96,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.96,0.0,0.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.99,1.96,0.98,0.99
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,0.98,0.86,0.89,1.0,1.0,0.8,2.71,2.9,0.96,0.95
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,0.98,1.0,0.94,1.0,1.0,0.8,2.72,2.9,0.98,0.97
/eml:eml/dataset/contact/positionName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.0,0.0
/eml:eml/dataset/coverage/@scope,0.32,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.32,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.72,1.0,0.8,0.93,1.0,0.9,1.0,0.96,1.0,0.85,0.88,0.95,0.84
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.72,1.0,0.8,0.93,1.0,0.9,1.0,0.96,1.0,0.85,0.88,0.95,0.84
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.72,1.0,0.8,0.93,1.0,0.9,1.0,0.96,1.0,0.85,0.88,0.95,0.84
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.94,1.0,0.9,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.94,1.0,0.9,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.94,1.0,0.9,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.94,1.0,0.9,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.18,0.17,0.37,0.14,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.46,0.24,0.0,0.0,0.0,0.07,0.0,0.85,0.0,0.27,0.04,0.02,0.25
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,2.61,4.24,3.37,3.19,3.03,2.87,4.05,4.15,2.6,3.28,4.1,1.98,3.19
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,2.61,4.24,3.37,3.19,3.03,2.87,4.05,4.15,2.6,3.28,4.1,1.98,3.19
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/commonName,2.4,1.21,0.5,1.58,0.69,2.1,6.44,4.63,3.6,2.89,2.72,1.25,2.54
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,2.63,5.24,3.1,2.07,2.79,2.8,6.56,4.63,3.6,3.44,3.56,1.64,3.08
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,2.63,5.24,3.1,2.07,2.79,2.8,6.56,4.63,3.6,3.44,3.56,1.64,3.08
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.32,0.31,0.53,0.24,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/alternativeTimeScale/timeScaleAgeEstimate,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleAgeEstimate,0.14,0.1,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.81,0.9,0.87,0.94,1.0,1.0,1.0,0.96,1.0,0.99,0.99,1.0,0.98
/eml:eml/dataset/creator/@scope,0.69,0.52,1.1,0.53,0.14,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/givenName,2.0,1.66,1.87,2.0,1.17,2.13,2.79,1.96,2.2,1.98,2.04,2.25,2.1
/eml:eml/dataset/creator/individualName/surName,2.0,1.66,1.87,2.0,1.17,2.13,2.79,1.96,2.2,1.98,2.04,2.25,2.1
/eml:eml/dataset/dataTable/@id,3.01,1.9,1.8,4.87,4.1,2.61,4.69,2.89,1.6,3.68,4.57,4.64,3.2
/eml:eml/dataset/dataTable/@scope,0.7,0.66,0.73,0.72,0.41,0.08,0.03,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/@id,48.18,41.55,35.4,69.33,58.34,19.0,32.95,60.07,16.8,53.75,89.12,84.2,52.18
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,11.98,14.21,14.3,10.6,10.48,0.64,0.31,0.0,0.0,0.43,0.39,0.86,0.23
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,48.18,41.55,35.4,69.33,58.34,19.0,32.95,60.07,16.8,53.75,89.12,84.2,52.18
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,48.18,41.55,35.4,69.33,58.34,19.0,32.95,60.07,16.8,53.75,89.12,84.2,52.18
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.34,0.0,0.0,0.05,0.0,0.07,0.21,1.0,0.0,0.57,1.84,1.36,1.1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2.65,2.0,2.1,5.63,3.52,1.39,4.33,3.11,1.2,3.87,6.86,7.3,3.48
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.53,0.69,0.57,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,10.84,5.93,5.7,7.21,2.97,0.66,1.15,11.52,2.0,8.09,16.75,10.82,8.06
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,10.84,5.93,5.7,7.21,2.97,0.66,1.15,11.52,2.0,8.09,16.75,10.82,8.06
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.16,0.0,0.0,0.02,0.0,0.0,0.08,0.22,0.0,0.08,0.34,0.14,0.11
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,10.68,5.93,5.7,7.19,2.97,0.66,1.08,11.3,2.0,8.01,16.41,10.68,7.95
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,2.15,3.97,3.67,1.21,2.62,0.1,0.0,0.0,0.0,0.07,0.1,0.25,0.05
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,37.85,30.69,155.0,23.18,51.66,13.46,29.28,23.89,6.6,35.62,76.9,31.7,43.85
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,37.85,30.69,155.0,23.18,51.66,13.46,29.28,23.89,6.6,35.62,76.9,31.7,43.85
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,5.85,3.86,0.9,15.77,16.0,3.51,7.56,1.41,4.4,9.31,12.33,11.16,8.22
