Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Keyword,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Use Constraints,Northernmost Latitude,Organization Name,Process Step,Publication Date,Publisher,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2009,113.15.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,0.0
2009,113.25.xml,1.0,385.0,30.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,29.0,29.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1424.0,1.0,1.0,1.0,1.0
2009,113.30.xml,1.0,388.0,30.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,29.0,29.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1429.0,1.0,1.0,1.0,1.0
2009,113.31.xml,1.0,424.0,33.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1554.0,1.0,1.0,1.0,1.0
2009,113.32.xml,1.0,424.0,33.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1562.0,1.0,1.0,1.0,1.0
2009,113.33.xml,1.0,424.0,33.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1563.0,1.0,1.0,1.0,1.0
2009,113.34.xml,1.0,441.0,33.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1612.0,1.0,1.0,1.0,1.0
2009,113.36.xml,1.0,443.0,32.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1612.0,1.0,1.0,1.0,1.0
2009,113.37.xml,1.0,443.0,32.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1612.0,1.0,1.0,1.0,1.0
2009,113.38.xml,1.0,443.0,32.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,32.0,32.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1583.0,1.0,1.0,1.0,1.0
