Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CWT_2005_EML,150.0,150.0,1.0,1.0
Resource Identifier,CWT_2005_EML,150.0,150.0,1.0,1.0
Resource Title,CWT_2005_EML,150.0,150.0,1.0,1.0
Author / Originator,CWT_2005_EML,319.0,150.0,2.13,1.0
Metadata Contact,CWT_2005_EML,1.0,1.0,0.01,0.006666666666666667
Contributor Name,CWT_2005_EML,2.0,1.0,0.01,0.006666666666666667
Publisher,CWT_2005_EML,1.0,1.0,0.01,0.006666666666666667
Publication Date,CWT_2005_EML,1.0,1.0,0.01,0.006666666666666667
Resource Contact,CWT_2005_EML,150.0,150.0,1.0,1.0
Abstract,CWT_2005_EML,150.0,150.0,1.0,1.0
Keyword,CWT_2005_EML,804.0,150.0,5.36,1.0
Resource Distribution,CWT_2005_EML,150.0,150.0,1.0,1.0
Spatial Extent,CWT_2005_EML,150.0,150.0,1.0,1.0
Taxonomic Extent,CWT_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,CWT_2005_EML,150.0,150.0,1.0,1.0
Maintenance,CWT_2005_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CWT_2005_EML,150.0,150.0,1.0,1.0
Process Step,CWT_2005_EML,1.0,1.0,0.01,0.006666666666666667
Project Description,CWT_2005_EML,150.0,150.0,1.0,1.0
Entity Type Definition,CWT_2005_EML,74.0,4.0,0.49,0.02666666666666667
Attribute Definition,CWT_2005_EML,2042.0,59.0,13.61,0.3933333333333333
Resource Access Constraints,CWT_2005_EML,1.0,1.0,0.01,0.006666666666666667
Resource Format,CWT_2005_EML,139.0,59.0,0.93,0.3933333333333333
Attribute List,CWT_2005_EML,139.0,59.0,0.93,0.3933333333333333
Attribute Constraints,CWT_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CWT_2005_EML,21.0,1.0,0.14,0.006666666666666667
