Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,13,13,1.00,100.00%
Abstract,2017_EML,13,13,1.00,100.00%
Attribute Definition,2017_EML,348,13,26.77,100.00%
Attribute List,2017_EML,24,13,1.85,100.00%
Author,2017_EML,26,13,2.00,100.00%
Author / Originator,2017_EML,26,13,2.00,100.00%
Author / Originator Email Address,2017_EML,25,13,1.92,100.00%
Author / Originator Identifier,2017_EML,13,13,1.00,100.00%
Author / Originator World Wide Web Address,2017_EML,26,13,2.00,100.00%
Bounding Box,2017_EML,3,3,0.23,23.08%
Contributor Name,2017_EML,46,9,3.54,69.23%
Contributor Role,2017_EML,18,9,1.38,69.23%
Distribution Format,2017_EML,13,13,1.00,100.00%
Easternmost Longitude,2017_EML,3,3,0.23,23.08%
End Time,2017_EML,13,13,1.00,100.00%
Entity Type Definition,2017_EML,26,13,2.00,100.00%
Entity and Attribute Information,2017_EML,26,13,2.00,100.00%
Instrument,2017_EML,16,7,1.23,53.85%
Keyword,2017_EML,267,13,20.54,100.00%
Keyword Type,2017_EML,26,13,2.00,100.00%
Keyword Vocabulary,2017_EML,39,13,3.00,100.00%
Metadata Access Constraints,2017_EML,13,13,1.00,100.00%
Metadata Contact,2017_EML,13,13,1.00,100.00%
Metadata Use Constraints,2017_EML,13,13,1.00,100.00%
Northernmost Latitude,2017_EML,3,3,0.23,23.08%
Organization Name,2017_EML,44,13,3.38,100.00%
Originating Organization,2017_EML,26,13,2.00,100.00%
Place Keyword,2017_EML,39,13,3.00,100.00%
Process Step,2017_EML,13,13,1.00,100.00%
Project Description,2017_EML,13,13,1.00,100.00%
Project Name,2017_EML,26,13,2.00,100.00%
Publication Date,2017_EML,13,13,1.00,100.00%
Publisher,2017_EML,13,13,1.00,100.00%
Related Resource Citation,2017_EML,13,13,1.00,100.00%
Resource Access Constraints,2017_EML,13,13,1.00,100.00%
Resource Contact,2017_EML,13,13,1.00,100.00%
Resource Creation/Revision Date,2017_EML,13,13,1.00,100.00%
Resource Distribution,2017_EML,13,13,1.00,100.00%
Resource Format,2017_EML,13,13,1.00,100.00%
Resource Identifier,2017_EML,13,13,1.00,100.00%
Resource Identifier Type,2017_EML,13,13,1.00,100.00%
Resource Lineage,2017_EML,13,13,1.00,100.00%
Resource Long Name,2017_EML,13,13,1.00,100.00%
Resource Quality Description,2017_EML,13,13,1.00,100.00%
Resource Status,2017_EML,13,13,1.00,100.00%
Resource Title,2017_EML,13,13,1.00,100.00%
Resource Use Constraints,2017_EML,13,13,1.00,100.00%
Resource on-line Link,2017_EML,13,13,1.00,100.00%
Rights,2017_EML,13,13,1.00,100.00%
Security Constraints,2017_EML,13,13,1.00,100.00%
Southernmost Latitude,2017_EML,3,3,0.23,23.08%
Spatial Extent,2017_EML,3,3,0.23,23.08%
Start Time,2017_EML,13,13,1.00,100.00%
Temporal Extent,2017_EML,13,13,1.00,100.00%
Unknown,2017_EML,3648,13,280.62,100.00%
Westernmost Longitude,2017_EML,3,3,0.23,23.08%
