Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CWT_2007_EML,42.0,42.0,1.0,1.0
Resource Identifier,CWT_2007_EML,42.0,42.0,1.0,1.0
Resource Title,CWT_2007_EML,42.0,42.0,1.0,1.0
Author / Originator,CWT_2007_EML,89.0,42.0,2.12,1.0
Metadata Contact,CWT_2007_EML,0.0,0.0,0.0,0.0
Contributor Name,CWT_2007_EML,0.0,0.0,0.0,0.0
Publisher,CWT_2007_EML,0.0,0.0,0.0,0.0
Publication Date,CWT_2007_EML,0.0,0.0,0.0,0.0
Resource Contact,CWT_2007_EML,42.0,42.0,1.0,1.0
Abstract,CWT_2007_EML,42.0,42.0,1.0,1.0
Keyword,CWT_2007_EML,119.0,42.0,2.83,1.0
Resource Distribution,CWT_2007_EML,42.0,42.0,1.0,1.0
Spatial Extent,CWT_2007_EML,42.0,42.0,1.0,1.0
Taxonomic Extent,CWT_2007_EML,0.0,0.0,0.0,0.0
Temporal Extent,CWT_2007_EML,42.0,42.0,1.0,1.0
Maintenance,CWT_2007_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CWT_2007_EML,42.0,42.0,1.0,1.0
Process Step,CWT_2007_EML,0.0,0.0,0.0,0.0
Project Description,CWT_2007_EML,42.0,42.0,1.0,1.0
Entity Type Definition,CWT_2007_EML,0.0,0.0,0.0,0.0
Attribute Definition,CWT_2007_EML,156.0,3.0,3.71,0.07142857142857142
Resource Access Constraints,CWT_2007_EML,0.0,0.0,0.0,0.0
Resource Format,CWT_2007_EML,12.0,3.0,0.29,0.07142857142857142
Attribute List,CWT_2007_EML,12.0,3.0,0.29,0.07142857142857142
Attribute Constraints,CWT_2007_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CWT_2007_EML,0.0,0.0,0.0,0.0
