Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Temporal Extent,Unknown,Westernmost Longitude
2017,1011.26.xml,1.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0,1.0
2017,1047.13.xml,1.0,42.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,16.0,2.0,1.0,0.0,1.0,7.0,7.0,1.0,24.0,2.0,3.0,1.0,1.0,1.0,0.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,517.0,0.0
2017,1047.14.xml,1.0,44.0,7.0,2.0,2.0,2.0,1.0,2.0,0.0,16.0,2.0,1.0,0.0,1.0,8.0,8.0,1.0,24.0,2.0,3.0,1.0,1.0,1.0,0.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,534.0,0.0
2017,1209.13.xml,1.0,23.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,207.0,1.0
2017,3033.26.xml,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,11.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,220.0,0.0
2017,3034.26.xml,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,10.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,206.0,0.0
2017,4076.13.xml,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,182.0,1.0
2017,4100.13.xml,1.0,26.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,243.0,0.0
2017,4101.13.xml,1.0,37.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,28.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,277.0,0.0
2017,4104.13.xml,1.0,35.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,272.0,0.0
2017,4105.13.xml,1.0,37.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,272.0,0.0
2017,4106.13.xml,1.0,35.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,27.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,268.0,0.0
2017,4107.13.xml,1.0,39.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,270.0,0.0
