Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CWT_2011_EML,6.0,6.0,1.0,1.0
Resource Identifier,CWT_2011_EML,6.0,6.0,1.0,1.0
Resource Title,CWT_2011_EML,6.0,6.0,1.0,1.0
Author / Originator,CWT_2011_EML,12.0,6.0,2.0,1.0
Metadata Contact,CWT_2011_EML,6.0,6.0,1.0,1.0
Contributor Name,CWT_2011_EML,7.0,3.0,1.17,0.5
Publisher,CWT_2011_EML,6.0,6.0,1.0,1.0
Publication Date,CWT_2011_EML,6.0,6.0,1.0,1.0
Resource Contact,CWT_2011_EML,6.0,6.0,1.0,1.0
Abstract,CWT_2011_EML,6.0,6.0,1.0,1.0
Keyword,CWT_2011_EML,76.0,6.0,12.67,1.0
Resource Distribution,CWT_2011_EML,6.0,6.0,1.0,1.0
Spatial Extent,CWT_2011_EML,6.0,6.0,1.0,1.0
Taxonomic Extent,CWT_2011_EML,0.0,0.0,0.0,0.0
Temporal Extent,CWT_2011_EML,6.0,6.0,1.0,1.0
Maintenance,CWT_2011_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CWT_2011_EML,6.0,6.0,1.0,1.0
Process Step,CWT_2011_EML,6.0,6.0,1.0,1.0
Project Description,CWT_2011_EML,6.0,6.0,1.0,1.0
Entity Type Definition,CWT_2011_EML,4.0,3.0,0.67,0.5
Attribute Definition,CWT_2011_EML,38.0,3.0,6.33,0.5
Resource Access Constraints,CWT_2011_EML,6.0,6.0,1.0,1.0
Resource Format,CWT_2011_EML,4.0,3.0,0.67,0.5
Attribute List,CWT_2011_EML,4.0,3.0,0.67,0.5
Attribute Constraints,CWT_2011_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CWT_2011_EML,4.0,3.0,0.67,0.5
