Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CWT_2018_EML,11.0,11.0,1.0,1.0
Resource Identifier,CWT_2018_EML,11.0,11.0,1.0,1.0
Resource Title,CWT_2018_EML,11.0,11.0,1.0,1.0
Author / Originator,CWT_2018_EML,22.0,11.0,2.0,1.0
Metadata Contact,CWT_2018_EML,11.0,11.0,1.0,1.0
Contributor Name,CWT_2018_EML,33.0,10.0,3.0,0.9090909090909092
Publisher,CWT_2018_EML,11.0,11.0,1.0,1.0
Publication Date,CWT_2018_EML,11.0,11.0,1.0,1.0
Resource Contact,CWT_2018_EML,11.0,11.0,1.0,1.0
Abstract,CWT_2018_EML,11.0,11.0,1.0,1.0
Keyword,CWT_2018_EML,194.0,11.0,17.64,1.0
Resource Distribution,CWT_2018_EML,11.0,11.0,1.0,1.0
Spatial Extent,CWT_2018_EML,3.0,3.0,0.27,0.2727272727272727
Taxonomic Extent,CWT_2018_EML,0.0,0.0,0.0,0.0
Temporal Extent,CWT_2018_EML,11.0,11.0,1.0,1.0
Maintenance,CWT_2018_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CWT_2018_EML,11.0,11.0,1.0,1.0
Process Step,CWT_2018_EML,11.0,11.0,1.0,1.0
Project Description,CWT_2018_EML,11.0,11.0,1.0,1.0
Entity Type Definition,CWT_2018_EML,24.0,11.0,2.18,1.0
Attribute Definition,CWT_2018_EML,602.0,11.0,54.73,1.0
Resource Access Constraints,CWT_2018_EML,11.0,11.0,1.0,1.0
Resource Format,CWT_2018_EML,24.0,11.0,2.18,1.0
Attribute List,CWT_2018_EML,24.0,11.0,2.18,1.0
Attribute Constraints,CWT_2018_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CWT_2018_EML,24.0,11.0,2.18,1.0
