Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KBS_2014_EML,2.0,2.0,1.0,1.0
Resource Identifier,KBS_2014_EML,2.0,2.0,1.0,1.0
Resource Title,KBS_2014_EML,2.0,2.0,1.0,1.0
Author / Originator,KBS_2014_EML,2.0,2.0,1.0,1.0
Metadata Contact,KBS_2014_EML,0.0,0.0,0.0,0.0
Contributor Name,KBS_2014_EML,1.0,1.0,0.5,0.5
Publisher,KBS_2014_EML,2.0,2.0,1.0,1.0
Publication Date,KBS_2014_EML,2.0,2.0,1.0,1.0
Resource Contact,KBS_2014_EML,2.0,2.0,1.0,1.0
Abstract,KBS_2014_EML,1.0,1.0,0.5,0.5
Keyword,KBS_2014_EML,12.0,2.0,6.0,1.0
Resource Distribution,KBS_2014_EML,0.0,0.0,0.0,0.0
Spatial Extent,KBS_2014_EML,2.0,2.0,1.0,1.0
Taxonomic Extent,KBS_2014_EML,0.0,0.0,0.0,0.0
Temporal Extent,KBS_2014_EML,1.0,1.0,0.5,0.5
Maintenance,KBS_2014_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,KBS_2014_EML,2.0,2.0,1.0,1.0
Process Step,KBS_2014_EML,0.0,0.0,0.0,0.0
Project Description,KBS_2014_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KBS_2014_EML,1.0,1.0,0.5,0.5
Attribute Definition,KBS_2014_EML,6.0,1.0,3.0,0.5
Resource Access Constraints,KBS_2014_EML,2.0,2.0,1.0,1.0
Resource Format,KBS_2014_EML,1.0,1.0,0.5,0.5
Attribute List,KBS_2014_EML,1.0,1.0,0.5,0.5
Attribute Constraints,KBS_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KBS_2014_EML,0.0,0.0,0.0,0.0
