Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KBS_2013_EML,19.0,19.0,1.0,1.0
Resource Identifier,KBS_2013_EML,19.0,19.0,1.0,1.0
Resource Title,KBS_2013_EML,19.0,19.0,1.0,1.0
Author / Originator,KBS_2013_EML,19.0,19.0,1.0,1.0
Metadata Contact,KBS_2013_EML,0.0,0.0,0.0,0.0
Contributor Name,KBS_2013_EML,24.0,17.0,1.26,0.8947368421052632
Publisher,KBS_2013_EML,19.0,19.0,1.0,1.0
Publication Date,KBS_2013_EML,19.0,19.0,1.0,1.0
Resource Contact,KBS_2013_EML,19.0,19.0,1.0,1.0
Abstract,KBS_2013_EML,19.0,19.0,1.0,1.0
Keyword,KBS_2013_EML,142.0,19.0,7.47,1.0
Resource Distribution,KBS_2013_EML,0.0,0.0,0.0,0.0
Spatial Extent,KBS_2013_EML,19.0,19.0,1.0,1.0
Taxonomic Extent,KBS_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,KBS_2013_EML,4.0,4.0,0.21,0.21052631578947367
Maintenance,KBS_2013_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,KBS_2013_EML,14.0,14.0,0.74,0.7368421052631579
Process Step,KBS_2013_EML,3.0,3.0,0.16,0.15789473684210525
Project Description,KBS_2013_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KBS_2013_EML,30.0,12.0,1.58,0.631578947368421
Attribute Definition,KBS_2013_EML,335.0,13.0,17.63,0.6842105263157895
Resource Access Constraints,KBS_2013_EML,19.0,19.0,1.0,1.0
Resource Format,KBS_2013_EML,31.0,13.0,1.63,0.6842105263157895
Attribute List,KBS_2013_EML,31.0,13.0,1.63,0.6842105263157895
Attribute Constraints,KBS_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KBS_2013_EML,0.0,0.0,0.0,0.0
