XPath,KBS_2005_EML,KBS_2006_EML,KBS_2010_EML,KBS_2011_EML,KBS_2012_EML,KBS_2013_EML,KBS_2014_EML,KBS_2015_EML,KBS_2016_EML,KBS_2017_EML,KBS_2018_EML
/eml:eml/dataset/contact/organizationName,0.93,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0
/eml:eml/dataset/contact/phone/@phonetype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/coverage/@scope,0.25,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.01,0.0,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.1,0.12,0.2,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.1,0.12,0.2,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.1,0.12,0.2,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.1,0.12,0.2,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.1,0.12,0.2,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.43,0.88,0.64,0.21,0.33,0.21,0.5,0.86,0.87,0.0,0.83
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.43,0.88,0.64,0.21,0.33,0.21,0.5,0.86,0.87,0.0,0.83
/eml:eml/dataset/creator/@id,0.52,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,0.89,0.12,0.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.66,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.81,0.62,0.66,0.14,1.0,0.63,0.0,1.0,0.87,0.0,1.38
/eml:eml/dataset/creator/address/city,0.81,0.62,0.67,0.14,1.0,0.63,0.0,1.02,0.87,0.0,1.38
/eml:eml/dataset/creator/address/country,0.18,0.0,0.11,0.0,0.33,0.16,0.0,0.1,0.1,0.0,1.21
/eml:eml/dataset/creator/address/deliveryPoint,1.34,0.75,0.64,0.07,0.67,0.63,0.0,0.96,0.79,0.0,1.21
/eml:eml/dataset/creator/address/postalCode,0.81,0.62,0.66,0.14,1.0,0.63,0.0,1.0,0.85,0.0,1.38
/eml:eml/dataset/creator/electronicMailAddress,0.46,0.5,0.67,0.14,1.0,0.68,0.0,1.02,0.9,0.0,1.42
/eml:eml/dataset/creator/individualName/givenName,0.61,0.5,0.67,0.14,1.0,0.68,0.0,1.02,0.91,0.0,1.42
/eml:eml/dataset/creator/individualName/surName,0.47,0.5,0.67,0.14,1.0,0.68,0.0,1.02,0.91,0.0,1.42
/eml:eml/dataset/creator/onlineUrl,0.43,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,0.67,0.62,0.67,0.14,1.0,0.68,0.0,1.02,0.91,0.0,1.42
/eml:eml/dataset/creator/phone,0.7,1.0,1.32,0.29,2.0,1.11,0.0,1.9,1.58,0.0,2.21
/eml:eml/dataset/creator/phone/@phonetype,0.75,1.0,1.32,0.29,2.0,1.37,0.0,2.0,1.82,0.0,2.83
/eml:eml/dataset/creator/positionName,0.28,0.38,0.44,0.86,0.33,0.32,1.0,0.1,0.13,1.0,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.17
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.17
/eml:eml/dataset/dataTable/@id,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/@scope,1.75,0.25,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,14.81,1.5,1.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,22.37,20.12,14.99,5.14,9.0,17.63,3.0,27.82,30.58,10.0,25.42
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,22.37,20.12,14.99,5.14,9.0,17.63,3.0,27.82,30.58,10.0,25.42
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,2.14,4.5,1.34,1.21,0.67,2.47,0.5,3.98,4.3,1.0,4.58
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,2.14,4.5,1.34,1.21,0.67,2.47,0.5,3.98,4.3,1.0,4.58
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,2.14,4.5,1.34,1.21,0.67,2.47,0.5,3.98,4.3,1.0,4.58
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2.14,4.5,1.34,1.21,0.67,2.47,0.5,3.98,4.3,1.0,4.58
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.53,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.53,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,1.61,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1.13,0.88,2.02,0.0,0.0,0.16,0.0,1.82,1.24,2.0,0.83
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.58,0.0,0.16,0.0,0.0,0.0,0.0,0.27,0.19,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.01,0.0,0.0,0.0,0.0,0.16,0.0,0.04,0.06,2.0,0.08
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,1.11,0.88,2.02,0.0,0.0,0.0,0.0,1.78,1.18,0.0,0.75
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,13.02,7.25,5.54,3.64,3.33,11.37,1.5,14.29,17.75,5.0,15.17
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,4.47,7.0,6.1,0.29,5.0,3.63,1.0,7.73,7.3,2.0,4.83
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2.39,3.12,0.43,0.0,0.0,0.11,0.0,0.73,0.69,0.0,0.42
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,1.35,4.75,2.92,0.07,4.67,0.42,0.0,2.29,2.07,0.0,1.29
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,3.12,2.25,3.18,0.21,0.33,3.21,1.0,5.45,5.22,2.0,3.54
/eml:eml/dataset/dataTable/entityDescription,2.35,3.0,2.02,1.21,0.67,1.58,0.5,3.14,3.16,0.5,3.38
/eml:eml/dataset/dataTable/entityName,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/@scope,1.75,0.25,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.55,0.69,0.69,0.64,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.53,2.75,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.14,1.44,1.33,0.79,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,1.23,1.62,1.45,0.86,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.23,0.31,0.4,0.5,0.33,1.63,0.5,2.98,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.48,2.56,1.99,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.75,0.25,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,2.6,3.0,2.05,1.21,0.67,1.58,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.75,0.25,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/encodingMethod,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/dataTable/physical/objectName,2.6,3.0,2.05,1.21,0.67,1.63,0.5,3.18,3.33,1.0,3.5
/eml:eml/dataset/intellectualRights/para,0.14,0.12,0.26,0.57,0.67,1.47,2.0,1.71,2.0,1.0,1.96
/eml:eml/dataset/keywordSet/keyword,7.75,13.25,13.04,9.57,8.33,7.47,6.0,20.22,18.63,7.0,14.88
/eml:eml/dataset/keywordSet/keyword/@keywordType,3.77,5.62,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.05,0.06,0.1,0.14,0.33,0.26,0.0,0.67,0.79,1.0,0.71
/eml:eml/dataset/methods/methodStep/description,0.52,1.62,0.27,0.07,0.67,0.16,0.0,1.18,1.1,0.0,1.17
/eml:eml/dataset/methods/methodStep/protocol/@id,0.58,1.62,0.51,0.07,0.67,0.21,0.0,1.47,1.57,0.0,1.42
/eml:eml/dataset/methods/methodStep/protocol/@scope,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/@scope,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/positionName,0.58,1.62,0.51,0.07,0.67,0.21,0.0,1.47,1.57,0.0,1.42
/eml:eml/dataset/methods/methodStep/protocol/distribution/@scope,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,0.58,1.62,0.51,0.07,0.67,0.21,0.0,1.47,1.57,0.0,1.42
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url/@function,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/title,0.58,1.62,0.51,0.07,0.67,0.21,0.0,1.47,1.57,0.0,1.42
/eml:eml/dataset/pubDate,0.32,0.44,0.56,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.16,0.0,0.13,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/organizationName,0.32,0.44,0.56,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,542.0,16.0,167.0,14.0,3.0,19.0,2.0,49.0,67.0,2.0,24.0
