XPath,KBS_2005_EML,KBS_2006_EML,KBS_2010_EML,KBS_2011_EML,KBS_2012_EML,KBS_2013_EML,KBS_2014_EML,KBS_2015_EML,KBS_2016_EML,KBS_2017_EML,KBS_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,0.78,0.12,0.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.58,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.58,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.58,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,1.16,1.75,2.0,2.0,2.0,2.0,2.0,2.0,2.15,3.0,3.0
/eml:eml/access/allow/principal,1.16,1.75,2.0,2.0,2.0,2.0,2.0,2.0,2.15,3.0,3.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.16,0.88,0.62,0.07,0.33,0.21,0.0,0.37,0.4,1.0,0.46
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.28,2.69,1.13,0.07,0.67,0.21,0.0,0.86,0.78,2.0,0.83
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.28,2.69,1.13,0.07,0.67,0.21,0.0,0.86,0.78,2.0,0.83
/eml:eml/additionalMetadata/stmml:unitList/@convention,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/@xsi:schemaLocation,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@constantToSI,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@id,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@multiplierToSI,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@name,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@parentSI,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@unitType,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.07,0.06,0.13,0.29,0.33,1.0,1.0,0.9,1.0,1.0,1.0
/eml:eml/dataset/@scope,0.78,0.12,0.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.92,0.94,0.86,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.17,0.12,0.28,0.57,1.33,2.11,1.0,2.06,2.0,1.0,2.0
/eml:eml/dataset/abstract/section/title,0.08,0.06,0.14,0.29,1.0,1.05,0.5,1.1,1.0,0.5,1.0
/eml:eml/dataset/access/@authSystem,0.35,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.35,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.35,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.71,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.71,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.29,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/@id,0.87,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@scope,1.73,0.25,0.38,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,1.73,0.25,0.38,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,2.13,2.88,2.63,1.07,2.67,1.21,0.5,2.69,2.39,1.0,1.62
/eml:eml/dataset/associatedParty/address/city,2.13,2.88,2.65,1.07,2.67,1.21,0.5,2.73,2.45,1.0,1.62
/eml:eml/dataset/associatedParty/address/country,1.31,1.81,1.25,0.71,1.67,0.32,0.5,1.06,0.64,1.0,0.79
/eml:eml/dataset/associatedParty/address/deliveryPoint,2.95,3.56,1.99,0.93,1.67,1.0,0.0,2.04,1.91,1.0,1.33
/eml:eml/dataset/associatedParty/address/postalCode,2.08,2.88,2.62,1.07,2.67,1.0,0.5,2.57,2.24,1.0,1.5
/eml:eml/dataset/associatedParty/electronicMailAddress,2.16,2.88,2.59,1.07,2.67,1.26,0.5,2.76,2.52,2.0,1.71
/eml:eml/dataset/associatedParty/individualName/givenName,3.03,3.0,2.68,1.07,2.67,1.26,0.5,2.82,2.63,2.0,1.75
/eml:eml/dataset/associatedParty/individualName/surName,2.28,2.88,2.68,1.07,2.67,1.26,0.5,2.82,2.63,2.0,1.75
/eml:eml/dataset/associatedParty/onlineUrl,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/organizationName,1.23,2.44,2.5,1.07,2.67,1.26,0.5,2.65,2.49,2.0,1.75
/eml:eml/dataset/associatedParty/phone,2.79,5.5,4.11,2.07,4.33,1.68,0.0,4.27,3.72,2.0,2.75
/eml:eml/dataset/associatedParty/phone/@phonetype,3.03,5.5,4.83,2.14,5.33,2.32,1.0,4.9,4.76,2.0,3.12
/eml:eml/dataset/associatedParty/role,2.26,2.88,2.65,1.07,2.67,1.26,0.5,2.8,2.63,2.0,1.75
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.62
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.62
/eml:eml/dataset/contact/@scope,0.78,0.12,0.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.72,0.12,0.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
/eml:eml/dataset/contact/address/city,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
/eml:eml/dataset/contact/address/country,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.32,1.19,1.04,1.0,1.0,1.0,1.0,2.8,3.0,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.0,1.0,1.0
