Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KBS_2012_EML,3.0,3.0,1.0,1.0
Resource Identifier,KBS_2012_EML,3.0,3.0,1.0,1.0
Resource Title,KBS_2012_EML,3.0,3.0,1.0,1.0
Author / Originator,KBS_2012_EML,4.0,3.0,1.33,1.0
Metadata Contact,KBS_2012_EML,0.0,0.0,0.0,0.0
Contributor Name,KBS_2012_EML,8.0,2.0,2.67,0.6666666666666666
Publisher,KBS_2012_EML,3.0,3.0,1.0,1.0
Publication Date,KBS_2012_EML,3.0,3.0,1.0,1.0
Resource Contact,KBS_2012_EML,3.0,3.0,1.0,1.0
Abstract,KBS_2012_EML,2.0,2.0,0.67,0.6666666666666666
Keyword,KBS_2012_EML,25.0,3.0,8.33,1.0
Resource Distribution,KBS_2012_EML,0.0,0.0,0.0,0.0
Spatial Extent,KBS_2012_EML,3.0,3.0,1.0,1.0
Taxonomic Extent,KBS_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,KBS_2012_EML,1.0,1.0,0.33,0.3333333333333333
Maintenance,KBS_2012_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,KBS_2012_EML,1.0,1.0,0.33,0.3333333333333333
Process Step,KBS_2012_EML,2.0,2.0,0.67,0.6666666666666666
Project Description,KBS_2012_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KBS_2012_EML,2.0,2.0,0.67,0.6666666666666666
Attribute Definition,KBS_2012_EML,27.0,2.0,9.0,0.6666666666666666
Resource Access Constraints,KBS_2012_EML,3.0,3.0,1.0,1.0
Resource Format,KBS_2012_EML,2.0,2.0,0.67,0.6666666666666666
Attribute List,KBS_2012_EML,2.0,2.0,0.67,0.6666666666666666
Attribute Constraints,KBS_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KBS_2012_EML,0.0,0.0,0.0,0.0
