XPath,KBS_2005_EML,KBS_2006_EML,KBS_2010_EML,KBS_2011_EML,KBS_2012_EML,KBS_2013_EML,KBS_2014_EML,KBS_2015_EML,KBS_2016_EML,KBS_2017_EML,KBS_2018_EML
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.1014760147601476,0.125,0.20359281437125748,0.35714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.1014760147601476,0.125,0.20359281437125748,0.35714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.24907749077490776,0.0,0.07784431137724551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.4280442804428044,0.875,0.6407185628742516,0.21428571428571427,0.3333333333333333,0.21052631578947367,0.5,0.8571428571428571,0.8656716417910447,0.0,0.8333333333333334
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.4280442804428044,0.875,0.6407185628742516,0.21428571428571427,0.3333333333333333,0.21052631578947367,0.5,0.8571428571428571,0.8656716417910447,0.0,0.8333333333333334
/eml:eml/dataset/creator/@id,0.42988929889298894,0.125,0.00598802395209581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,0.7841328413284133,0.125,0.30538922155688625,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.5608856088560885,0.125,0.1497005988023952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.7195571955719557,0.625,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.631578947368421,0.0,0.8979591836734694,0.8208955223880597,0.0,1.0
/eml:eml/dataset/creator/address/city,0.7195571955719557,0.625,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.631578947368421,0.0,0.8979591836734694,0.8208955223880597,0.0,1.0
/eml:eml/dataset/creator/address/country,0.1014760147601476,0.0,0.11377245508982035,0.0,0.3333333333333333,0.15789473684210525,0.0,0.1020408163265306,0.1044776119402985,0.0,0.9166666666666666
/eml:eml/dataset/creator/address/deliveryPoint,0.6771217712177122,0.625,0.5329341317365269,0.07142857142857142,0.6666666666666666,0.631578947368421,0.0,0.8571428571428571,0.7611940298507462,0.0,0.9166666666666666
/eml:eml/dataset/creator/address/postalCode,0.7195571955719557,0.625,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.631578947368421,0.0,0.8979591836734694,0.8059701492537313,0.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,0.3671586715867159,0.5,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.6842105263157895,0.0,0.8979591836734694,0.8507462686567164,0.0,1.0
/eml:eml/dataset/creator/individualName/givenName,0.3690036900369004,0.5,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.6842105263157895,0.0,0.8979591836734694,0.8656716417910447,0.0,1.0
/eml:eml/dataset/creator/individualName/surName,0.3690036900369004,0.5,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.6842105263157895,0.0,0.8979591836734694,0.8656716417910447,0.0,1.0
/eml:eml/dataset/creator/onlineUrl,0.4040590405904059,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,0.6568265682656826,0.625,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.6842105263157895,0.0,0.8979591836734694,0.8656716417910447,0.0,1.0
/eml:eml/dataset/creator/phone,0.3468634686346864,0.5,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.631578947368421,0.0,0.8775510204081632,0.7761194029850746,0.0,0.9583333333333334
/eml:eml/dataset/creator/phone/@phonetype,0.3616236162361624,0.5,0.5568862275449101,0.14285714285714285,0.6666666666666666,0.6842105263157895,0.0,0.8979591836734694,0.8656716417910447,0.0,1.0
/eml:eml/dataset/creator/positionName,0.2767527675276753,0.375,0.4431137724550898,0.8571428571428571,0.3333333333333333,0.3157894736842105,1.0,0.1020408163265306,0.13432835820895522,1.0,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492537313432836,0.0,0.9166666666666666
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492537313432836,0.0,0.9166666666666666
/eml:eml/dataset/dataTable/@id,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/@scope,0.5719557195571956,0.125,0.15568862275449102,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.5719557195571956,0.125,0.15568862275449102,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.42988929889298894,0.875,0.6107784431137725,0.9285714285714286,0.6666666666666666,0.3684210526315789,0.5,0.8775510204081632,0.8507462686567164,1.0,0.8333333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.42988929889298894,0.875,0.6107784431137725,0.9285714285714286,0.6666666666666666,0.3684210526315789,0.5,0.8775510204081632,0.8507462686567164,1.0,0.8333333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.42988929889298894,0.875,0.6107784431137725,0.9285714285714286,0.6666666666666666,0.3684210526315789,0.5,0.8775510204081632,0.8507462686567164,1.0,0.8333333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.42988929889298894,0.875,0.6107784431137725,0.9285714285714286,0.6666666666666666,0.3684210526315789,0.5,0.8775510204081632,0.8507462686567164,1.0,0.8333333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.012915129151291513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.012915129151291513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.13468634686346864,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.13468634686346864,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.2785977859778598,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.2785977859778598,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.24538745387453875,0.875,0.43712574850299396,0.0,0.0,0.15789473684210525,0.0,0.4081632653061225,0.3582089552238806,1.0,0.375
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.13468634686346864,0.0,0.10778443113772457,0.0,0.0,0.0,0.0,0.061224489795918366,0.04477611940298507,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.012915129151291513,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.040816326530612235,0.04477611940298507,1.0,0.04166666666666666
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.24538745387453875,0.875,0.43712574850299396,0.0,0.0,0.0,0.0,0.3877551020408163,0.3283582089552239,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.7767527675276753,1.0,0.7425149700598802,0.9285714285714286,0.6666666666666666,0.5263157894736842,0.5,0.9591836734693876,0.9701492537313432,1.0,0.9583333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.5867158671586716,1.0,0.7125748502994012,0.07142857142857142,0.6666666666666666,0.5263157894736842,0.5,0.7755102040816326,0.8208955223880597,1.0,0.8333333333333334
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.42988929889298894,1.0,0.17365269461077845,0.0,0.0,0.10526315789473684,0.0,0.2653061224489796,0.26865671641791045,0.0,0.25
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.2767527675276753,1.0,0.6167664670658682,0.07142857142857142,0.3333333333333333,0.05263157894736842,0.0,0.3469387755102041,0.373134328358209,0.0,0.4166666666666667
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.551660516605166,1.0,0.4910179640718562,0.07142857142857142,0.3333333333333333,0.5263157894736842,0.5,0.6938775510204082,0.746268656716418,1.0,0.75
/eml:eml/dataset/dataTable/entityDescription,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.631578947368421,0.5,1.0,0.9552238805970148,0.5,0.9583333333333334
/eml:eml/dataset/dataTable/entityName,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,0.5719557195571956,0.125,0.15568862275449102,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.12730627306273062,0.1875,0.2335329341317365,0.35714285714285715,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.46309963099631,0.875,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.27121771217712176,0.4375,0.467065868263473,0.5,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,0.3007380073800738,0.5,0.5269461077844312,0.5714285714285714,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.06457564575645756,0.0625,0.10778443113772457,0.21428571428571427,0.3333333333333333,0.6842105263157895,0.5,0.8979591836734694,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.43726937269372695,0.8125,0.7904191616766467,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.5719557195571956,0.125,0.15568862275449102,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.631578947368421,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.5719557195571956,0.125,0.15568862275449102,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/encodingMethod,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,0.7785977859778598,1.0,0.8263473053892215,0.9285714285714286,0.6666666666666666,0.6842105263157895,0.5,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/para,0.07195571955719557,0.0625,0.1317365269461078,0.2857142857142857,0.3333333333333333,0.7368421052631579,1.0,0.8571428571428571,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,0.6420664206642066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.6291512915129152,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.05166051660516605,0.0625,0.09580838323353294,0.14285714285714285,0.3333333333333333,0.2631578947368421,0.0,0.6734693877551021,0.7910447761194029,1.0,0.7083333333333334
/eml:eml/dataset/methods/methodStep/description,0.2952029520295203,0.8125,0.17964071856287425,0.07142857142857142,0.6666666666666666,0.15789473684210525,0.0,0.5102040816326531,0.5373134328358209,0.0,0.5416666666666666
/eml:eml/dataset/methods/methodStep/protocol/@id,0.2970479704797048,0.8125,0.2934131736526946,0.07142857142857142,0.6666666666666666,0.15789473684210525,0.0,0.5306122448979592,0.5970149253731343,0.0,0.5833333333333334
/eml:eml/dataset/methods/methodStep/protocol/@scope,0.16051660516605165,0.0,0.0658682634730539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/@scope,0.16051660516605165,0.0,0.0658682634730539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/positionName,0.2970479704797048,0.8125,0.2934131736526946,0.07142857142857142,0.6666666666666666,0.15789473684210525,0.0,0.5306122448979592,0.5970149253731343,0.0,0.5833333333333334
/eml:eml/dataset/methods/methodStep/protocol/distribution/@scope,0.16051660516605165,0.0,0.0658682634730539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,0.2970479704797048,0.8125,0.2934131736526946,0.07142857142857142,0.6666666666666666,0.15789473684210525,0.0,0.5306122448979592,0.5970149253731343,0.0,0.5833333333333334
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url/@function,0.16051660516605165,0.0,0.0658682634730539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/title,0.2970479704797048,0.8125,0.2934131736526946,0.07142857142857142,0.6666666666666666,0.15789473684210525,0.0,0.5306122448979592,0.5970149253731343,0.0,0.5833333333333334
/eml:eml/dataset/pubDate,0.3210332103321033,0.4375,0.5568862275449101,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.16236162361623616,0.0,0.1317365269461078,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/organizationName,0.3210332103321033,0.4375,0.5568862275449101,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,542.0,16.0,167.0,14.0,3.0,19.0,2.0,49.0,67.0,2.0,24.0
