Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,14,14,1.00,100.00%
Abstract,2011_EML,14,14,1.00,100.00%
Attribute Definition,2011_EML,67,13,4.79,92.86%
Attribute List,2011_EML,17,13,1.21,92.86%
Author,2011_EML,14,14,1.00,100.00%
Author / Originator,2011_EML,14,14,1.00,100.00%
Author / Originator World Wide Web Address,2011_EML,2,2,0.14,14.29%
Bounding Box,2011_EML,5,5,0.36,35.71%
Contributor Name,2011_EML,15,13,1.07,92.86%
Contributor Role,2011_EML,15,13,1.07,92.86%
Distribution Format,2011_EML,13,13,0.93,92.86%
Easternmost Longitude,2011_EML,5,5,0.36,35.71%
End Time,2011_EML,3,3,0.21,21.43%
Entity Type Definition,2011_EML,17,13,1.21,92.86%
Entity and Attribute Information,2011_EML,17,13,1.21,92.86%
Keyword,2011_EML,134,14,9.57,100.00%
Keyword Type,2011_EML,14,14,1.00,100.00%
Keyword Vocabulary,2011_EML,2,2,0.14,14.29%
Metadata Access Constraints,2011_EML,14,14,1.00,100.00%
Metadata Use Constraints,2011_EML,14,14,1.00,100.00%
Northernmost Latitude,2011_EML,5,5,0.36,35.71%
Organization Name,2011_EML,37,14,2.64,100.00%
Originating Organization,2011_EML,2,2,0.14,14.29%
Place Keyword,2011_EML,84,14,6.00,100.00%
Process Step,2011_EML,1,1,0.07,7.14%
Project Name,2011_EML,2,2,0.14,14.29%
Publication Date,2011_EML,8,8,0.57,57.14%
Publisher,2011_EML,8,8,0.57,57.14%
Resource Access Constraints,2011_EML,14,14,1.00,100.00%
Resource Contact,2011_EML,14,14,1.00,100.00%
Resource Creation/Revision Date,2011_EML,8,8,0.57,57.14%
Resource Format,2011_EML,13,13,0.93,92.86%
Resource Identifier,2011_EML,14,14,1.00,100.00%
Resource Identifier Type,2011_EML,14,14,1.00,100.00%
Resource Lineage,2011_EML,1,1,0.07,7.14%
Resource Long Name,2011_EML,14,14,1.00,100.00%
Resource Status,2011_EML,14,14,1.00,100.00%
Resource Title,2011_EML,14,14,1.00,100.00%
Resource Use Constraints,2011_EML,4,4,0.29,28.57%
Rights,2011_EML,4,4,0.29,28.57%
Security Constraints,2011_EML,14,14,1.00,100.00%
Southernmost Latitude,2011_EML,5,5,0.36,35.71%
Spatial Extent,2011_EML,5,5,0.36,35.71%
Start Time,2011_EML,3,3,0.21,21.43%
Temporal Extent,2011_EML,3,3,0.21,21.43%
Unknown,2011_EML,913,14,65.21,100.00%
Westernmost Longitude,2011_EML,5,5,0.36,35.71%
