Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KBS_2005_EML,542.0,542.0,1.0,1.0
Resource Identifier,KBS_2005_EML,542.0,542.0,1.0,1.0
Resource Title,KBS_2005_EML,542.0,542.0,1.0,1.0
Author / Originator,KBS_2005_EML,599.0,542.0,1.11,1.0
Metadata Contact,KBS_2005_EML,0.0,0.0,0.0,0.0
Contributor Name,KBS_2005_EML,1234.0,498.0,2.28,0.918819188191882
Publisher,KBS_2005_EML,174.0,174.0,0.32,0.3210332103321033
Publication Date,KBS_2005_EML,174.0,174.0,0.32,0.3210332103321033
Resource Contact,KBS_2005_EML,542.0,542.0,1.0,1.0
Abstract,KBS_2005_EML,542.0,542.0,1.0,1.0
Keyword,KBS_2005_EML,4320.0,440.0,7.97,0.8118081180811808
Resource Distribution,KBS_2005_EML,0.0,0.0,0.0,0.0
Spatial Extent,KBS_2005_EML,55.0,55.0,0.1,0.1014760147601476
Taxonomic Extent,KBS_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,KBS_2005_EML,232.0,232.0,0.43,0.4280442804428044
Maintenance,KBS_2005_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,KBS_2005_EML,39.0,39.0,0.07,0.07195571955719557
Process Step,KBS_2005_EML,161.0,161.0,0.3,0.2970479704797048
Project Description,KBS_2005_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KBS_2005_EML,1367.0,422.0,2.52,0.7785977859778598
Attribute Definition,KBS_2005_EML,12126.0,422.0,22.37,0.7785977859778598
Resource Access Constraints,KBS_2005_EML,314.0,314.0,0.58,0.5793357933579336
Resource Format,KBS_2005_EML,1409.0,422.0,2.6,0.7785977859778598
Attribute List,KBS_2005_EML,1409.0,422.0,2.6,0.7785977859778598
Attribute Constraints,KBS_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KBS_2005_EML,0.0,0.0,0.0,0.0
