Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,2,2,1.00,100.00%
Abstract,2017_EML,1,1,0.50,50.00%
Attribute Definition,2017_EML,20,2,10.00,100.00%
Attribute List,2017_EML,2,2,1.00,100.00%
Author,2017_EML,2,2,1.00,100.00%
Author / Originator,2017_EML,2,2,1.00,100.00%
Bounding Box,2017_EML,2,2,1.00,100.00%
Contributor Name,2017_EML,4,2,2.00,100.00%
Contributor Role,2017_EML,2,2,1.00,100.00%
Distribution Format,2017_EML,2,2,1.00,100.00%
Easternmost Longitude,2017_EML,2,2,1.00,100.00%
Entity Type Definition,2017_EML,1,1,0.50,50.00%
Entity and Attribute Information,2017_EML,1,1,0.50,50.00%
Keyword,2017_EML,14,2,7.00,100.00%
Keyword Type,2017_EML,2,2,1.00,100.00%
Keyword Vocabulary,2017_EML,2,2,1.00,100.00%
Metadata Access Constraints,2017_EML,2,2,1.00,100.00%
Metadata Use Constraints,2017_EML,2,2,1.00,100.00%
Northernmost Latitude,2017_EML,2,2,1.00,100.00%
Organization Name,2017_EML,8,2,4.00,100.00%
Place Keyword,2017_EML,12,2,6.00,100.00%
Publication Date,2017_EML,2,2,1.00,100.00%
Publisher,2017_EML,2,2,1.00,100.00%
Resource Access Constraints,2017_EML,2,2,1.00,100.00%
Resource Contact,2017_EML,2,2,1.00,100.00%
Resource Creation/Revision Date,2017_EML,2,2,1.00,100.00%
Resource Format,2017_EML,2,2,1.00,100.00%
Resource Identifier,2017_EML,2,2,1.00,100.00%
Resource Identifier Type,2017_EML,2,2,1.00,100.00%
Resource Long Name,2017_EML,2,2,1.00,100.00%
Resource Status,2017_EML,2,2,1.00,100.00%
Resource Title,2017_EML,2,2,1.00,100.00%
Resource Use Constraints,2017_EML,2,2,1.00,100.00%
Rights,2017_EML,2,2,1.00,100.00%
Security Constraints,2017_EML,2,2,1.00,100.00%
Southernmost Latitude,2017_EML,2,2,1.00,100.00%
Spatial Extent,2017_EML,2,2,1.00,100.00%
Unknown,2017_EML,171,2,85.50,100.00%
Westernmost Longitude,2017_EML,2,2,1.00,100.00%
