Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2010_EML,8,8,1.00,100.00%
Abstract,2010_EML,3,3,0.38,37.50%
Attribute Definition,2010_EML,35,6,4.38,75.00%
Attribute List,2010_EML,6,6,0.75,75.00%
Author,2010_EML,6,6,0.75,75.00%
Author / Originator,2010_EML,6,6,0.75,75.00%
Contributor Name,2010_EML,2,1,0.25,12.50%
Contributor Role,2010_EML,1,1,0.12,12.50%
Keyword,2010_EML,43,6,5.38,75.00%
Metadata Access Constraints,2010_EML,6,6,0.75,75.00%
Metadata Use Constraints,2010_EML,6,6,0.75,75.00%
Organization Name,2010_EML,14,6,1.75,75.00%
Originating Organization,2010_EML,6,6,0.75,75.00%
Process Step,2010_EML,6,6,0.75,75.00%
Project Description,2010_EML,6,6,0.75,75.00%
Publisher,2010_EML,6,6,0.75,75.00%
Related Resource Citation,2010_EML,6,6,0.75,75.00%
Resource Access Constraints,2010_EML,6,6,0.75,75.00%
Resource Contact,2010_EML,6,6,0.75,75.00%
Resource Distribution,2010_EML,6,6,0.75,75.00%
Resource Identifier,2010_EML,6,6,0.75,75.00%
Resource Identifier Type,2010_EML,6,6,0.75,75.00%
Resource Lineage,2010_EML,6,6,0.75,75.00%
Resource Long Name,2010_EML,6,6,0.75,75.00%
Resource Status,2010_EML,6,6,0.75,75.00%
Resource Title,2010_EML,6,6,0.75,75.00%
Resource Use Constraints,2010_EML,6,6,0.75,75.00%
Resource on-line Link,2010_EML,6,6,0.75,75.00%
Rights,2010_EML,6,6,0.75,75.00%
Security Constraints,2010_EML,6,6,0.75,75.00%
Unknown,2010_EML,976,8,122.00,100.00%
