Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CCE_2010_EML,8.0,8.0,1.0,1.0
Resource Identifier,CCE_2010_EML,8.0,8.0,1.0,1.0
Resource Title,CCE_2010_EML,8.0,8.0,1.0,1.0
Author / Originator,CCE_2010_EML,8.0,8.0,1.0,1.0
Metadata Contact,CCE_2010_EML,0.0,0.0,0.0,0.0
Contributor Name,CCE_2010_EML,6.0,3.0,0.75,0.375
Publisher,CCE_2010_EML,8.0,8.0,1.0,1.0
Publication Date,CCE_2010_EML,0.0,0.0,0.0,0.0
Resource Contact,CCE_2010_EML,8.0,8.0,1.0,1.0
Abstract,CCE_2010_EML,5.0,5.0,0.62,0.625
Keyword,CCE_2010_EML,67.0,8.0,8.38,1.0
Resource Distribution,CCE_2010_EML,8.0,8.0,1.0,1.0
Spatial Extent,CCE_2010_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,CCE_2010_EML,0.0,0.0,0.0,0.0
Temporal Extent,CCE_2010_EML,0.0,0.0,0.0,0.0
Maintenance,CCE_2010_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CCE_2010_EML,7.0,7.0,0.88,0.875
Process Step,CCE_2010_EML,8.0,8.0,1.0,1.0
Project Description,CCE_2010_EML,8.0,8.0,1.0,1.0
Entity Type Definition,CCE_2010_EML,0.0,0.0,0.0,0.0
Attribute Definition,CCE_2010_EML,59.0,8.0,7.38,1.0
Resource Access Constraints,CCE_2010_EML,6.0,6.0,0.75,0.75
Resource Format,CCE_2010_EML,0.0,0.0,0.0,0.0
Attribute List,CCE_2010_EML,8.0,8.0,1.0,1.0
Attribute Constraints,CCE_2010_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CCE_2010_EML,0.0,0.0,0.0,0.0
