Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator World Wide Web Address,Contributor Name,Contributor Role,Distribution Format,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Vocabulary,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Organization Name,Originating Organization,Process Step,Project Name,Publication Date,Publisher,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Unknown
2016,20.2.xml,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0
2016,20.3.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0
2016,21.2.xml,1.0,12.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.0
2016,213.1.xml,1.0,17.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,218.0
2016,216.1.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,153.0
2016,217.1.xml,1.0,14.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.0
2016,218.1.xml,1.0,14.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2016,22.2.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0
2016,222.1.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0
2016,222.2.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0
2016,23.2.xml,1.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,142.0
2016,23.3.xml,1.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,142.0
2016,240.1.xml,1.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,182.0
2016,249.1.xml,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0
2016,249.2.xml,1.0,8.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0
2016,254.1.xml,1.0,9.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294.0
2016,255.1.xml,1.0,25.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,419.0
2016,262.1.xml,1.0,59.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,328.0
2016,263.1.xml,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0
2016,264.1.xml,1.0,19.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0
2016,265.1.xml,1.0,16.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,263.0
2016,54.2.xml,1.0,14.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,202.0
2016,54.3.xml,1.0,14.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203.0
2016,55.2.xml,1.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,147.0
2016,57.2.xml,1.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,258.0
2016,58.2.xml,1.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,237.0
2016,59.2.xml,1.0,19.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.0
2016,60.1.xml,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0
2016,61.1.xml,1.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.0
2016,62.2.xml,1.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0
2016,63.1.xml,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0
2016,71.2.xml,1.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,148.0
2016,72.2.xml,1.0,24.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,188.0
2016,76.2.xml,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,148.0
2016,78.2.xml,1.0,127.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,621.0
2016,9.2.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,134.0
