Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,16,16,1.00,100.00%
Abstract,2017_EML,16,16,1.00,100.00%
Attribute Definition,2017_EML,259,15,16.19,93.75%
Attribute List,2017_EML,15,14,0.94,87.50%
Author,2017_EML,33,16,2.06,100.00%
Author / Originator,2017_EML,33,16,2.06,100.00%
Author / Originator World Wide Web Address,2017_EML,16,16,1.00,100.00%
Distribution Format,2017_EML,15,15,0.94,93.75%
End Time,2017_EML,16,16,1.00,100.00%
Entity Type Definition,2017_EML,16,15,1.00,93.75%
Entity and Attribute Information,2017_EML,16,15,1.00,93.75%
Keyword,2017_EML,94,15,5.88,93.75%
Keyword Vocabulary,2017_EML,28,16,1.75,100.00%
Metadata Access Constraints,2017_EML,16,16,1.00,100.00%
Metadata Contact,2017_EML,16,16,1.00,100.00%
Metadata Use Constraints,2017_EML,16,16,1.00,100.00%
Organization Name,2017_EML,81,16,5.06,100.00%
Originating Organization,2017_EML,33,16,2.06,100.00%
Process Step,2017_EML,13,13,0.81,81.25%
Project Name,2017_EML,15,15,0.94,93.75%
Publication Date,2017_EML,16,16,1.00,100.00%
Publisher,2017_EML,16,16,1.00,100.00%
Resource Access Constraints,2017_EML,16,16,1.00,100.00%
Resource Contact,2017_EML,16,16,1.00,100.00%
Resource Creation/Revision Date,2017_EML,16,16,1.00,100.00%
Resource Distribution,2017_EML,15,15,0.94,93.75%
Resource Format,2017_EML,15,15,0.94,93.75%
Resource Identifier,2017_EML,16,16,1.00,100.00%
Resource Identifier Type,2017_EML,15,15,0.94,93.75%
Resource Lineage,2017_EML,12,12,0.75,75.00%
Resource Long Name,2017_EML,15,15,0.94,93.75%
Resource Status,2017_EML,15,15,0.94,93.75%
Resource Title,2017_EML,16,16,1.00,100.00%
Resource Use Constraints,2017_EML,16,16,1.00,100.00%
Resource on-line Link,2017_EML,15,15,0.94,93.75%
Rights,2017_EML,16,16,1.00,100.00%
Security Constraints,2017_EML,16,16,1.00,100.00%
Start Time,2017_EML,16,16,1.00,100.00%
Temporal Extent,2017_EML,15,15,0.94,93.75%
Unknown,2017_EML,2538,16,158.62,100.00%
