Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,68,68,1.00,100.00%
Abstract,2016_EML,68,68,1.00,100.00%
Attribute Definition,2016_EML,901,68,13.25,100.00%
Attribute List,2016_EML,72,68,1.06,100.00%
Author,2016_EML,141,68,2.07,100.00%
Author / Originator,2016_EML,141,68,2.07,100.00%
Author / Originator World Wide Web Address,2016_EML,61,61,0.90,89.71%
Contributor Name,2016_EML,3,2,0.04,2.94%
Contributor Role,2016_EML,2,2,0.03,2.94%
Distribution Format,2016_EML,68,68,1.00,100.00%
Entity Type Definition,2016_EML,75,68,1.10,100.00%
Entity and Attribute Information,2016_EML,75,68,1.10,100.00%
Instrument,2016_EML,1,1,0.01,1.47%
Keyword,2016_EML,387,68,5.69,100.00%
Keyword Vocabulary,2016_EML,68,68,1.00,100.00%
Metadata Access Constraints,2016_EML,68,68,1.00,100.00%
Metadata Contact,2016_EML,68,68,1.00,100.00%
Metadata Use Constraints,2016_EML,68,68,1.00,100.00%
Organization Name,2016_EML,415,68,6.10,100.00%
Originating Organization,2016_EML,141,68,2.07,100.00%
Process Step,2016_EML,62,62,0.91,91.18%
Project Name,2016_EML,61,61,0.90,89.71%
Publication Date,2016_EML,68,68,1.00,100.00%
Publisher,2016_EML,68,68,1.00,100.00%
Resource Access Constraints,2016_EML,68,68,1.00,100.00%
Resource Contact,2016_EML,136,68,2.00,100.00%
Resource Creation/Revision Date,2016_EML,68,68,1.00,100.00%
Resource Distribution,2016_EML,68,68,1.00,100.00%
Resource Format,2016_EML,68,68,1.00,100.00%
Resource Identifier,2016_EML,68,68,1.00,100.00%
Resource Identifier Type,2016_EML,68,68,1.00,100.00%
Resource Lineage,2016_EML,62,62,0.91,91.18%
Resource Long Name,2016_EML,68,68,1.00,100.00%
Resource Status,2016_EML,68,68,1.00,100.00%
Resource Title,2016_EML,68,68,1.00,100.00%
Resource Use Constraints,2016_EML,68,68,1.00,100.00%
Resource on-line Link,2016_EML,68,68,1.00,100.00%
Rights,2016_EML,68,68,1.00,100.00%
Security Constraints,2016_EML,68,68,1.00,100.00%
Unknown,2016_EML,12794,68,188.15,100.00%
