Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CCE_2007_EML,2.0,2.0,1.0,1.0
Resource Identifier,CCE_2007_EML,2.0,2.0,1.0,1.0
Resource Title,CCE_2007_EML,2.0,2.0,1.0,1.0
Author / Originator,CCE_2007_EML,2.0,2.0,1.0,1.0
Metadata Contact,CCE_2007_EML,0.0,0.0,0.0,0.0
Contributor Name,CCE_2007_EML,0.0,0.0,0.0,0.0
Publisher,CCE_2007_EML,1.0,1.0,0.5,0.5
Publication Date,CCE_2007_EML,0.0,0.0,0.0,0.0
Resource Contact,CCE_2007_EML,2.0,2.0,1.0,1.0
Abstract,CCE_2007_EML,1.0,1.0,0.5,0.5
Keyword,CCE_2007_EML,12.0,1.0,6.0,0.5
Resource Distribution,CCE_2007_EML,2.0,2.0,1.0,1.0
Spatial Extent,CCE_2007_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,CCE_2007_EML,0.0,0.0,0.0,0.0
Temporal Extent,CCE_2007_EML,0.0,0.0,0.0,0.0
Maintenance,CCE_2007_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CCE_2007_EML,1.0,1.0,0.5,0.5
Process Step,CCE_2007_EML,2.0,2.0,1.0,1.0
Project Description,CCE_2007_EML,2.0,2.0,1.0,1.0
Entity Type Definition,CCE_2007_EML,0.0,0.0,0.0,0.0
Attribute Definition,CCE_2007_EML,12.0,2.0,6.0,1.0
Resource Access Constraints,CCE_2007_EML,1.0,1.0,0.5,0.5
Resource Format,CCE_2007_EML,0.0,0.0,0.0,0.0
Attribute List,CCE_2007_EML,2.0,2.0,1.0,1.0
Attribute Constraints,CCE_2007_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CCE_2007_EML,0.0,0.0,0.0,0.0
