Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CCE_2017_EML,88.0,88.0,1.0,1.0
Resource Identifier,CCE_2017_EML,88.0,88.0,1.0,1.0
Resource Title,CCE_2017_EML,88.0,88.0,1.0,1.0
Author / Originator,CCE_2017_EML,179.0,88.0,2.03,1.0
Metadata Contact,CCE_2017_EML,88.0,88.0,1.0,1.0
Contributor Name,CCE_2017_EML,0.0,0.0,0.0,0.0
Publisher,CCE_2017_EML,88.0,88.0,1.0,1.0
Publication Date,CCE_2017_EML,88.0,88.0,1.0,1.0
Resource Contact,CCE_2017_EML,88.0,88.0,1.0,1.0
Abstract,CCE_2017_EML,88.0,88.0,1.0,1.0
Keyword,CCE_2017_EML,574.0,88.0,6.52,1.0
Resource Distribution,CCE_2017_EML,88.0,88.0,1.0,1.0
Spatial Extent,CCE_2017_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,CCE_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,CCE_2017_EML,83.0,83.0,0.94,0.9431818181818182
Maintenance,CCE_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CCE_2017_EML,88.0,88.0,1.0,1.0
Process Step,CCE_2017_EML,78.0,78.0,0.89,0.8863636363636364
Project Description,CCE_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,CCE_2017_EML,93.0,86.0,1.06,0.9772727272727272
Attribute Definition,CCE_2017_EML,1661.0,86.0,18.88,0.9772727272727272
Resource Access Constraints,CCE_2017_EML,88.0,88.0,1.0,1.0
Resource Format,CCE_2017_EML,93.0,86.0,1.06,0.9772727272727272
Attribute List,CCE_2017_EML,93.0,86.0,1.06,0.9772727272727272
Attribute Constraints,CCE_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CCE_2017_EML,0.0,0.0,0.0,0.0
