Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2015_EML,109,109,1.00,100.00%
Abstract,2015_EML,109,109,1.00,100.00%
Attribute Definition,2015_EML,1357,91,12.45,83.49%
Attribute List,2015_EML,91,91,0.83,83.49%
Author,2015_EML,109,109,1.00,100.00%
Author / Originator,2015_EML,109,109,1.00,100.00%
Author / Originator Email Address,2015_EML,34,34,0.31,31.19%
Author / Originator World Wide Web Address,2015_EML,109,109,1.00,100.00%
Bounding Box,2015_EML,109,109,1.00,100.00%
Distribution Format,2015_EML,91,91,0.83,83.49%
Easternmost Longitude,2015_EML,109,109,1.00,100.00%
End Time,2015_EML,109,109,1.00,100.00%
Keyword,2015_EML,623,109,5.72,100.00%
Keyword Type,2015_EML,109,109,1.00,100.00%
Metadata Access Constraints,2015_EML,109,109,1.00,100.00%
Metadata Contact,2015_EML,109,109,1.00,100.00%
Metadata Use Constraints,2015_EML,109,109,1.00,100.00%
Northernmost Latitude,2015_EML,109,109,1.00,100.00%
Organization Name,2015_EML,546,109,5.01,100.00%
Originating Organization,2015_EML,109,109,1.00,100.00%
Process Step,2015_EML,100,100,0.92,91.74%
Project Description,2015_EML,109,109,1.00,100.00%
Project Name,2015_EML,109,109,1.00,100.00%
Publication Date,2015_EML,109,109,1.00,100.00%
Publisher,2015_EML,109,109,1.00,100.00%
Publisher E-Mail,2015_EML,109,109,1.00,100.00%
Publisher URL,2015_EML,109,109,1.00,100.00%
Purpose,2015_EML,4,4,0.04,3.67%
Related Resource Citation,2015_EML,109,109,1.00,100.00%
Resource Access Constraints,2015_EML,109,109,1.00,100.00%
Resource Contact,2015_EML,219,109,2.01,100.00%
Resource Creation/Revision Date,2015_EML,109,109,1.00,100.00%
Resource Distribution,2015_EML,109,109,1.00,100.00%
Resource Format,2015_EML,91,91,0.83,83.49%
Resource Identifier,2015_EML,109,109,1.00,100.00%
Resource Identifier Type,2015_EML,109,109,1.00,100.00%
Resource Lineage,2015_EML,100,100,0.92,91.74%
Resource Long Name,2015_EML,109,109,1.00,100.00%
Resource Status,2015_EML,109,109,1.00,100.00%
Resource Title,2015_EML,109,109,1.00,100.00%
Resource Use Constraints,2015_EML,109,109,1.00,100.00%
Resource on-line Link,2015_EML,109,109,1.00,100.00%
Rights,2015_EML,109,109,1.00,100.00%
Security Constraints,2015_EML,109,109,1.00,100.00%
Southernmost Latitude,2015_EML,109,109,1.00,100.00%
Spatial Extent,2015_EML,109,109,1.00,100.00%
Start Time,2015_EML,109,109,1.00,100.00%
Supplemental Information,2015_EML,1,1,0.01,0.92%
Temporal Extent,2015_EML,109,109,1.00,100.00%
Unknown,2015_EML,96915,109,889.13,100.00%
Westernmost Longitude,2015_EML,109,109,1.00,100.00%
