Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SGS_2015_EML,109.0,109.0,1.0,1.0
Resource Identifier,SGS_2015_EML,109.0,109.0,1.0,1.0
Resource Title,SGS_2015_EML,109.0,109.0,1.0,1.0
Author / Originator,SGS_2015_EML,109.0,109.0,1.0,1.0
Metadata Contact,SGS_2015_EML,109.0,109.0,1.0,1.0
Contributor Name,SGS_2015_EML,0.0,0.0,0.0,0.0
Publisher,SGS_2015_EML,109.0,109.0,1.0,1.0
Publication Date,SGS_2015_EML,109.0,109.0,1.0,1.0
Resource Contact,SGS_2015_EML,219.0,109.0,2.01,1.0
Abstract,SGS_2015_EML,109.0,109.0,1.0,1.0
Keyword,SGS_2015_EML,627.0,109.0,5.75,1.0
Resource Distribution,SGS_2015_EML,109.0,109.0,1.0,1.0
Spatial Extent,SGS_2015_EML,109.0,109.0,1.0,1.0
Taxonomic Extent,SGS_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,SGS_2015_EML,109.0,109.0,1.0,1.0
Maintenance,SGS_2015_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,SGS_2015_EML,109.0,109.0,1.0,1.0
Process Step,SGS_2015_EML,100.0,100.0,0.92,0.9174311926605504
Project Description,SGS_2015_EML,109.0,109.0,1.0,1.0
Entity Type Definition,SGS_2015_EML,0.0,0.0,0.0,0.0
Attribute Definition,SGS_2015_EML,1631.0,91.0,14.96,0.8348623853211009
Resource Access Constraints,SGS_2015_EML,109.0,109.0,1.0,1.0
Resource Format,SGS_2015_EML,91.0,91.0,0.83,0.8348623853211009
Attribute List,SGS_2015_EML,91.0,91.0,0.83,0.8348623853211009
Attribute Constraints,SGS_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SGS_2015_EML,0.0,0.0,0.0,0.0
