Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SGS_2012_EML,48.0,48.0,1.0,1.0
Resource Identifier,SGS_2012_EML,48.0,48.0,1.0,1.0
Resource Title,SGS_2012_EML,48.0,48.0,1.0,1.0
Author / Originator,SGS_2012_EML,48.0,48.0,1.0,1.0
Metadata Contact,SGS_2012_EML,48.0,48.0,1.0,1.0
Contributor Name,SGS_2012_EML,0.0,0.0,0.0,0.0
Publisher,SGS_2012_EML,48.0,48.0,1.0,1.0
Publication Date,SGS_2012_EML,48.0,48.0,1.0,1.0
Resource Contact,SGS_2012_EML,48.0,48.0,1.0,1.0
Abstract,SGS_2012_EML,48.0,48.0,1.0,1.0
Keyword,SGS_2012_EML,334.0,48.0,6.96,1.0
Resource Distribution,SGS_2012_EML,48.0,48.0,1.0,1.0
Spatial Extent,SGS_2012_EML,48.0,48.0,1.0,1.0
Taxonomic Extent,SGS_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,SGS_2012_EML,48.0,48.0,1.0,1.0
Maintenance,SGS_2012_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,SGS_2012_EML,48.0,48.0,1.0,1.0
Process Step,SGS_2012_EML,42.0,42.0,0.88,0.875
Project Description,SGS_2012_EML,0.0,0.0,0.0,0.0
Entity Type Definition,SGS_2012_EML,0.0,0.0,0.0,0.0
Attribute Definition,SGS_2012_EML,1022.0,47.0,21.29,0.9791666666666666
Resource Access Constraints,SGS_2012_EML,48.0,48.0,1.0,1.0
Resource Format,SGS_2012_EML,47.0,47.0,0.98,0.9791666666666666
Attribute List,SGS_2012_EML,47.0,47.0,0.98,0.9791666666666666
Attribute Constraints,SGS_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SGS_2012_EML,0.0,0.0,0.0,0.0
