Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SGS_2013_EML,3.0,3.0,1.0,1.0
Resource Identifier,SGS_2013_EML,3.0,3.0,1.0,1.0
Resource Title,SGS_2013_EML,3.0,3.0,1.0,1.0
Author / Originator,SGS_2013_EML,3.0,3.0,1.0,1.0
Metadata Contact,SGS_2013_EML,3.0,3.0,1.0,1.0
Contributor Name,SGS_2013_EML,0.0,0.0,0.0,0.0
Publisher,SGS_2013_EML,3.0,3.0,1.0,1.0
Publication Date,SGS_2013_EML,3.0,3.0,1.0,1.0
Resource Contact,SGS_2013_EML,3.0,3.0,1.0,1.0
Abstract,SGS_2013_EML,3.0,3.0,1.0,1.0
Keyword,SGS_2013_EML,27.0,3.0,9.0,1.0
Resource Distribution,SGS_2013_EML,3.0,3.0,1.0,1.0
Spatial Extent,SGS_2013_EML,3.0,3.0,1.0,1.0
Taxonomic Extent,SGS_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,SGS_2013_EML,3.0,3.0,1.0,1.0
Maintenance,SGS_2013_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,SGS_2013_EML,3.0,3.0,1.0,1.0
Process Step,SGS_2013_EML,3.0,3.0,1.0,1.0
Project Description,SGS_2013_EML,0.0,0.0,0.0,0.0
Entity Type Definition,SGS_2013_EML,0.0,0.0,0.0,0.0
Attribute Definition,SGS_2013_EML,49.0,3.0,16.33,1.0
Resource Access Constraints,SGS_2013_EML,3.0,3.0,1.0,1.0
Resource Format,SGS_2013_EML,3.0,3.0,1.0,1.0
Attribute List,SGS_2013_EML,3.0,3.0,1.0,1.0
Attribute Constraints,SGS_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SGS_2013_EML,0.0,0.0,0.0,0.0
