Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCR_2011_EML,24.0,24.0,1.0,1.0
Resource Identifier,MCR_2011_EML,24.0,24.0,1.0,1.0
Resource Title,MCR_2011_EML,24.0,24.0,1.0,1.0
Author / Originator,MCR_2011_EML,52.0,24.0,2.17,1.0
Metadata Contact,MCR_2011_EML,0.0,0.0,0.0,0.0
Contributor Name,MCR_2011_EML,47.0,24.0,1.96,1.0
Publisher,MCR_2011_EML,7.0,7.0,0.29,0.2916666666666667
Publication Date,MCR_2011_EML,21.0,21.0,0.88,0.875
Resource Contact,MCR_2011_EML,24.0,24.0,1.0,1.0
Abstract,MCR_2011_EML,24.0,24.0,1.0,1.0
Keyword,MCR_2011_EML,601.0,24.0,25.04,1.0
Resource Distribution,MCR_2011_EML,10.0,10.0,0.42,0.4166666666666667
Spatial Extent,MCR_2011_EML,85.0,23.0,3.54,0.9583333333333334
Taxonomic Extent,MCR_2011_EML,9.0,9.0,0.38,0.375
Temporal Extent,MCR_2011_EML,24.0,24.0,1.0,1.0
Maintenance,MCR_2011_EML,24.0,24.0,1.0,1.0
Resource Use Constraints,MCR_2011_EML,24.0,24.0,1.0,1.0
Process Step,MCR_2011_EML,24.0,24.0,1.0,1.0
Project Description,MCR_2011_EML,24.0,24.0,1.0,1.0
Entity Type Definition,MCR_2011_EML,76.0,24.0,3.17,1.0
Attribute Definition,MCR_2011_EML,785.0,24.0,32.71,1.0
Resource Access Constraints,MCR_2011_EML,24.0,24.0,1.0,1.0
Resource Format,MCR_2011_EML,76.0,24.0,3.17,1.0
Attribute List,MCR_2011_EML,76.0,24.0,3.17,1.0
Attribute Constraints,MCR_2011_EML,35.0,17.0,1.46,0.7083333333333334
Resource Quality Description,MCR_2011_EML,4.0,4.0,0.17,0.16666666666666666
