Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCR_2017_EML,9.0,9.0,1.0,1.0
Resource Identifier,MCR_2017_EML,9.0,9.0,1.0,1.0
Resource Title,MCR_2017_EML,9.0,9.0,1.0,1.0
Author / Originator,MCR_2017_EML,30.0,9.0,3.33,1.0
Metadata Contact,MCR_2017_EML,0.0,0.0,0.0,0.0
Contributor Name,MCR_2017_EML,6.0,3.0,0.67,0.3333333333333333
Publisher,MCR_2017_EML,9.0,9.0,1.0,1.0
Publication Date,MCR_2017_EML,9.0,9.0,1.0,1.0
Resource Contact,MCR_2017_EML,9.0,9.0,1.0,1.0
Abstract,MCR_2017_EML,9.0,9.0,1.0,1.0
Keyword,MCR_2017_EML,210.0,9.0,23.33,1.0
Resource Distribution,MCR_2017_EML,9.0,9.0,1.0,1.0
Spatial Extent,MCR_2017_EML,31.0,9.0,3.44,1.0
Taxonomic Extent,MCR_2017_EML,13.0,9.0,1.44,1.0
Temporal Extent,MCR_2017_EML,11.0,9.0,1.22,1.0
Maintenance,MCR_2017_EML,4.0,4.0,0.44,0.4444444444444444
Resource Use Constraints,MCR_2017_EML,9.0,9.0,1.0,1.0
Process Step,MCR_2017_EML,9.0,9.0,1.0,1.0
Project Description,MCR_2017_EML,9.0,9.0,1.0,1.0
Entity Type Definition,MCR_2017_EML,19.0,7.0,2.11,0.7777777777777778
Attribute Definition,MCR_2017_EML,186.0,7.0,20.67,0.7777777777777778
Resource Access Constraints,MCR_2017_EML,9.0,9.0,1.0,1.0
Resource Format,MCR_2017_EML,19.0,7.0,2.11,0.7777777777777778
Attribute List,MCR_2017_EML,19.0,7.0,2.11,0.7777777777777778
Attribute Constraints,MCR_2017_EML,1.0,1.0,0.11,0.1111111111111111
Resource Quality Description,MCR_2017_EML,0.0,0.0,0.0,0.0
