Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,37,37,1.00,100.00%
Abstract,2012_EML,37,37,1.00,100.00%
Attribute Constraints,2012_EML,41,18,1.11,48.65%
Attribute Definition,2012_EML,762,33,20.59,89.19%
Attribute List,2012_EML,80,33,2.16,89.19%
Author,2012_EML,93,37,2.51,100.00%
Author / Originator,2012_EML,93,37,2.51,100.00%
Author / Originator Email Address,2012_EML,53,37,1.43,100.00%
Author / Originator Identifier,2012_EML,93,37,2.51,100.00%
Author / Originator World Wide Web Address,2012_EML,43,29,1.16,78.38%
Bounding Box,2012_EML,117,37,3.16,100.00%
Contributor Name,2012_EML,55,29,1.49,78.38%
Contributor Role,2012_EML,41,29,1.11,78.38%
Distribution Format,2012_EML,42,33,1.14,89.19%
Easternmost Longitude,2012_EML,117,37,3.16,100.00%
End Time,2012_EML,33,33,0.89,89.19%
Entity Type Definition,2012_EML,88,33,2.38,89.19%
Entity and Attribute Information,2012_EML,88,33,2.38,89.19%
Instrument,2012_EML,2,2,0.05,5.41%
Keyword,2012_EML,994,37,26.86,100.00%
Keyword Type,2012_EML,87,37,2.35,100.00%
Keyword Vocabulary,2012_EML,189,37,5.11,100.00%
Maintenance,2012_EML,35,35,0.95,94.59%
Metadata Access Constraints,2012_EML,37,37,1.00,100.00%
Metadata Contact,2012_EML,2,2,0.05,5.41%
Metadata Modified Date,2012_EML,16,16,0.43,43.24%
Metadata Use Constraints,2012_EML,37,37,1.00,100.00%
Northernmost Latitude,2012_EML,117,37,3.16,100.00%
Organization Name,2012_EML,90,37,2.43,100.00%
Originating Organization,2012_EML,38,37,1.03,100.00%
Place Keyword,2012_EML,79,37,2.14,100.00%
Process Step,2012_EML,37,37,1.00,100.00%
Project Description,2012_EML,36,36,0.97,97.30%
Project Name,2012_EML,43,29,1.16,78.38%
Publication Date,2012_EML,37,37,1.00,100.00%
Publisher,2012_EML,36,36,0.97,97.30%
Related Resource Citation,2012_EML,36,36,0.97,97.30%
Resource Access Constraints,2012_EML,37,37,1.00,100.00%
Resource Contact,2012_EML,41,37,1.11,100.00%
Resource Creation/Revision Date,2012_EML,53,37,1.43,100.00%
Resource Distribution,2012_EML,7,7,0.19,18.92%
Resource Format,2012_EML,42,33,1.14,89.19%
Resource Identifier,2012_EML,37,37,1.00,100.00%
Resource Identifier Type,2012_EML,37,37,1.00,100.00%
Resource Language,2012_EML,30,30,0.81,81.08%
Resource Lineage,2012_EML,37,37,1.00,100.00%
Resource Long Name,2012_EML,37,37,1.00,100.00%
Resource Revision Date,2012_EML,16,16,0.43,43.24%
Resource Status,2012_EML,37,37,1.00,100.00%
Resource Title,2012_EML,37,37,1.00,100.00%
Resource Update Frequency,2012_EML,35,35,0.95,94.59%
Resource Use Constraints,2012_EML,37,37,1.00,100.00%
Resource on-line Link,2012_EML,6,6,0.16,16.22%
Responsible Party Identifier,2012_EML,49,23,1.32,62.16%
Rights,2012_EML,37,37,1.00,100.00%
Security Constraints,2012_EML,37,37,1.00,100.00%
Southernmost Latitude,2012_EML,117,37,3.16,100.00%
Spatial Extent,2012_EML,117,37,3.16,100.00%
Start Time,2012_EML,33,33,0.89,89.19%
Supplemental Information,2012_EML,1,1,0.03,2.70%
Taxonomic Extent,2012_EML,21,19,0.57,51.35%
Temporal Extent,2012_EML,37,37,1.00,100.00%
Unknown,2012_EML,12430,37,335.95,100.00%
Vertical Maximum,2012_EML,5,5,0.14,13.51%
Vertical Minimum,2012_EML,7,5,0.19,13.51%
Vertical Resolution,2012_EML,5,5,0.14,13.51%
Westernmost Longitude,2012_EML,117,37,3.16,100.00%
