Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2014_EML,9,9,1.00,100.00%
Abstract,2014_EML,9,9,1.00,100.00%
Attribute Constraints,2014_EML,1,1,0.11,11.11%
Attribute Definition,2014_EML,253,8,28.11,88.89%
Attribute List,2014_EML,40,8,4.44,88.89%
Author,2014_EML,22,9,2.44,100.00%
Author / Originator,2014_EML,22,9,2.44,100.00%
Author / Originator Email Address,2014_EML,10,5,1.11,55.56%
Author / Originator Identifier,2014_EML,22,9,2.44,100.00%
Author / Originator World Wide Web Address,2014_EML,11,8,1.22,88.89%
Bounding Box,2014_EML,22,9,2.44,100.00%
Contributor Name,2014_EML,7,6,0.78,66.67%
Contributor Role,2014_EML,7,6,0.78,66.67%
Distribution Format,2014_EML,8,8,0.89,88.89%
Easternmost Longitude,2014_EML,22,9,2.44,100.00%
End Time,2014_EML,9,9,1.00,100.00%
Entity Type Definition,2014_EML,39,8,4.33,88.89%
Entity and Attribute Information,2014_EML,39,8,4.33,88.89%
Keyword,2014_EML,257,9,28.56,100.00%
Keyword Type,2014_EML,22,9,2.44,100.00%
Keyword Vocabulary,2014_EML,50,9,5.56,100.00%
Maintenance,2014_EML,5,5,0.56,55.56%
Metadata Access Constraints,2014_EML,9,9,1.00,100.00%
Metadata Use Constraints,2014_EML,9,9,1.00,100.00%
Northernmost Latitude,2014_EML,22,9,2.44,100.00%
Organization Name,2014_EML,34,9,3.78,100.00%
Originating Organization,2014_EML,9,9,1.00,100.00%
Place Keyword,2014_EML,18,9,2.00,100.00%
Process Step,2014_EML,9,9,1.00,100.00%
Project Description,2014_EML,9,9,1.00,100.00%
Project Name,2014_EML,11,8,1.22,88.89%
Publication Date,2014_EML,9,9,1.00,100.00%
Publisher,2014_EML,9,9,1.00,100.00%
Related Resource Citation,2014_EML,9,9,1.00,100.00%
Resource Access Constraints,2014_EML,9,9,1.00,100.00%
Resource Contact,2014_EML,9,9,1.00,100.00%
Resource Creation/Revision Date,2014_EML,9,9,1.00,100.00%
Resource Distribution,2014_EML,8,8,0.89,88.89%
Resource Format,2014_EML,8,8,0.89,88.89%
Resource Identifier,2014_EML,9,9,1.00,100.00%
Resource Identifier Type,2014_EML,9,9,1.00,100.00%
Resource Language,2014_EML,8,8,0.89,88.89%
Resource Lineage,2014_EML,9,9,1.00,100.00%
Resource Long Name,2014_EML,9,9,1.00,100.00%
Resource Status,2014_EML,9,9,1.00,100.00%
Resource Title,2014_EML,9,9,1.00,100.00%
Resource Update Frequency,2014_EML,5,5,0.56,55.56%
Resource Use Constraints,2014_EML,9,9,1.00,100.00%
Resource on-line Link,2014_EML,8,8,0.89,88.89%
Responsible Party Identifier,2014_EML,7,6,0.78,66.67%
Rights,2014_EML,9,9,1.00,100.00%
Security Constraints,2014_EML,9,9,1.00,100.00%
Southernmost Latitude,2014_EML,22,9,2.44,100.00%
Spatial Extent,2014_EML,22,9,2.44,100.00%
Start Time,2014_EML,9,9,1.00,100.00%
Supplemental Information,2014_EML,1,1,0.11,11.11%
Taxonomic Extent,2014_EML,10,9,1.11,100.00%
Temporal Extent,2014_EML,9,9,1.00,100.00%
Unknown,2014_EML,3313,9,368.11,100.00%
Westernmost Longitude,2014_EML,22,9,2.44,100.00%
