Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2013_EML,10,10,1.00,100.00%
Abstract,2013_EML,10,10,1.00,100.00%
Attribute Constraints,2013_EML,12,4,1.20,40.00%
Attribute Definition,2013_EML,510,10,51.00,100.00%
Attribute List,2013_EML,38,10,3.80,100.00%
Author,2013_EML,24,10,2.40,100.00%
Author / Originator,2013_EML,24,10,2.40,100.00%
Author / Originator Email Address,2013_EML,14,10,1.40,100.00%
Author / Originator Identifier,2013_EML,24,10,2.40,100.00%
Author / Originator World Wide Web Address,2013_EML,12,10,1.20,100.00%
Bounding Box,2013_EML,30,10,3.00,100.00%
Contributor Name,2013_EML,14,10,1.40,100.00%
Contributor Role,2013_EML,14,10,1.40,100.00%
Distribution Format,2013_EML,12,10,1.20,100.00%
Easternmost Longitude,2013_EML,30,10,3.00,100.00%
End Time,2013_EML,10,10,1.00,100.00%
Entity Type Definition,2013_EML,46,10,4.60,100.00%
Entity and Attribute Information,2013_EML,46,10,4.60,100.00%
Keyword,2013_EML,210,10,21.00,100.00%
Keyword Type,2013_EML,20,10,2.00,100.00%
Keyword Vocabulary,2013_EML,42,10,4.20,100.00%
Maintenance,2013_EML,10,10,1.00,100.00%
Metadata Access Constraints,2013_EML,10,10,1.00,100.00%
Metadata Contact,2013_EML,4,4,0.40,40.00%
Metadata Modified Date,2013_EML,7,6,0.70,60.00%
Metadata Use Constraints,2013_EML,10,10,1.00,100.00%
Northernmost Latitude,2013_EML,30,10,3.00,100.00%
Organization Name,2013_EML,23,10,2.30,100.00%
Originating Organization,2013_EML,14,10,1.40,100.00%
Place Keyword,2013_EML,24,10,2.40,100.00%
Process Step,2013_EML,10,10,1.00,100.00%
Project Description,2013_EML,7,7,0.70,70.00%
Project Name,2013_EML,12,10,1.20,100.00%
Publication Date,2013_EML,10,10,1.00,100.00%
Publisher,2013_EML,8,8,0.80,80.00%
Related Resource Citation,2013_EML,7,7,0.70,70.00%
Resource Access Constraints,2013_EML,10,10,1.00,100.00%
Resource Contact,2013_EML,10,10,1.00,100.00%
Resource Creation/Revision Date,2013_EML,17,10,1.70,100.00%
Resource Distribution,2013_EML,8,8,0.80,80.00%
Resource Format,2013_EML,12,10,1.20,100.00%
Resource Identifier,2013_EML,10,10,1.00,100.00%
Resource Identifier Type,2013_EML,10,10,1.00,100.00%
Resource Language,2013_EML,10,10,1.00,100.00%
Resource Lineage,2013_EML,10,10,1.00,100.00%
Resource Long Name,2013_EML,10,10,1.00,100.00%
Resource Revision Date,2013_EML,7,6,0.70,60.00%
Resource Status,2013_EML,10,10,1.00,100.00%
Resource Title,2013_EML,10,10,1.00,100.00%
Resource Update Frequency,2013_EML,10,10,1.00,100.00%
Resource Use Constraints,2013_EML,10,10,1.00,100.00%
Resource on-line Link,2013_EML,5,5,0.50,50.00%
Responsible Party Identifier,2013_EML,11,7,1.10,70.00%
Rights,2013_EML,10,10,1.00,100.00%
Security Constraints,2013_EML,10,10,1.00,100.00%
Southernmost Latitude,2013_EML,30,10,3.00,100.00%
Spatial Extent,2013_EML,30,10,3.00,100.00%
Start Time,2013_EML,10,10,1.00,100.00%
Taxonomic Extent,2013_EML,2,2,0.20,20.00%
Temporal Extent,2013_EML,10,10,1.00,100.00%
Unknown,2013_EML,4637,10,463.70,100.00%
Westernmost Longitude,2013_EML,30,10,3.00,100.00%
