Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCR_2006_EML,8.0,8.0,1.0,1.0
Resource Identifier,MCR_2006_EML,8.0,8.0,1.0,1.0
Resource Title,MCR_2006_EML,8.0,8.0,1.0,1.0
Author / Originator,MCR_2006_EML,16.0,8.0,2.0,1.0
Metadata Contact,MCR_2006_EML,0.0,0.0,0.0,0.0
Contributor Name,MCR_2006_EML,0.0,0.0,0.0,0.0
Publisher,MCR_2006_EML,1.0,1.0,0.12,0.125
Publication Date,MCR_2006_EML,3.0,3.0,0.38,0.375
Resource Contact,MCR_2006_EML,8.0,8.0,1.0,1.0
Abstract,MCR_2006_EML,8.0,8.0,1.0,1.0
Keyword,MCR_2006_EML,109.0,8.0,13.62,1.0
Resource Distribution,MCR_2006_EML,1.0,1.0,0.12,0.125
Spatial Extent,MCR_2006_EML,9.0,4.0,1.12,0.5
Taxonomic Extent,MCR_2006_EML,0.0,0.0,0.0,0.0
Temporal Extent,MCR_2006_EML,6.0,4.0,0.75,0.5
Maintenance,MCR_2006_EML,7.0,7.0,0.88,0.875
Resource Use Constraints,MCR_2006_EML,8.0,8.0,1.0,1.0
Process Step,MCR_2006_EML,4.0,4.0,0.5,0.5
Project Description,MCR_2006_EML,8.0,8.0,1.0,1.0
Entity Type Definition,MCR_2006_EML,24.0,8.0,3.0,1.0
Attribute Definition,MCR_2006_EML,235.0,8.0,29.38,1.0
Resource Access Constraints,MCR_2006_EML,6.0,6.0,0.75,0.75
Resource Format,MCR_2006_EML,24.0,8.0,3.0,1.0
Attribute List,MCR_2006_EML,24.0,8.0,3.0,1.0
Attribute Constraints,MCR_2006_EML,0.0,0.0,0.0,0.0
Resource Quality Description,MCR_2006_EML,0.0,0.0,0.0,0.0
