XPath,MCR_2006_EML,MCR_2007_EML,MCR_2010_EML,MCR_2011_EML,MCR_2012_EML,MCR_2013_EML,MCR_2014_EML,MCR_2015_EML,MCR_2016_EML,MCR_2017_EML
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.38,0.14,0.0,0.08,0.11,2.1,3.89,2.21,1.88,1.22
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.38,0.26,0.0,0.12,0.22,3.8,6.22,3.67,3.52,2.78
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.5,0.31,0.0,0.21,0.27,3.9,8.22,4.52,4.04,2.89
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@id,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.06,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@name,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.06,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@name,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.06,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@abbreviation,0.0,0.01,0.0,0.0,0.73,0.4,0.0,0.12,0.12,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@constantToSI,0.0,0.01,0.0,0.0,0.51,0.2,0.0,0.06,0.06,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@id,0.0,0.01,0.0,0.0,0.73,0.4,0.0,0.12,0.12,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@multiplierToSI,0.0,0.01,0.0,0.0,0.49,0.2,0.0,0.06,0.04,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@name,0.0,0.01,0.0,0.0,0.73,0.4,0.0,0.12,0.12,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@parentSI,0.0,0.01,0.0,0.0,0.51,0.2,0.0,0.06,0.06,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@unitType,0.0,0.01,0.0,0.0,0.73,0.4,0.0,0.12,0.12,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/stmml:description,0.0,0.01,0.0,0.0,0.7,0.2,0.0,0.06,0.12,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@abbreviation,0.38,1.33,0.0,0.92,0.84,0.0,0.0,0.3,0.46,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@constantToSI,0.0,0.0,0.0,0.54,0.08,0.0,0.0,0.0,0.1,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.38,2.05,1.33,1.21,1.08,0.0,0.0,0.61,0.65,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,0.0,1.27,0.0,0.29,0.59,0.0,0.0,0.36,0.25,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,0.38,0.56,1.33,0.54,0.32,0.0,0.0,0.18,0.23,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,0.38,2.05,1.33,1.21,1.08,0.0,0.0,0.61,0.65,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@parentSI,0.38,1.64,1.33,0.67,0.92,0.0,0.0,0.42,0.44,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,0.38,1.88,1.33,1.04,1.08,0.0,0.0,0.48,0.6,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/description,0.38,2.05,1.33,1.21,1.08,0.0,0.0,0.61,0.65,0.0
/eml:eml/additionalMetadata/unitList/unit/@abbreviation,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplerToSI,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplierToSI,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.12,0.05,0.0,0.12,0.11,0.2,1.0,0.76,0.56,1.0
/eml:eml/dataset/@scope,0.88,0.95,1.0,0.88,0.89,0.2,0.0,0.21,0.42,0.0
/eml:eml/dataset/abstract/para,1.0,1.13,1.0,0.96,1.73,2.1,1.67,1.55,1.29,2.33
/eml:eml/dataset/abstract/para/emphasis,0.0,0.0,0.0,0.0,0.14,0.0,3.0,0.3,0.06,0.56
/eml:eml/dataset/abstract/para/subscript,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.06,0.0,0.67
/eml:eml/dataset/abstract/para/ulink,0.0,0.02,0.0,0.0,0.38,0.2,0.22,0.12,0.19,0.0
/eml:eml/dataset/abstract/para/ulink/@url,0.0,0.02,0.0,0.0,0.38,0.2,0.22,0.12,0.19,0.0
/eml:eml/dataset/abstract/section/para,0.0,0.0,0.0,0.04,0.03,0.0,0.44,0.0,0.1,0.0
/eml:eml/dataset/abstract/section/para/emphasis,0.0,0.0,0.0,0.0,0.11,0.0,1.11,0.0,0.27,0.0
/eml:eml/dataset/abstract/section/para/subscript,0.0,0.0,0.0,0.0,0.16,0.0,2.89,0.0,0.52,0.0
/eml:eml/dataset/abstract/section/para/superscript,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.33,0.0
/eml:eml/dataset/abstract/section/para/ulink,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.06,0.0
/eml:eml/dataset/abstract/section/para/ulink/@url,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.06,0.0
/eml:eml/dataset/abstract/section/title,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.06,0.0
/eml:eml/dataset/access/@authSystem,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.75,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.75,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.03,0.04,0.22
/eml:eml/dataset/additionalInfo/para/ulink,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.03,0.0,0.0
/eml:eml/dataset/additionalInfo/para/ulink/@url,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.03,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.12,0.07,0.0,0.12,0.11,0.2,1.0,0.76,0.65,2.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0
/eml:eml/dataset/associatedParty/@id,0.0,1.55,0.0,1.96,1.32,1.1,0.78,1.61,1.9,0.67
/eml:eml/dataset/associatedParty/@scope,0.0,1.47,0.0,1.75,1.24,0.2,0.0,0.36,0.62,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.0,1.39,0.0,1.67,1.27,0.2,0.0,0.36,0.62,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,1.43,0.0,1.88,1.43,1.1,0.78,1.33,1.83,0.67
/eml:eml/dataset/associatedParty/address/city,0.0,1.47,0.0,1.88,1.43,0.9,0.78,1.45,1.88,0.67
/eml:eml/dataset/associatedParty/address/country,0.0,1.47,0.0,1.88,1.43,0.9,0.78,1.45,1.88,0.67
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,3.36,0.0,4.08,3.24,2.4,2.11,3.15,4.1,1.44
/eml:eml/dataset/associatedParty/address/postalCode,0.0,1.47,0.0,1.88,1.43,1.1,0.78,1.33,1.85,0.67
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,1.03,0.0,1.25,0.7,0.7,0.78,0.91,1.1,0.44
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,1.57,0.0,1.96,1.38,1.4,0.78,1.7,1.9,0.67
/eml:eml/dataset/associatedParty/individualName/salutation,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,1.57,0.0,1.96,1.38,1.4,0.78,1.7,1.9,0.67
/eml:eml/dataset/associatedParty/onlineUrl,0.0,0.66,0.0,0.79,0.95,0.3,0.0,0.18,0.46,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,1.34,0.0,1.96,1.43,0.9,0.78,1.55,1.92,0.67
/eml:eml/dataset/associatedParty/phone,0.0,0.77,0.0,0.33,0.68,0.1,0.67,0.64,0.88,0.22
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,0.77,0.0,0.33,0.68,0.1,0.67,0.64,0.88,0.22
/eml:eml/dataset/associatedParty/positionName,0.0,1.0,0.0,1.46,1.22,0.5,0.33,1.27,1.62,0.67
/eml:eml/dataset/associatedParty/role,0.0,1.57,0.0,1.96,1.49,1.4,0.78,1.7,1.96,0.67
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
/eml:eml/dataset/contact/@id,0.88,0.95,1.0,0.88,0.86,0.6,0.0,0.27,0.44,0.0
/eml:eml/dataset/contact/@scope,0.88,0.95,1.0,0.88,0.95,0.5,0.0,0.21,0.42,0.0
/eml:eml/dataset/contact/@system,0.0,0.42,1.0,0.75,0.54,0.5,0.0,0.15,0.19,0.0
/eml:eml/dataset/contact/address/@scope,0.88,0.95,1.0,0.88,0.92,0.2,0.0,0.21,0.42,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,2.0,2.0,2.0,2.38,1.4,2.0,3.58,4.17,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/individualName/givenName,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.79,2.02,1.0
/eml:eml/dataset/contact/organizationName,1.0,0.58,0.0,0.25,0.54,0.2,1.0,1.76,1.83,1.0
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0,1.19,0.7,1.0,2.61,3.04,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0,1.08,0.7,1.0,2.61,2.92,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.08,0.7,1.0,1.91,2.02,1.0
/eml:eml/dataset/contact/references,0.0,0.0,0.0,0.0,0.03,0.3,0.0,0.03,0.0,0.0
/eml:eml/dataset/contact/references/@system,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/@scope,0.38,0.95,1.0,0.88,0.89,0.2,0.0,0.21,0.42,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,1.12,1.14,0.0,3.08,2.41,2.1,2.33,2.85,3.4,3.44
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.88,1.9,1.67,3.04,2.7,1.4,0.0,0.55,1.21,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.18,0.0,1.67,0.19,0.0,0.0,0.18,0.77,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.18,0.0,1.67,0.19,0.0,0.0,0.18,0.77,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.18,0.0,1.67,0.19,0.0,0.0,0.18,0.77,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.12,2.09,1.67,3.54,3.16,3.0,2.44,2.97,3.69,3.44
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.12,2.09,1.67,3.54,3.16,3.0,2.44,2.97,3.69,3.44
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.12,2.09,1.67,3.54,3.16,3.0,2.44,2.97,3.69,3.44
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.12,2.09,1.67,3.54,3.16,3.0,2.44,2.97,3.69,3.44
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRing,0.0,0.61,0.0,1.33,2.05,0.0,1.33,1.45,1.75,2.22
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLatitude,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.56,0.0
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLongitude,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.56,0.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.12,2.09,1.67,3.54,3.16,3.0,2.44,2.97,3.69,3.44
/eml:eml/dataset/coverage/taxonomicCoverage/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.0,0.46,0.67,0.25,0.38,0.2,0.11,0.09,0.08,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.0,0.98,5.67,0.38,0.78,0.4,1.11,2.12,0.85,1.67
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.0,0.98,5.67,0.38,0.78,0.4,1.11,2.12,0.85,1.67
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.85,6.0,0.71,0.59,0.4,1.44,0.85,0.83,2.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.85,6.0,0.71,0.59,0.4,1.44,0.85,0.83,2.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.77,0.67,1.08,0.62,0.4,1.78,1.03,0.81,3.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.77,0.67,1.08,0.62,0.4,1.78,1.03,0.81,3.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,1.37,8.0,4.38,1.68,0.4,4.56,2.12,2.98,7.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,1.37,8.0,4.38,1.68,0.4,4.56,2.12,2.98,7.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,0.0,0.0,24.67,0.0,0.0,0.0,0.0,0.0,1.54,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,2.64,25.0,9.04,3.59,1.8,10.22,4.85,8.25,19.44
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,2.64,25.0,9.04,3.59,1.8,10.22,4.85,8.25,19.44
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.57,0.33,0.29,1.3,0.0,1.11,0.64,0.5,2.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.57,0.33,0.29,1.3,0.0,1.11,0.64,0.5,2.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.4,0.33,0.0,1.54,0.0,0.22,0.12,0.42,2.22
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.4,0.33,0.0,1.54,0.0,0.22,0.12,0.42,2.22
/eml:eml/dataset/coverage/temporalCoverage/@id,0.62,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.08,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.62,0.95,1.0,0.88,0.89,0.2,0.0,0.18,0.42,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.75,1.0,1.0,1.0,0.89,1.0,1.0,1.09,0.94,1.22
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.75,1.0,1.0,1.0,0.89,1.0,1.0,1.09,0.94,1.22
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.03,0.19,0.0
/eml:eml/dataset/creator/@id,2.0,2.19,2.0,2.17,2.51,2.4,2.44,2.27,2.12,3.33
/eml:eml/dataset/creator/@scope,1.75,2.09,2.0,1.92,2.3,1.1,0.0,0.64,0.79,0.0
/eml:eml/dataset/creator/address/@scope,1.75,2.09,1.0,1.92,2.27,1.1,0.0,0.64,0.77,0.0
/eml:eml/dataset/creator/address/administrativeArea,2.0,2.19,1.0,2.17,2.49,2.4,2.33,2.21,2.08,3.33
/eml:eml/dataset/creator/address/city,2.0,2.19,1.0,2.17,2.49,2.4,2.33,2.21,2.08,3.33
/eml:eml/dataset/creator/address/country,2.0,2.19,1.0,2.17,2.49,2.2,2.33,2.21,2.08,3.33
/eml:eml/dataset/creator/address/deliveryPoint,5.0,4.42,2.0,4.38,5.08,5.2,5.0,4.82,4.46,7.11
/eml:eml/dataset/creator/address/postalCode,2.0,2.19,1.0,2.17,2.46,2.4,2.33,2.21,2.08,3.33
/eml:eml/dataset/creator/electronicMailAddress,1.0,1.19,1.0,1.17,1.16,1.2,1.22,1.27,1.1,2.33
/eml:eml/dataset/creator/individualName/givenName,1.0,1.19,1.0,1.17,1.51,1.4,1.44,1.33,1.12,2.33
/eml:eml/dataset/creator/individualName/salutation,0.0,0.06,0.0,0.29,0.14,0.0,0.11,0.0,0.04,0.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.19,1.0,1.17,1.62,1.4,1.44,1.33,1.19,2.33
/eml:eml/dataset/creator/onlineUrl,1.75,2.15,2.0,2.12,2.41,1.6,1.11,1.3,1.69,0.44
/eml:eml/dataset/creator/organizationName,2.0,1.97,2.0,2.04,2.43,2.4,2.44,2.27,2.08,3.33
/eml:eml/dataset/creator/phone,2.0,1.87,0.0,1.83,1.59,0.6,1.78,1.42,1.73,2.44
/eml:eml/dataset/creator/phone/@phonetype,2.0,1.87,0.0,1.83,1.59,0.6,1.78,1.42,1.73,2.44
/eml:eml/dataset/creator/positionName,0.88,1.0,1.0,1.04,1.38,0.9,0.22,0.45,0.42,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89
/eml:eml/dataset/dataTable/@id,3.0,1.06,3.33,2.42,2.38,3.7,4.33,3.24,2.38,2.11
/eml:eml/dataset/dataTable/@scope,2.62,1.78,2.33,2.54,2.11,2.2,0.0,1.45,0.73,0.0
/eml:eml/dataset/dataTable/additionalInfo,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.33,0.42,0.22
/eml:eml/dataset/dataTable/additionalInfo/para,0.0,0.09,0.67,0.0,0.05,0.0,0.0,0.24,0.02,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/para,0.0,0.22,1.33,0.0,0.57,1.0,0.0,0.3,0.04,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/para/ulink,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.12,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/para/ulink/@url,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.12,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/title,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0
/eml:eml/dataset/dataTable/alternateIdentifier,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.04,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,29.38,78.93,150.33,32.71,26.95,60.4,35.22,91.7,77.08,20.67
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,21.88,72.16,140.33,28.83,23.22,15.4,0.0,32.67,10.25,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/accuracy/attributeAccuracyReport,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.15,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/accuracy/quantitativeAttributeAccuracyAssessment/attributeAccuracyExplanation,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.15,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/accuracy/quantitativeAttributeAccuracyAssessment/attributeAccuracyValue,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.15,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,29.38,78.93,150.33,32.71,26.95,60.4,35.22,91.7,77.08,20.67
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,29.38,77.12,150.33,32.71,26.92,60.4,35.22,91.7,77.08,20.67
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,29.38,78.93,150.33,32.71,26.95,60.4,35.22,91.7,77.08,20.67
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/@scope,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/geographicCoverage/@scope,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/geographicCoverage/references,1.88,0.65,0.0,0.88,0.0,0.0,0.0,0.36,0.75,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/geographicCoverage/references/@system,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/temporalCoverage/@id,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/coverage/temporalCoverage/@scope,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
