Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCR_2012_EML,37.0,37.0,1.0,1.0
Resource Identifier,MCR_2012_EML,37.0,37.0,1.0,1.0
Resource Title,MCR_2012_EML,37.0,37.0,1.0,1.0
Author / Originator,MCR_2012_EML,93.0,37.0,2.51,1.0
Metadata Contact,MCR_2012_EML,2.0,2.0,0.05,0.054054054054054064
Contributor Name,MCR_2012_EML,55.0,29.0,1.49,0.7837837837837838
Publisher,MCR_2012_EML,36.0,36.0,0.97,0.972972972972973
Publication Date,MCR_2012_EML,37.0,37.0,1.0,1.0
Resource Contact,MCR_2012_EML,41.0,37.0,1.11,1.0
Abstract,MCR_2012_EML,37.0,37.0,1.0,1.0
Keyword,MCR_2012_EML,997.0,37.0,26.95,1.0
Resource Distribution,MCR_2012_EML,7.0,7.0,0.19,0.1891891891891892
Spatial Extent,MCR_2012_EML,117.0,37.0,3.16,1.0
Taxonomic Extent,MCR_2012_EML,21.0,19.0,0.57,0.5135135135135135
Temporal Extent,MCR_2012_EML,37.0,37.0,1.0,1.0
Maintenance,MCR_2012_EML,35.0,35.0,0.95,0.945945945945946
Resource Use Constraints,MCR_2012_EML,37.0,37.0,1.0,1.0
Process Step,MCR_2012_EML,37.0,37.0,1.0,1.0
Project Description,MCR_2012_EML,36.0,36.0,0.97,0.972972972972973
Entity Type Definition,MCR_2012_EML,88.0,33.0,2.38,0.8918918918918919
Attribute Definition,MCR_2012_EML,997.0,33.0,26.95,0.8918918918918919
Resource Access Constraints,MCR_2012_EML,37.0,37.0,1.0,1.0
Resource Format,MCR_2012_EML,88.0,33.0,2.38,0.8918918918918919
Attribute List,MCR_2012_EML,88.0,33.0,2.38,0.8918918918918919
Attribute Constraints,MCR_2012_EML,41.0,18.0,1.11,0.4864864864864865
Resource Quality Description,MCR_2012_EML,0.0,0.0,0.0,0.0
