Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2009_EML,35,35,1.00,100.00%
Abstract,2009_EML,17,17,0.49,48.57%
Attribute Definition,2009_EML,245,17,7.00,48.57%
Attribute List,2009_EML,18,17,0.51,48.57%
Author,2009_EML,22,17,0.63,48.57%
Author / Originator,2009_EML,22,17,0.63,48.57%
Author / Originator World Wide Web Address,2009_EML,22,17,0.63,48.57%
Bounding Box,2009_EML,17,17,0.49,48.57%
Distribution Format,2009_EML,17,17,0.49,48.57%
Easternmost Longitude,2009_EML,17,17,0.49,48.57%
End Time,2009_EML,17,17,0.49,48.57%
Entity Type Definition,2009_EML,18,17,0.51,48.57%
Entity and Attribute Information,2009_EML,18,17,0.51,48.57%
Keyword,2009_EML,144,17,4.11,48.57%
Keyword Vocabulary,2009_EML,32,17,0.91,48.57%
Maintenance,2009_EML,17,17,0.49,48.57%
Metadata Access Constraints,2009_EML,17,17,0.49,48.57%
Metadata Contact,2009_EML,17,17,0.49,48.57%
Metadata Use Constraints,2009_EML,17,17,0.49,48.57%
Northernmost Latitude,2009_EML,17,17,0.49,48.57%
Organization Name,2009_EML,87,17,2.49,48.57%
Originating Organization,2009_EML,19,17,0.54,48.57%
Process Step,2009_EML,17,17,0.49,48.57%
Project Description,2009_EML,16,16,0.46,45.71%
Project Name,2009_EML,22,17,0.63,48.57%
Publication Date,2009_EML,17,17,0.49,48.57%
Publisher,2009_EML,17,17,0.49,48.57%
Publisher E-Mail,2009_EML,17,17,0.49,48.57%
Publisher URL,2009_EML,17,17,0.49,48.57%
Related Resource Citation,2009_EML,16,16,0.46,45.71%
Resource Access Constraints,2009_EML,17,17,0.49,48.57%
Resource Contact,2009_EML,34,17,0.97,48.57%
Resource Creation/Revision Date,2009_EML,17,17,0.49,48.57%
Resource Distribution,2009_EML,17,17,0.49,48.57%
Resource Format,2009_EML,17,17,0.49,48.57%
Resource Identifier,2009_EML,17,17,0.49,48.57%
Resource Identifier Type,2009_EML,17,17,0.49,48.57%
Resource Language,2009_EML,17,17,0.49,48.57%
Resource Lineage,2009_EML,17,17,0.49,48.57%
Resource Long Name,2009_EML,17,17,0.49,48.57%
Resource Status,2009_EML,17,17,0.49,48.57%
Resource Title,2009_EML,17,17,0.49,48.57%
Resource Use Constraints,2009_EML,17,17,0.49,48.57%
Resource on-line Link,2009_EML,17,17,0.49,48.57%
Rights,2009_EML,17,17,0.49,48.57%
Security Constraints,2009_EML,17,17,0.49,48.57%
Southernmost Latitude,2009_EML,17,17,0.49,48.57%
Spatial Extent,2009_EML,17,17,0.49,48.57%
Start Time,2009_EML,17,17,0.49,48.57%
Temporal Extent,2009_EML,17,17,0.49,48.57%
Unknown,2009_EML,6934,35,198.11,100.00%
Westernmost Longitude,2009_EML,17,17,0.49,48.57%
