Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NTL_2009_EML,34.0,34.0,1.0,1.0
Resource Identifier,NTL_2009_EML,34.0,34.0,1.0,1.0
Resource Title,NTL_2009_EML,34.0,34.0,1.0,1.0
Author / Originator,NTL_2009_EML,45.0,34.0,1.32,1.0
Metadata Contact,NTL_2009_EML,17.0,17.0,0.5,0.5
Contributor Name,NTL_2009_EML,0.0,0.0,0.0,0.0
Publisher,NTL_2009_EML,34.0,34.0,1.0,1.0
Publication Date,NTL_2009_EML,17.0,17.0,0.5,0.5
Resource Contact,NTL_2009_EML,68.0,34.0,2.0,1.0
Abstract,NTL_2009_EML,34.0,34.0,1.0,1.0
Keyword,NTL_2009_EML,242.0,33.0,7.12,0.9705882352941176
Resource Distribution,NTL_2009_EML,17.0,17.0,0.5,0.5
Spatial Extent,NTL_2009_EML,34.0,34.0,1.0,1.0
Taxonomic Extent,NTL_2009_EML,4.0,4.0,0.12,0.1176470588235294
Temporal Extent,NTL_2009_EML,34.0,34.0,1.0,1.0
Maintenance,NTL_2009_EML,17.0,17.0,0.5,0.5
Resource Use Constraints,NTL_2009_EML,17.0,17.0,0.5,0.5
Process Step,NTL_2009_EML,17.0,17.0,0.5,0.5
Project Description,NTL_2009_EML,16.0,16.0,0.47,0.4705882352941176
Entity Type Definition,NTL_2009_EML,35.0,34.0,1.03,1.0
Attribute Definition,NTL_2009_EML,505.0,34.0,14.85,1.0
Resource Access Constraints,NTL_2009_EML,17.0,17.0,0.5,0.5
Resource Format,NTL_2009_EML,35.0,34.0,1.03,1.0
Attribute List,NTL_2009_EML,35.0,34.0,1.03,1.0
Attribute Constraints,NTL_2009_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NTL_2009_EML,0.0,0.0,0.0,0.0
